lat,lon,name
49.23291,-123.085282,Westbound E 41 Ave @ Windsor St
49.232938,-123.087318,Westbound E 41 Ave @ St. Catherines St
49.232994,-123.089838,Westbound E 41 Ave @ Chester St
49.233019,-123.091171,Westbound E 41 Ave @ Fraser St
49.233046,-123.094859,Westbound E 41 Ave @ St. George St
49.233094,-123.097712,Westbound E 41 Ave @ Prince Edward St
49.233193,-123.101267,Westbound E 41st Ave @ Main St
49.251051,-123.056489,Northbound Nanaimo St @ E 22 Ave
49.252691,-123.056482,Northbound Nanaimo St @ E 20 Ave
49.255356,-123.056484,Northbound Nanaimo St @ E 17 Ave
49.257382,-123.056473,Northbound Nanaimo St @ S Grandview Hwy
49.260339,-123.056471,Northbound Nanaimo St @ E 11 Ave
49.262477,-123.056433,Northbound Nanaimo St @ E Broadway
49.265123,-123.056462,Northbound Nanaimo St @ E 6th Ave
49.266968,-123.056457,Northbound Nanaimo St @ E 4th Ave
49.269899,-123.05646,Northbound Nanaimo St @ E 1st Ave
49.273616,-123.056442,Northbound Nanaimo St @ Charles St
49.277801,-123.056428,Northbound Nanaimo St @ Adanac St
49.281242,-123.057254,Westbound E Hastings St @ Nanaimo St
49.28126,-123.060231,Westbound E Hastings St @ Templeton Dr
49.281297,-123.066124,Westbound E Hastings St @ Victoria Dr
49.281413,-123.056378,Northbound Nanaimo St @ E Hastings St
49.234424,-123.185469,Dunbar Loop @ Bay 1
49.202789,-123.133802,Marpole Loop @ Bay 1
49.204348,-123.130671,Eastbound SW Marine Dr @ Oak St
49.205921,-123.128497,Northbound Oak Cloverleaf @ SW Marine Dr
49.208777,-123.13011,Northbound Oak St @ W 70 Ave
49.211074,-123.130033,Northbound Oak St @ W 67 Ave
49.214711,-123.129909,Northbound Oak St @ Park Dr
49.217412,-123.129005,Northbound Oak St @ W 59 Ave
49.219518,-123.128433,Northbound Oak St @ W 57 Ave
49.221798,-123.128353,Northbound Oak St @ W 54 Ave
49.226867,-123.128159,Northbound Oak St @ W 49 Ave
49.229544,-123.128098,Northbound Oak St @ W 46 Ave
49.232346,-123.128003,Northbound Oak St @ W 43 Ave
49.23366,-123.127934,Northbound Oak St @ W 41 Ave
49.204167,-123.137246,Westbound SW Marine Dr @ Montcalm St
49.205047,-123.139869,Westbound SW Marine Dr @ Granville St
49.207431,-123.1404,Northbound Granville St @ W 71 Ave
49.208885,-123.14035,Northbound Granville St @ W 70 Ave
49.211168,-123.140317,Northbound Granville St @ W 67 Ave
49.213646,-123.140212,Northbound Granville St @ W 64 Ave
49.215299,-123.140165,Northbound Granville St @ W 62 Ave
49.219694,-123.14,Northbound Granville St @ W 57 Ave
49.221123,-123.139943,Northbound Granville St @ W 55 Ave
49.222949,-123.139886,Northbound Granville St @ W 53 Ave
49.227422,-123.139703,Northbound Granville St @ W 49 Ave
49.229985,-123.139609,Northbound Granville St @ W 46 Ave
49.232803,-123.139507,Northbound Granville St @ W 43 Ave
49.263824,-123.100514,Eastbound Kingsway @ Main St
49.262719,-123.098055,Eastbound E Broadway @ Kingsway
49.262454,-123.095524,Eastbound E Broadway @ Prince Edward St
49.262402,-123.092514,Eastbound E Broadway @ St. George St
49.262021,-123.089232,Southbound Fraser St @ E Broadway
49.26032,-123.089275,Southbound Fraser St @ E 11 Ave
49.258479,-123.089284,Southbound Fraser St @ E 13 Ave
49.25611,-123.090058,Southbound Fraser St @ E 16 Ave
49.25348,-123.090123,Southbound Fraser St @ E 19 Ave
49.25162,-123.090186,Southbound Fraser St @ E 21 Ave
49.249808,-123.090246,Southbound Fraser St @ E 23 Ave
49.248306,-123.090273,Southbound Fraser St @ E King Edward Ave
49.246305,-123.090308,Southbound Fraser St @ E 27 Ave
49.244247,-123.090388,Southbound Fraser St @ E 29 Ave
49.239976,-123.090476,Southbound Fraser St @ E 33 Ave
49.238045,-123.090514,Southbound Fraser St @ E 35 Ave
49.236049,-123.090613,Southbound Fraser St @ E 37 Ave
49.234521,-123.090651,Southbound Fraser St @ E 39 Ave
49.232478,-123.090705,Southbound Fraser St @ E 41 Ave
49.230719,-123.090713,Southbound Fraser St @ E 43 Ave
49.228897,-123.090762,Southbound Fraser St @ E 45 Ave
49.227099,-123.090813,Southbound Fraser St @ E 47 Ave
49.225133,-123.090918,Southbound Fraser St @ E 49 Ave
49.223292,-123.090958,Southbound Fraser St @ E 51 Ave
49.22148,-123.091,Southbound Fraser St @ E 53 Ave
49.219642,-123.091056,Southbound Fraser St @ E 55 Ave
49.217937,-123.091092,Southbound Fraser St @ E 57 Ave
49.216234,-123.091124,Southbound Fraser St @ E 59 Ave
49.214571,-123.091155,Southbound Fraser St @ E 61 Ave
49.212749,-123.091181,Southbound Fraser St @ E 63 Ave
49.211508,-123.091218,Southbound Fraser St @ E 65 Ave
49.2338,-123.126888,Eastbound W 41 Ave @ Oak St
49.233541,-123.128231,Southbound Oak St @ W 41 Ave
49.231779,-123.128278,Southbound Oak St @ W 43 Ave
49.229046,-123.128376,Southbound Oak St @ W 46 Ave
49.22616,-123.128478,Southbound Oak St @ W 49 Ave
49.221231,-123.128635,Southbound Oak St @ W 54 Ave
49.218926,-123.128765,Southbound Oak St @ W 57 Ave
49.216857,-123.129581,Southbound Oak St @ W 59 Ave
49.214689,-123.130177,Southbound Oak St @ Park Dr
49.21048,-123.130325,Southbound Oak St @ W 67 Ave
49.208654,-123.130386,Southbound Oak St @ W 70 Ave
49.20453,-123.131063,Westbound SW Marine Dr @ Oak St
49.212147,-123.090933,Northbound Fraser St @ E 65 Ave
49.214241,-123.090903,Northbound Fraser St @ E 62 Ave
49.215947,-123.090881,Northbound Fraser St @ E 60 Ave
49.22126,-123.090756,Northbound Fraser St @ E 54 Ave
49.223033,-123.090707,Northbound Fraser St @ E 52 Ave
49.225766,-123.090643,Northbound Fraser St @ E 49 Ave
49.227632,-123.090596,Northbound Fraser St @ E 47 Ave
49.229442,-123.090556,Northbound Fraser St @ E 45 Ave
49.231265,-123.0905,Northbound Fraser St @ E 43 Ave
49.233627,-123.090406,Northbound Fraser St @ E 41 Ave
49.235102,-123.090364,Northbound Fraser St @ E 39 Ave
49.236772,-123.090324,Northbound Fraser St @ E 37 Ave
49.23862,-123.090274,Northbound Fraser St @ E 35 Ave
49.240627,-123.09022,Northbound Fraser St @ E 33 Ave
49.245869,-123.090107,Northbound Fraser St @ E 28 Ave
49.248973,-123.089998,Northbound Fraser St @ E King Edward Ave
49.251282,-123.089924,Northbound Fraser St @ E 22 Ave
49.255774,-123.089737,Northbound Fraser St @ E 17 Ave
49.258292,-123.089096,Northbound Fraser St @ E 14 Ave
49.260077,-123.089055,Northbound Fraser St @ E 12 Ave
49.261837,-123.08903,Northbound Fraser St @ E 10 Ave
49.262598,-123.093535,Westbound E Broadway @ St. George St
49.262835,-123.096513,Westbound E Broadway @ Prince Edward St
49.262926,-123.098697,Westbound E Broadway @ Scotia St
49.284435,-123.112367,Westbound W Hastings St @ Richards St
49.233799,-123.139775,Southbound Granville St @ W 41 Ave
49.232098,-123.139799,Southbound Granville St @ W 43 Ave
49.228469,-123.139921,Southbound Granville St @ W 47 Ave
49.226415,-123.139991,Southbound Granville St @ W 49 Ave
49.223822,-123.140097,Southbound Granville St @ W 52 Ave
49.221382,-123.140195,Southbound Granville St @ W 54 Ave
49.218967,-123.140294,Southbound Granville St @ W 57 Ave
49.217067,-123.140361,Southbound Granville St @ W 59 Ave
49.215526,-123.140408,Southbound Granville St @ W 61 Ave
49.213531,-123.140485,Southbound Granville St @ W 63 Ave
49.211828,-123.140547,Southbound Granville St @ W 65 Ave
49.209597,-123.140672,Southbound Granville St @ W 68 Ave
49.20811,-123.140711,Southbound Granville St @ W 70 Ave
49.205733,-123.140764,Southbound Granville St @ SW Marine Dr
49.263525,-123.140516,Eastbound W Broadway @ Fir St
49.26323,-123.121293,Eastbound W Broadway @ Willow St
49.262911,-123.104471,Eastbound E Broadway @ Ontario St
49.262778,-123.099816,Eastbound E Broadway @ Kingsway St
49.262351,-123.084744,Eastbound E Broadway @ St. Catherines St
49.262322,-123.080869,Eastbound E Broadway @ Glen Dr
49.262269,-123.076797,Eastbound E Broadway @ Clark Dr
49.262258,-123.073194,Eastbound E Broadway @ Woodland Dr
49.262171,-123.065398,Eastbound E Broadway @ Victoria Dr
49.262171,-123.061609,Eastbound E Broadway @ Lakewood Dr
49.26213,-123.057623,Eastbound E Broadway @ Garden Dr
49.261889,-123.055558,Eastbound E Broadway @ Nanaimo St
49.261916,-123.051333,Eastbound E Broadway @ Penticton St
49.261917,-123.049151,Eastbound E Broadway @ Slocan St
49.261906,-123.046541,Eastbound E Broadway @ Kaslo St
49.261812,-123.043749,Eastbound E Broadway @ Renfrew St
49.261793,-123.039755,Eastbound E Broadway @ Nootka St
49.261818,-123.037407,Eastbound E Broadway @ Lillooet St
49.261781,-123.033192,Eastbound E Broadway @ Rupert St
49.263759,-123.027828,Eastbound Lougheed Hwy @ Skeena St
49.265467,-123.024843,Lougheed Hwy @ Boundary Loop
49.263328,-123.028889,Westbound Lougheed Hwy @ Skeena St
49.262053,-123.031548,Westbound E Broadway @ Cassiar St
49.262009,-123.034312,Westbound E Broadway @ Rupert St
49.261989,-123.037125,Westbound E Broadway @ Windermere St
49.262097,-123.044962,Westbound E Broadway @ Renfrew St
49.262111,-123.050045,Westbound E Broadway @ Slocan St
49.262111,-123.051889,Westbound E Broadway @ Penticton St
49.262127,-123.055187,Westbound E Broadway @ Kamloops St
49.262356,-123.062394,Westbound E Broadway @ Lakewood Dr
49.262384,-123.064374,Westbound E Broadway @ Semlin Dr
49.262416,-123.06875,Commercial-Broadway Station @ Bay 5
49.262447,-123.074067,Westbound E Broadway @ Woodland Dr
49.262487,-123.07607,Westbound E Broadway @ McLean Dr
49.262499,-123.078554,Westbound E Broadway @ Clark Dr
49.262497,-123.080761,Westbound E Broadway @ Glen Dr
49.262532,-123.083724,Westbound E Broadway @ Windsor St
49.262579,-123.087643,Westbound E Broadway @ Prince Albert St
49.263101,-123.105291,Westbound W Broadway @ Ontario St
49.263212,-123.109868,Westbound W Broadway @ Columbia St
49.26336,-123.118098,Westbound W Broadway @ Ash St
49.263401,-123.120227,Westbound W Broadway @ Heather St
49.263433,-123.122318,Westbound W Broadway @ Willow St
49.262724,-123.14034,Westbound W 10 Ave @ Fir St
49.284334,-123.112551,Eastbound W Hastings St @ Seymour St
49.283054,-123.110546,Eastbound W Hastings St @ Homer St
49.281983,-123.10758,Eastbound W Hastings St @ Abbott St
49.281225,-123.099034,Eastbound E Hastings St @ Main St
49.281207,-123.096763,Eastbound E Hastings St @ Gore Ave
49.281112,-123.092955,Eastbound E Hastings St @ Jackson Ave
49.281081,-123.090971,Eastbound E Hastings St @ Princess Ave
49.281005,-123.086654,Eastbound E Hastings St @ Hawks Ave
49.280957,-123.084231,Eastbound E Hastings St @ Campbell Ave
49.280904,-123.08086,Eastbound E Hastings St @ Glen Dr
49.281195,-123.076457,Eastbound E Hastings St @ Clark Dr
49.28111,-123.069698,Eastbound E Hastings St @ Commercial Dr
49.28108,-123.064979,Eastbound E Hastings St @ Victoria Dr
49.281063,-123.061265,Eastbound E Hastings St @ Lakewood Dr
49.281098,-123.059289,Eastbound E Hastings St @ Templeton Dr
49.281059,-123.055828,Eastbound E Hastings St @ Nanaimo St
49.281035,-123.054098,Eastbound E Hastings St @ Kamloops St
49.281041,-123.048668,Eastbound E Hastings St @ Slocan St
49.281035,-123.046243,Eastbound E Hastings St @ Kaslo St
49.281012,-123.043299,Eastbound E Hastings St @ Renfrew St
49.281041,-123.038301,Eastbound E Hastings St @ Lillooet St
49.281027,-123.035464,Eastbound E Hastings St @ Windermere St
49.281014,-123.029969,Eastbound E Hastings St @ Cassiar St
49.281385,-123.026363,Kootenay Loop @ Bay 5
49.281215,-123.028984,Westbound E Hastings St @ Skeena St
49.281267,-123.032823,Westbound E Hastings St @ Cassiar St
49.281219,-123.036936,Westbound E Hastings St @ Windermere St
49.281229,-123.044631,Westbound E Hastings St @ Renfrew St
49.281226,-123.047423,Westbound E Hastings St @ Kaslo St
49.281228,-123.052402,Westbound E Hastings St @ Penticton St
49.261929,-123.069913,Commercial-Broadway Station @ Bay 2
49.253864,-123.067594,Southbound Victoria Diversion @ Commercial St
49.252727,-123.066107,Southbound Victoria Dr @ Victoria Diversion
49.249893,-123.065127,Southbound Victoria Dr @ E 22 Ave
49.247318,-123.065204,Southbound Victoria Dr @ E 26 Ave
49.292217,-123.133397,Eastbound W Georgia St @ Denman St
49.288694,-123.127919,Eastbound W Georgia St @ Broughton St
49.286717,-123.124885,Eastbound W Georgia St @ Bute St
49.28264,-123.118529,Eastbound W Georgia St @ Granville St
49.285242,-123.113584,Westbound W Hastings St @ Granville St
49.233099,-123.116479,Oakridge-41st Ave Station @ Bay 1
49.229514,-123.116588,Southbound Cambie St @ W 45 Ave
49.225846,-123.116731,Langara-49th Station @ Bay 4
49.221502,-123.116906,Southbound Cambie St @ W 54 Ave
49.218787,-123.117011,Southbound Cambie St @ W 57 Ave
49.216483,-123.117102,Southbound Cambie St @ W 59 Ave
49.213825,-123.117204,Southbound Cambie St @ W 62 Ave
49.212634,-123.116832,Northbound Cambie St @ W 64 Ave
49.215412,-123.116683,Northbound Cambie St @ W 61 Ave
49.217289,-123.116608,Northbound Cambie St @ W 59 Ave
49.219328,-123.116528,Northbound Cambie St @ W 57 Ave
49.22204,-123.116425,Northbound Cambie St @ W 54 Ave
49.226473,-123.116241,Langara-49th Station @ Bay 1
49.232875,-123.115999,Northbound Cambie St @ W 42 Ave
49.276811,-123.124629,Northbound Seymour St @ Davie St
49.278835,-123.121579,Northbound Seymour St @ Nelson St
49.230342,-123.139857,Southbound Granville St @ W 45 Ave
49.213261,-123.144003,Westbound W 64 Ave @ Adera St
49.21358,-123.148376,Northbound Angus Dr @ W 64 Ave
49.215648,-123.148305,Northbound Angus Dr @ W 61 Ave
49.217447,-123.14921,Northbound West Blvd @ W 60 Ave
49.219817,-123.150612,Northbound West Blvd @ W 57 Ave
49.221951,-123.151884,Northbound West Blvd @ W 54 Ave
49.224765,-123.15354,Northbound West Blvd @ W 51 Ave
49.225393,-123.155125,Northbound Arbutus St @ W 51 Ave
49.227498,-123.155196,Northbound West Blvd @ W 49 Ave
49.230145,-123.155632,Northbound West Blvd @ W 46 Ave
49.231163,-123.155603,Northbound West Blvd @ W 45 Ave
49.232961,-123.155537,Northbound West Blvd @ W 43 Ave
49.2349,-123.155429,Northbound West Blvd @ W 41 Ave
49.236779,-123.155392,Northbound West Blvd @ W 39 Ave
49.238609,-123.155335,Northbound West Blvd @ W 37 Ave
49.241393,-123.153894,Northbound Arbutus St @ Quilchena Cres
49.242436,-123.153359,Northbound Arbutus St @ W 33 Ave
49.245478,-123.153186,Northbound Arbutus St @ Valley Dr
49.247961,-123.153085,Northbound Arbutus St @ Nanton Ave
49.251937,-123.152909,Northbound Arbutus St @ W King Edward Ave
49.254791,-123.15286,Northbound Arbutus St @ W 20 Ave
49.258543,-123.152972,Northbound Arbutus St @ W 15 Ave
49.280776,-123.044219,Southbound Renfrew St @ E Hastings St
49.277967,-123.044227,Southbound Renfrew St @ E Georgia St
49.276141,-123.044245,Southbound Renfrew St @ Venables St
49.273888,-123.044287,Southbound Renfrew St @ William St
49.271997,-123.04431,Southbound Renfrew St @ Kitchener St
49.269159,-123.044397,Southbound Renfrew St @ E 1st Ave
49.266425,-123.044405,Southbound Renfrew St @ E 4th Ave
49.265468,-123.044419,Southbound Renfrew St @ E 5th Ave
49.262644,-123.044459,Southbound Renfrew St @ E 8th Ave
49.261461,-123.04446,Southbound Renfrew St @ E Broadway
49.257863,-123.044471,Southbound Renfrew St @ Grandview Hwy
49.255993,-123.044447,Southbound Renfrew St @ E 15 Ave
49.254177,-123.044433,Southbound Renfrew St @ E 17 Ave
49.252041,-123.044456,Southbound Renfrew St @ E 20 Ave
49.250326,-123.044011,Southbound Boyd Diversion @ E 22 Ave
49.247621,-123.041717,Southbound Nootka St @ E 25 Ave
49.245935,-123.041725,Southbound Nootka St @ E 27 Ave
49.244625,-123.042759,Westbound E 29 Ave @ Nootka St
49.244134,-123.044757,29th Avenue Station @ Bay 3
49.244188,-123.042637,Southbound Earles St @ E 29 Ave
49.242853,-123.043935,Southbound Earles St @ Vanness Ave
49.240939,-123.045765,Southbound Earles St @ Euclid Ave
49.239532,-123.047123,Southbound Earles St @ Horley St
49.238002,-123.048391,Northbound Earles St @ Kingsway
49.237873,-123.049127,Westbound Kingsway @ Earles St
49.235635,-123.05558,Southbound Clarendon St @ E 38 Ave
49.233499,-123.055616,Southbound Clarendon St @ E 40 Ave
49.232902,-123.055955,Westbound E 41 Ave @ Clarendon St
49.232926,-123.059252,Westbound E 41 Ave @ Nanaimo St
49.232961,-123.062675,Westbound E 41 Ave @ Gladstone St
49.232565,-123.065972,Eastbound E 41 Ave @ Victoria Dr
49.238656,-123.051416,Eastbound Kingsway @ Wales St
49.23999,-123.046457,Northbound Earles St @ Horley St
49.241376,-123.045131,Northbound Earles St @ Euclid Ave
49.243327,-123.043266,Northbound Earles St @ Kings Ave
49.247362,-123.041531,Northbound Nootka St @ E 26 Ave
49.249584,-123.042078,Northbound Boyd Diversion @ Nootka St
49.250252,-123.043622,Northbound Boyd Diversion @ E 22 Ave
49.251833,-123.044204,Northbound Renfrew St @ E 21 Ave
49.254646,-123.044228,Northbound Renfrew St @ E 17 Ave
49.255753,-123.044185,Northbound Renfrew St @ E 16 Ave
49.257532,-123.044132,Northbound Renfrew St @ Grandview Hwy
49.259529,-123.0441,Renfrew Station @ Bay 3
49.262253,-123.044105,Northbound Renfrew St @ E Broadway
49.264174,-123.04414,Northbound Renfrew St @ E 7th Ave
49.266066,-123.044136,Northbound Renfrew St @ E 5th Ave
49.26794,-123.044107,Northbound Renfrew St @ E 3rd Ave
49.269832,-123.044037,Northbound Renfrew St @ E 1st Ave
49.271682,-123.044039,Northbound Renfrew St @ Grant St
49.273636,-123.044011,Northbound Renfrew St @ Charles St
49.276287,-123.043972,Northbound Renfrew St @ Venables St
49.278605,-123.043931,Northbound Renfrew St @ E Georgia St
49.280484,-123.043939,Northbound Renfrew St @ E Pender St
49.260673,-123.153185,Southbound Arbutus St @ W 12 Ave
49.258823,-123.153203,Southbound Arbutus St @ W 14 Ave
49.256894,-123.153045,Southbound Arbutus St @ W 16 Ave
49.255057,-123.153065,Southbound Arbutus St @ W 19 Ave
49.253174,-123.153131,Southbound Arbutus St @ W 21 Ave
49.251137,-123.153214,Southbound Arbutus St @ W King Edward Ave
49.244919,-123.153466,Southbound Arbutus St @ Valley Dr
49.242695,-123.15359,Southbound Arbutus St @ W 32 Ave
49.239992,-123.155467,Southbound Arbutus St @ W 35 Ave
49.23803,-123.155552,Southbound West Blvd @ W 37 Ave
49.236097,-123.155609,Southbound West Blvd @ W 39 Ave
49.234303,-123.155677,Southbound West Blvd @ W 41 Ave
49.232443,-123.155746,Southbound West Blvd @ W 43 Ave
49.226773,-123.155273,Southbound Arbutus St @ W 49 Ave
49.224918,-123.154675,Eastbound W 51 Ave @ Arbutus St
49.222481,-123.1524,Southbound West Blvd @ W 53 Ave
49.219164,-123.150433,Southbound West Blvd @ W 57 Ave
49.216794,-123.149023,Southbound West Blvd @ W 60 Ave
49.2139,-123.148557,Southbound Angus Dr @ W 63 Ave
49.213182,-123.146293,Eastbound W 64 Ave @ East Blvd
49.213522,-123.143433,Northbound Adera St @ W 64 Ave
49.20325,-123.132871,Marpole Loop @ Bay 2
49.232713,-123.06505,Eastbound E 41 Ave @ Victoria Dr
49.232817,-123.06167,Eastbound E 41 Ave @ Gladstone St
49.232788,-123.058373,Eastbound E 41 Ave @ Nanaimo St
49.232754,-123.054813,Eastbound E 41 Ave @ Clarendon St
49.232722,-123.051214,Eastbound E 41 Ave @ Wales St
49.232715,-123.04831,Eastbound E 41 Ave @ Earles St
49.232892,-123.045427,Eastbound E 41 Ave @ Killarney St
49.23288,-123.042556,Eastbound E 41 Ave @ Rupert St
49.232892,-123.039828,Eastbound E 41 Ave @ Kerr St
49.233197,-123.036985,Eastbound E 41 Ave @ School Ave
49.279267,-123.102946,Westbound Keefer St @ Columbia St
49.262551,-123.099412,Eastbound Kingsway @ E Broadway
49.260192,-123.097102,Eastbound Kingsway @ E 12 Ave
49.258948,-123.095429,Eastbound Kingsway @ E 13 Ave
49.257418,-123.092371,Eastbound Kingsway @ Carolina St
49.256214,-123.089018,Eastbound Kingsway @ Fraser St
49.254367,-123.085052,Eastbound Kingsway @ St. Catherines St
49.252628,-123.081356,Eastbound Kingsway @ Glen Dr
49.250834,-123.077633,Eastbound Kingsway @ Clark Dr
49.249736,-123.075484,Eastbound Kingsway @ Knight St
49.24866,-123.072988,Eastbound Kingsway @ Dumfries St
49.247719,-123.070924,Eastbound Kingsway @ Perry St
49.246687,-123.06866,Eastbound Kingsway @ Miller St
49.23728,-123.048397,Eastbound Kingsway @ Earles St
49.236159,-123.045333,Eastbound Kingsway @ Killarney St
49.235786,-123.041963,Eastbound Kingsway @ Rupert St
49.234792,-123.037515,Eastbound Kingsway @ McKinnon St
49.233834,-123.03553,Eastbound Kingsway @ Joyce St
49.232943,-123.033767,Eastbound Kingsway @ Wessex St
49.231987,-123.031656,Eastbound Kingsway @ Tyne St
49.231961,-123.028846,Eastbound Kingsway @ Melbourne St
49.232088,-123.026055,Eastbound Kingsway @ Lincoln St
49.232257,-123.022286,Eastbound Kingsway @ Boundary Rd
49.232578,-123.018383,Eastbound Kingsway @ Smith Ave
49.232758,-123.015229,Eastbound Kingsway @ Inman Ave
49.232443,-123.012252,Eastbound Kingsway @ Patterson Ave
49.231667,-123.00953,Eastbound Kingsway @ Olive Ave
49.230995,-123.007485,Eastbound Kingsway @ Wilson Ave
49.229565,-123.005715,Southbound Willingdon Ave @ Kemp St
49.227271,-123.006974,Eastbound Central Blvd @ Willingdon Ave
49.226085,-123.002888,Metrotown Station @ Bay 2
49.228005,-123.007012,Northbound Willingdon Ave @ Central Blvd
49.230542,-123.00553,Westbound Kingsway @ Willingdon Ave
49.231423,-123.008159,Westbound Kingsway @ Wilson Ave
49.232216,-123.010599,Westbound Kingsway @ Barker Ave
49.232908,-123.016178,Westbound Kingsway @ Inman Ave
49.23266,-123.019689,Westbound Kingsway @ Smith Ave
49.232527,-123.022197,Westbound Kingsway @ Boundary Rd
49.232402,-123.024096,Westbound Kingsway @ Boundary Rd
49.232284,-123.026273,Westbound Kingsway @ Lincoln St
49.232118,-123.029643,Westbound Kingsway @ Melbourne St
49.233186,-123.033761,Westbound Kingsway @ Wessex St
49.234462,-123.036193,Westbound Kingsway @ Joyce St
49.233838,-123.036343,Southbound Joyce St @ Kingsway
49.233084,-123.03794,Westbound E 41 Ave @ School Ave
49.233031,-123.040741,Westbound E 41 Ave @ Kerr St
49.233057,-123.043713,Westbound E 41 Ave @ Rupert St
49.23303,-123.046378,Westbound E 41 Ave @ Killarney St
49.232858,-123.049155,Westbound E 41 Ave @ Earles St
49.235237,-123.038053,Westbound Kingsway @ McKinnon St
49.235933,-123.041047,Westbound Kingsway @ Spencer St
49.236114,-123.04296,Westbound Kingsway @ Rupert St
49.236931,-123.046942,Westbound Kingsway @ Fairmont St
49.245543,-123.065671,Westbound Kingsway @ Victoria Dr
49.247137,-123.06911,Westbound Kingsway @ Miller St
49.25051,-123.076585,Westbound Kingsway @ Knight St
49.252366,-123.080257,Westbound Kingsway @ Inverness St
49.254147,-123.084079,Westbound Kingsway @ Windsor St
49.257027,-123.090227,Westbound Kingsway @ Fraser St
49.25817,-123.093585,Westbound Kingsway @ St. George St
49.260171,-123.096663,Westbound Kingsway @ E 12 Ave
49.210673,-123.065781,Westbound Harrison Dr @ Victoria Dr
49.212765,-123.065964,Northbound Victoria Dr @ Fraserview Dr
49.214832,-123.065913,Northbound Victoria Dr @ E 61 Ave
49.21691,-123.065874,Northbound Victoria Dr @ Brigadoon Ave
49.218398,-123.065832,Northbound Victoria Dr @ Upland Dr
49.220662,-123.065738,Northbound Victoria Dr @ E 54 Ave
49.223425,-123.065653,Northbound Victoria Dr @ E 51 Ave
49.225458,-123.065603,Northbound Victoria Dr @ E 49 Ave
49.227465,-123.065556,Northbound Victoria Dr @ Waverley Ave
49.229847,-123.065483,Northbound Victoria Dr @ E 45 Ave
49.231503,-123.065432,Northbound Victoria Dr @ E 43 Ave
49.247959,-123.064952,Northbound Victoria Dr @ E 26 Ave
49.250596,-123.064898,Northbound Victoria Dr @ E 22 Ave
49.253274,-123.066572,Northbound Victoria Diversion @ Victoria Dr
49.254682,-123.068394,Northbound Commercial Dr @ Findlay St
49.258015,-123.069745,Northbound Commercial Dr @ E 14 Ave
49.259948,-123.069673,Northbound Commercial Dr @ E 12 Ave
49.268043,-123.06953,Northbound Commercial Dr @ E 3rd Ave
49.269918,-123.069518,Northbound Commercial Dr @ E 1st Ave
49.271608,-123.069481,Northbound Commercial Dr @ Grant St
49.273323,-123.06943,Northbound Commercial Dr @ Charles St
49.275134,-123.069418,Northbound Commercial Dr @ Napier St
49.277014,-123.069433,Northbound Commercial Diversion @ Venables St
49.278704,-123.070346,Northbound Commercial Dr @ E Georgia St
49.280571,-123.070272,Northbound Commercial Dr @ E Pender St
49.280806,-123.070549,Southbound Commercial Dr @ E Hastings St
49.279104,-123.070545,Southbound Commercial Dr @ Frances St
49.277328,-123.069881,Southbound Commercial Diversion @ Adanac St
49.275512,-123.06961,Southbound Commercial Dr @ Parker St
49.273685,-123.069647,Southbound Commercial Dr @ William St
49.271878,-123.069692,Southbound Commercial Dr @ Kitchener St
49.270207,-123.069755,Southbound Commercial Dr @ Graveley St
49.268438,-123.069776,Southbound Commercial Dr @ E 2nd Ave
49.266576,-123.069808,Southbound Commercial Dr @ E 4th Ave
49.264806,-123.069842,Southbound Commercial Dr @ E 6th Ave
49.232253,-123.065682,Southbound Victoria Dr @ E 41 Ave
49.230264,-123.065727,Southbound Victoria Dr @ E 43 Ave
49.226693,-123.065819,Southbound Victoria Dr @ Waverley Ave
49.224857,-123.065873,Southbound Victoria Dr @ E 49 Ave
49.223127,-123.065922,Southbound Victoria Dr @ E 51 Ave
49.221481,-123.065964,Southbound Victoria Dr @ E 53 Ave
49.219611,-123.065976,Southbound Victoria Dr @ Argyle Dr
49.217768,-123.066039,Southbound Victoria Dr @ Upland Dr
49.215036,-123.066092,Southbound Victoria Dr @ Newport Ave
49.213015,-123.066138,Southbound Victoria Dr @ Thornhill Dr
49.21118,-123.066167,Southbound Victoria Dr @ E 64 Ave
49.237919,-123.170182,Northbound Mackenzie St @ W 38 Ave
49.241595,-123.170144,Northbound Mackenzie St @ W 34 Ave
49.245547,-123.17011,Northbound Mackenzie St @ W 30 Ave
49.249571,-123.1717,Northbound Quesnel Dr @ W King Edward Ave
49.248517,-123.167771,Northbound Macdonald St @ W King Edward Ave
49.249455,-123.167732,Northbound Macdonald St @ Oliver Cres
49.253089,-123.167687,Northbound Macdonald St @ W 22 Ave
49.280323,-123.099245,Eastbound E Pender St @ Main St
49.279105,-123.097251,Southbound Gore Ave @ Keefer St
49.27736,-123.09702,Southbound Gore Ave @ Union St
49.272477,-123.098889,Eastbound Terminal Ave @ Western St
49.271619,-123.093947,Eastbound Terminal Ave @ Thornton St
49.270461,-123.087037,Eastbound Terminal Ave @ Begg St
49.276624,-123.095194,Eastbound Prior St @ Dunlevy Ave
49.276551,-123.091207,Eastbound Prior St @ Princess Ave
49.276481,-123.087659,Eastbound Prior St @ Hawks Ave
49.276442,-123.084506,Eastbound Prior St @ Campbell Ave
49.276727,-123.080955,Eastbound Venables St @ Glen Dr
49.276697,-123.07825,Eastbound Venables St @ Vernon Dr
49.275523,-123.077375,Southbound Clark Dr @ Parker St
