stop_no,stop_name,line_con,Longitude,Latitude,x,y
51492,Eastbound W 16 Ave @ Highbury St,025; 033,-123.187544,49.257833,-13713174.67015398,6318724.037848399
51493,Eastbound W King Edward Ave @ Dunbar St,025,-123.184491,49.249918,-13712834.811748588,6317374.13393273
51495,Eastbound W King Edward Ave @ Blenheim St,025,-123.178128,49.249892,-13712126.48582867,6317369.699987193
51497,Eastbound W King Edward Ave @ Quesnel Dr,025,-123.172403,49.250075,-13711489.18174388,6317400.908191942
51498,Eastbound W King Edward Ave @ Puget Dr,025,-123.167306,49.247954,-13710921.786299309,6317039.207082002
51499,Eastbound W King Edward Ave @ Brakenridge St,025,-123.162016,49.248553,-13710332.90619301,6317141.354948724
51500,Eastbound W King Edward Ave @ Valley Dr,025,-123.158783,49.249818,-13709973.010279274,6317357.0803088285
51501,Eastbound W King Edward Ave @ Yew St,025,-123.155187,49.251217,-13709572.705390384,6317595.663646008
51502,Eastbound W King Edward Ave @ Arbutus St,025,-123.153365,49.251448,-13709369.881278155,6317635.058685853
51503,Eastbound W King Edward Ave @ Maple Cres,025,-123.151127,49.250503,-13709120.748257764,6317473.898324663
51504,Eastbound W King Edward Ave @ Cypress St,025,-123.148494,49.249462,-13708827.644038506,6317296.36968812
51505,Eastbound W King Edward Ave @ Marguerite St,025,-123.144254,49.249352,-13708355.649397545,6317277.610876993
51507,Eastbound W King Edward Ave @ Granville St,025,-123.138678,49.249267,-13707734.93191688,6317263.115460663
51508,Eastbound W King Edward Ave @ Hudson St,025,-123.133894,49.249192,-13707202.379472924,6317250.325408151
51510,Eastbound W King Edward Ave @ Oak St,025,-123.127001,49.24909,-13706435.054222886,6317232.930967918
51511,Eastbound W King Edward Ave @ Willow St,025,-123.121932,49.248988,-13705870.775724055,6317215.536563619
51513,King Edward Station @ Bay 3,025,-123.114707,49.248866,-13705066.492403071,6317194.731539012
51518,Eastbound E King Edward Ave @ Main St,025,-123.100559,49.248697,-13703491.54424733,6317165.911548872
51519,Eastbound E King Edward Ave @ Prince Edward St,025,-123.096185,49.248638,-13703004.6327946,6317155.850155427
51520,Eastbound E King Edward Ave @ St. George St,025,-123.093688,49.248609,-13702726.66802609,6317150.904729158
51521,Eastbound E King Edward Ave @ Fraser St,025,-123.08963,49.24856,-13702274.933532448,6317142.548670685
51522,Eastbound E King Edward Ave @ St. Catherines St,025,-123.085285,49.248521,-13701791.250344954,6317135.897936195
51523,Eastbound E King Edward Ave @ Glen Dr,025,-123.081441,49.248473,-13701363.338222343,6317127.712424036
51525,Eastbound E King Edward Ave @ Knight St,025,-123.075675,49.248429,-13700721.47003843,6317120.20904488
51526,Northbound Nanaimo St @ Kingsway,025,-123.057651,49.242099,-13698715.047536371,6316040.815306527
51527,Northbound Nanaimo St @ Brock St,025,-123.056503,49.244157,-13698587.252760945,6316391.730981275
51530,Eastbound E 22 Ave @ Slocan St,025,-123.049111,49.250567,-13697764.379084997,6317484.81279142
51532,Eastbound E 22 Ave @ Boyd Diversion,025,-123.043474,49.250553,-13697136.871115396,6317482.425250606
51533,Eastbound E 22 Ave @ Lillooet St,025,-123.038654,49.250535,-13696600.311169771,6317479.355556272
51534,Eastbound E 22 Ave @ Rupert St,025,-123.033251,49.250529,-13695998.851961017,6317478.332325076
51535,Eastbound E 22 Ave @ Cassiar St,025,-123.030547,49.250536,-13695697.844057912,6317479.526094816
51536,Eastbound E 22 Ave @ Kootenay St,025,-123.025808,49.250584,-13695170.300991042,6317487.711949028
51537,Eastbound Kincaid St @ Boundary Rd,025,-123.023043,49.24878,-13694862.502599,6317180.065732885
51538,Eastbound Kincaid St @ Smith Ave,025; 028; 129,-123.019355,49.248763,-13694451.956316954,6317177.16668121
51539,Eastbound Kincaid St @ MacDonald Ave,025; 129,-123.01485,49.248871,-13693950.46201093,6317195.584202943
51541,Eastbound Sanderson Way @ Mathissi Place,025,-123.005459,49.247462,-13692905.06067289,6316955.306923133
51542,Northbound Willingdon Ave @ Goard Way,025; 130; 222,-123.004148,49.251498,-13692759.12082046,6317643.5857750205
51543,Northbound Willingdon Ave @ Canada Way,025; 130,-123.004109,49.254192,-13692754.77936032,6318103.038108856
51545,Southbound Willingdon Ave @ Canada Way,025; 130,-123.004529,49.254039,-13692801.533546451,6318076.943819193
51546,Southbound Willingdon Ave @ Goard Way,025; 130; 222,-123.004474,49.251436,-13692795.41097446,6317633.012185737
51547,Southbound Willingdon Ave @ Sanderson Way,025; 130,-123.004458,49.247982,-13692793.629862605,6317043.981912936
51548,Westbound Sanderson Way @ Gilmore Way,025,-123.008823,49.248583,-13693279.539439918,6317146.470901183
51549,Westbound Kincaid St @ Gilmore Way,025; 129,-123.011149,49.249351,-13693538.468575502,6317277.440342538
51551,Westbound Kincaid St @ Smith Ave,025,-123.020199,49.24887,-13694545.909967182,6317195.41367015
51552,Westbound Kincaid St @ Boundary Rd,025,-123.023167,49.248883,-13694876.306215858,6317197.630596735
51553,Westbound E 22 Ave @ Boundary Rd,025,-123.024281,49.250709,-13695000.316128602,6317509.029315059
51554,Westbound E 22 Ave @ Anzio Dr,025,-123.028964,49.250701,-13695521.625303986,6317507.665002014
51555,Westbound E 22 Ave @ Rupert St,025,-123.034851,49.250678,-13696176.963146286,6317503.742603248
51556,Westbound E 22 Ave @ Windermere St,025,-123.036911,49.250669,-13696406.28129732,6317502.207752055
51558,Westbound E 22 Ave @ Renfrew St,025,-123.043612,49.250692,-13697152.233205125,6317506.130150108
51560,Nanaimo Station @ Bay 2,025,-123.055976,49.248591,-13698528.587389292,6317147.835155695
51561,Southbound Nanaimo St @ E 28 Ave,025,-123.056785,49.24547,-13698618.644857349,6316615.622141735
51562,Southbound Nanaimo St @ Brock St,025,-123.056787,49.243673,-13698618.867496328,6316309.20139263
51563,Westbound E King Edward Ave @ Kingsway,025,-123.073107,49.24854,-13700435.601586072,6317139.138036957
51564,Westbound E King Edward Ave @ Knight St,025,-123.076586,49.248608,-13700822.882094543,6317150.73419727
51565,Westbound E King Edward Ave @ Inverness St,025,-123.080402,49.248594,-13701247.67727141,6317148.346751194
51566,Westbound E King Edward Ave @ Windsor St,025,-123.084376,49.248642,-13701690.060927823,6317156.532283415
51568,Westbound E King Edward Ave @ Fraser St,025,-123.090591,49.248724,-13702381.911563102,6317170.515919373
51569,Westbound E King Edward Ave @ St. George St,025,-123.094411,49.248752,-13702807.15201793,6317175.290824775
51570,Westbound E King Edward Ave @ Prince Edward St,025,-123.097125,49.248783,-13703109.273115946,6317180.577330343
51571,Westbound E King Edward Ave @ Main St,025,-123.101632,49.248868,-13703610.99006095,6317195.072604575
51572,Westbound W King Edward Ave @ Ontario St,025,-123.105388,49.248922,-13704029.10606837,6317204.2813799875
51573,Westbound W King Edward Ave @ Columbia St,025,-123.110516,49.249023,-13704599.95241716,6317221.505227709
51574,King Edward Station @ Bay 1,025,-123.116003,49.249121,-13705210.76246314,6317238.217509676
51575,Westbound W King Edward Ave @ Heather St,025,-123.120844,49.249205,-13705749.660118071,6317252.542349195
51576,Westbound W King Edward Ave @ Laurel St,025,-123.125107,49.249302,-13706224.215107322,6317269.084158485
51577,Westbound W King Edward Ave @ Oak St,025,-123.128078,49.249375,-13706554.94531447,6317281.5331704095
51578,Westbound W King Edward Ave @ Selkirk St,025,-123.132497,49.249452,-13707046.866144285,6317294.664339929
51580,Westbound W King Edward Ave @ Granville St,025,-123.139586,49.24956,-13707836.010014515,6317313.082118696
51581,Westbound W King Edward Ave @ Marguerite St,025,-123.145097,49.249651,-13708449.49172828,6317328.600833927
51582,Westbound W King Edward Ave @ Pine Cres,025,-123.14792,49.249695,-13708763.746650787,6317336.104398809
51583,Westbound W King Edward Ave @ Maple Cres,025,-123.151677,49.251211,-13709181.9739777,6317594.640400678
51584,Westbound W King Edward Ave @ Arbutus St,025,-123.153726,49.251741,-13709410.067614334,6317685.027551366
51585,Westbound W King Edward Ave @ Yew St,025,-123.156163,49.251149,-13709681.353213398,6317584.066872863
51586,Westbound W King Edward Ave @ Valley Dr,025,-123.159848,49.249723,-13710091.56553697,6317340.87939812
51588,Westbound W King Edward Ave @ Trafalgar St,025,-123.165826,49.248213,-13710757.033452932,6317083.374371462
51589,Westbound W King Edward Ave @ Balaclava St,025,-123.176132,49.250163,-13711904.292125046,6317415.915457272
51590,Westbound W King Edward Ave @ Blenheim St,025,-123.179077,49.250183,-13712232.128025437,6317419.326203124
51592,Westbound W 16 Ave @ Alma St,025; 033,-123.18653,49.258091,-13713061.792190315,6318768.043413104
51593,Westbound W 16 Ave @ Wallace St,025; 033,-123.191535,49.258162,-13713618.946241736,6318780.153511973
51594,Westbound W 16 Ave @ Camosun St,025; 033,-123.197604,49.258254,-13714294.54423136,6318795.845496979
51595,Westbound W 16 Ave @ Discovery St,025; 033,-123.203675,49.258337,-13714970.364859968,6318810.002421598
51596,Westbound W 16 Ave @ Sasamat St,025; 033,-123.20978,49.258432,-13715649.970351258,6318826.206159715
51597,Westbound W 16 Ave @ Blanca St,025; 033,-123.21457,49.258508,-13716183.19071216,6318839.169172668
51598,Westbound W 16 Ave @ Pacific Spirit Park,025; 033,-123.222569,49.258662,-13717073.635319017,6318865.4363916945
51600,Northbound Wesbrook Mall @ 2900 Block,025; 033; 049,-123.238774,49.258778,-13718877.56766732,6318885.2221432645
51603,29th Avenue Station @ Bay 2,029,-123.045328,49.244186,-13697343.257451328,6316396.675961654
51604,Southbound Rupert St @ School Ave,026,-123.04321,49.234833,-13697107.482769826,6314801.98507745
51605,Southbound Rupert St @ E 41 Ave,026,-123.043201,49.232545,-13697106.480894407,6314411.925974368
51606,Southbound Rupert St @ E 43 Ave,026,-123.043216,49.230767,-13697108.15068677,6314108.824337906
51607,Southbound Rupert St @ E 45 Ave,026,-123.043214,49.228961,-13697107.928047791,6313800.960614755
51608,Southbound Rupert St @ Kerr St,026,-123.041563,49.227481,-13696924.13956849,6313548.677581467
51610,Southbound Kerr St @ E 49 Ave,026,-123.041185,49.224314,-13696882.060800971,6313008.851368614
51611,Southbound Kerr St @ E 52 Ave,026,-123.041297,49.221906,-13696894.528583938,6312598.422510732
51612,Southbound Kerr St @ E 54 Ave,026,-123.041405,49.219855,-13696906.551088944,6312248.857888283
51613,Southbound Kerr St @ E 56 Ave,026,-123.041467,49.218403,-13696913.452897374,6312001.393313028
51614,Southbound Kerr St @ E 59 Ave,026,-123.041587,49.216248,-13696926.811236272,6311634.129745185
51615,Eastbound Rosemont Dr @ Kerr St,026,-123.040483,49.21544,-13696803.914518436,6311496.431337585
51616,Eastbound Rosemont Dr @ 3200 Block,026,-123.036746,49.215571,-13696387.913581338,6311518.756050288
51617,Southbound Butler St @ Rosemont Dr,026,-123.034529,49.216166,-13696141.11827025,6311620.155299212
51618,Eastbound Maquinna Dr @ Stikine Place,026,-123.031682,49.215458,-13695824.191679964,6311499.498851856
51619,Southbound Champlain Cres @ Langford Ave,026,-123.02994,49.214195,-13695630.273127,6311284.264311172
51620,Southbound Champlain Cres @ Marquette Cres,026,-123.029816,49.212376,-13695616.46951014,6310974.288519677
51621,Northbound Matheson Cres @ Champlain Cres,026; 031,-123.026965,49.21096,-13695299.09764189,6310732.995853756
51622,Northbound Matheson Cres @ Limewood Place,026; 031,-123.025326,49.211972,-13695116.64499648,6310905.444427298
51623,Northbound Matheson Cres @ Raintree Court,026; 031,-123.025462,49.21425,-13695131.784447229,6311293.637038875
51624,Northbound Matheson Cres @ Rumble Ave,026; 031,-123.025453,49.215154,-13695130.78257181,6311447.692094065
51625,Northbound Matheson Cres @ Borham Cres,026; 031,-123.025012,49.21648,-13695081.69067637,6311673.667327665
51626,Eastbound Arbor Ave @ Matheson Cres,026; 031,-123.024627,49.217418,-13695038.832672415,6311833.523755721
51627,Northbound Boundary Rd @ Arbor Ave,026; 031,-123.023539,49.217909,-13694917.717066431,6311917.202477272
51628,Northbound Boundary Rd @ Hurst Ave,026; 031,-123.023547,49.220212,-13694918.607622355,6312309.702564736
51629,Westbound E 49 Ave @ Boundary Rd,026; 049,-123.024529,49.222065,-13695027.923362317,6312625.522470629
51630,Westbound E 49 Ave @ Arlington St,049,-123.028307,49.223442,-13695448.488398535,6312860.221997223
51631,Northbound Tyne St @ E 49 Ave,026,-123.032151,49.225083,-13695876.400521144,6313139.926924184
51632,Northbound Tyne St @ E 47 Ave,026,-123.032071,49.226688,-13695867.49496188,6313413.504714179
51633,Northbound Tyne St @ E 45 Ave,026,-123.031961,49.228978,-13695855.249817893,6313803.85850431
51634,Northbound Joyce St @ E 45 Ave,026,-123.037333,49.229581,-13696453.258122431,6313906.648996421
51635,Northbound Joyce St @ Marmion Ave,026,-123.03734,49.231836,-13696454.037358869,6314291.0590534555
51636,Northbound Joyce St @ Kingsway,R4,-123.03552,49.234391,-13696251.435885629,6314726.6313427305
51638,Northbound Joyce St @ Euclid Ave,026; 027; 041,-123.033326,49.236629,-13696007.200922826,6315108.180492611
51640,Southbound Joyce St @ Euclid Ave,026; 027; 041,-123.033907,49.236266,-13696071.877546975,6315046.2926596375
51641,Southbound Joyce St @ Cherry St,026; 027; 041,-123.034898,49.235265,-13696182.195162354,6314875.634628105
51642,Southbound Joyce St @ E 41 Ave,026,-123.037497,49.232718,-13696471.514518926,6314441.418448251
51644,Eastbound E 45 Ave @ Doman St,026,-123.036047,49.229218,-13696310.101257274,6313844.769992667
51645,Southbound Tyne St @ E 46 Ave,026,-123.032177,49.228174,-13695879.294827906,6313666.806466357
51646,Southbound Tyne St @ E 47 Ave,026,-123.032301,49.226166,-13695893.098444762,6313324.527037279
51647,Eastbound E 49 Ave @ Tyne St,049; 430,-123.03149,49.22453,-13695802.818337733,6313045.668223723
51648,Eastbound E 49 Ave @ Arlington St,026; 049,-123.027926,49.223027,-13695406.075672545,6312789.487609719
51649,Southbound Frontenac St @ Hennepin Ave,026,-123.026506,49.221872,-13695248.001995616,6312592.62756207
51650,Southbound Frontenac St @ Hurst Ave,026,-123.026594,49.220252,-13695257.798110804,6312316.5199228125
51651,Eastbound Hurst Ave @ Boundary Rd,026,-123.024161,49.22009,-13694986.957789704,6312288.909656679
51652,Westbound Arbor Ave @ Boundary Rd,026; 031,-123.024331,49.217523,-13695005.88210314,6311851.418320799
51653,Southbound Matheson Cres @ Borham Cres,026; 031,-123.025247,49.216164,-13695107.850756705,6311619.814459356
51654,Southbound Matheson Cres @ Chickadee Place,026; 031,-123.025161,49.212728,-13695098.2772805,6311034.271949917
51655,Southbound Matheson Cres @ Raintree Court,026; 031,-123.025642,49.214374,-13695151.821955573,6311314.768317775
51656,Westbound Champlain Cres @ Matheson Cres,026,-123.027827,49.210765,-13695395.055042954,6310699.76753228
51658,Northbound Champlain Cres @ Langford Ave,026,-123.029741,49.214103,-13695608.120548332,6311268.586317235
51659,Westbound Maquinna Dr @ Stikine Place,026,-123.031944,49.215603,-13695853.35738655,6311524.209424215
51660,Westbound Rosemont Dr @ Butler St,026,-123.035466,49.216141,-13696245.424633125,6311615.894802002
51661,Westbound Rosemont Dr @ 3200 Block,026,-123.037361,49.215611,-13696456.375068177,6311525.572768249
51662,Westbound Rosemont Dr @ Kerr St,026,-123.041111,49.215575,-13696873.823158652,6311519.437721835
51663,Northbound Kerr St @ E 58 Ave,026,-123.041311,49.217555,-13696896.08705681,6311856.871910093
51665,Northbound Kerr St @ E 51 Ave,026,-123.041021,49.223331,-13696863.80440448,6312841.302620923
51666,Northbound Kerr St @ E 49 Ave,026,-123.040907,49.22509,-13696851.11398253,6313141.120079054
51667,Northbound Rupert St @ Kerr St,026,-123.041348,49.227532,-13696900.205877967,6313557.370992703
51668,Northbound Rupert St @ E 45 Ave,026,-123.043009,49.229625,-13697085.107552176,6313914.149512617
51669,Northbound Rupert St @ E 43 Ave,026,-123.042993,49.231367,-13697083.326440323,6314211.107135205
51670,Northbound Rupert St @ E 41 Ave,026,-123.042996,49.233276,-13697083.660398796,6314536.545166116
51671,Joyce Station @ Bay 2,028,-123.032702,49.238709,-13695937.73756057,6315462.808250665
51672,Westbound Wellington Ave @ Joyce St,027,-123.030526,49.240302,-13695695.506348604,6315734.415474304
51673,Westbound Wellington Ave @ McHardy St,027,-123.033186,49.241397,-13695991.616194116,6315921.118552579
51674,Northbound Rupert St @ Wellington Ave,027,-123.035635,49.242748,-13696264.237627069,6316151.476639765
51675,Northbound Rupert St @ E 29 Ave,027,-123.033756,49.244846,-13696055.068303866,6316509.217679561
51676,Northbound Rupert St @ E 27 Ave,027,-123.033689,49.246536,-13696047.609897982,6316797.39954207
51677,Northbound Rupert St @ E 25 Ave,027,-123.033674,49.248137,-13696045.940105624,6317070.414061732
51678,Northbound Rupert St @ E 22 Ave,027,-123.033666,49.250951,-13696045.049549695,6317550.29988909
51679,Northbound Rupert St @ Seaforth Dr,027,-123.033663,49.253435,-13696044.715591224,6317973.931857728
51680,Northbound Rupert St @ E 17 Ave,027,-123.033652,49.255039,-13696043.491076823,6318247.496195275
51681,Northbound Rupert St @ Worthington Dr,027,-123.033644,49.25681,-13696042.600520896,6318549.55293173
51682,Northbound Rupert St @ Grandview Hwy,027,-123.033603,49.258529,-13696038.036421776,6318842.751061348
51683,Northbound Rupert St @ E Broadway,027,-123.033587,49.262245,-13696036.25530992,6319476.598788637
51684,Northbound Rupert St @ E 7th Ave,027,-123.033609,49.264088,-13696038.70433872,6319790.981770063
51685,Northbound Rupert St @ E 5th Ave,027,-123.033605,49.265981,-13696038.259060755,6320113.906085581
51686,Northbound Rupert St @ E 3rd Ave,027,-123.033576,49.267805,-13696035.030795524,6320425.071504393
51687,Northbound Rupert St @ Graveley St,027,-123.033606,49.270822,-13696038.370380249,6320939.7821001485
51688,Northbound Rupert St @ Kitchener St,027,-123.033591,49.272547,-13696036.700587887,6321234.087188098
51689,Northbound Rupert St @ William St,027,-123.03354,49.274384,-13696031.023293857,6321547.512095965
51690,Northbound Rupert St @ Parker St,027,-123.03352,49.27613,-13696028.79690404,6321845.421603153
51691,Eastbound Adanac St @ Rupert St,027,-123.03308,49.277386,-13695979.81632809,6322059.731871113
51692,Eastbound Adanac St @ Skeena St,027,-123.029097,49.277384,-13695536.43079626,6322059.390608386
51693,Eastbound Adanac St @ Kootenay St,027,-123.024867,49.277369,-13695065.549350208,6322056.831138377
51694,Northbound Boundary Rd @ Georgia St,027; 028,-123.023311,49.278725,-13694892.336222531,6322288.210372703
51695,Kootenay Loop @ Bay 3,027,-123.026254,49.281408,-13695219.949483937,6322746.039212329
51696,Southbound Boundary Rd @ E Pender St,027; 028,-123.023768,49.279904,-13694943.209229823,6322489.392620631
51697,Southbound Boundary Rd @ E Georgia St,027; 028,-123.023773,49.277916,-13694943.76582728,6322150.166981419
51698,Westbound Adanac St @ Skeena St,027,-123.028787,49.277492,-13695501.921754114,6322077.818815428
51699,Southbound Rupert St @ Adanac St,027,-123.033686,49.277105,-13696047.275939511,6322011.784593628
51700,Southbound Rupert St @ Parker St,027,-123.033703,49.275459,-13696049.168370856,6321730.931650329
51701,Southbound Rupert St @ Charles St,027,-123.033718,49.272956,-13696050.838163216,6321303.868860305
51702,Southbound Rupert St @ Grant St,027,-123.033737,49.27109,-13696052.953233542,6320985.505345842
51703,Southbound Rupert St @ E 1st Ave,027,-123.033883,49.269052,-13696069.205879198,6320637.810184978
51704,Southbound Rupert St @ E 3rd Ave,027,-123.033871,49.267232,-13696067.870045308,6320327.319286548
51705,Southbound Rupert St @ E 5th Ave,027,-123.03388,49.265956,-13696068.871920723,6320109.641288588
51706,Southbound Rupert St @ E 7th Ave,027,-123.033894,49.263542,-13696070.430393595,6319697.842668752
51707,Southbound Rupert St @ E Broadway,027,-123.03393,49.262185,-13696074.437895264,6319466.3640544135
51710,Southbound Rupert St @ Grandview Hwy,027,-123.033953,49.257755,-13696076.998243552,6318710.733885746
51711,Southbound Rupert St @ E 16 Ave,027,-123.03393,49.255276,-13696074.437895264,6318287.917614894
51712,Southbound Rupert St @ E 18 Ave,027,-123.033945,49.253698,-13696076.107687628,6318018.786248933
51713,Southbound Rupert St @ E 20 Ave,027,-123.033936,49.252011,-13696075.105812209,6317731.0742087765
51714,Southbound Rupert St @ E 22 Ave,027,-123.033942,49.25033,-13696075.773729151,6317444.395227532
51715,Southbound Rupert St @ E 24 Ave,027,-123.033956,49.248502,-13696077.332202025,6317132.657836683
51716,Southbound Rupert St @ E 26 Ave,027,-123.033962,49.246798,-13696078.000118967,6316842.077139964
51717,Southbound Rupert St @ E 28 Ave,027,-123.033981,49.245072,-13696080.115189295,6316547.755037789
51718,Southbound Rupert St @ Price St,027,-123.034741,49.243917,-13696164.7180023,6316350.807117203
51719,Eastbound Wellington Ave @ Rupert St,027,-123.035603,49.242237,-13696260.675403362,6316064.345637769
51720,Eastbound Wellington Ave @ McHardy St,027,-123.032729,49.241059,-13695940.743186822,6315863.487389003
51721,Southbound Joyce St @ Wellington Ave,027,-123.030473,49.2398,-13695689.606415592,6315648.823300876
51722,Joyce Station @ Bay 1 Unload Only,026; 027; 028; 041; R4,-123.032425,49.238592,-13695906.90206162,6315442.86004286
51723,Eastbound Vanness Ave @ Melbourne St,028,-123.027853,49.236321,-13695397.949349713,6315055.669574788
51724,Northbound Boundary Rd @ Vanness Ave,028,-123.023292,49.235076,-13694890.221152203,6314843.412870434
51725,Eastbound Burke St @ Boundary Rd,028,-123.022912,49.236949,-13694847.919745706,6315162.737637182
51726,Northbound Smith Ave @ Burke St,028,-123.019798,49.237291,-13694501.270851374,6315221.045976187
51727,Northbound Smith Ave @ Brandon St,028,-123.019776,49.23903,-13694498.821822574,6315517.53819168
51728,Northbound Smith Ave @ Price St,028,-123.019753,49.240426,-13694496.261474287,6315755.55789815
51729,Northbound Smith Ave @ Moscrop St,028; 129,-123.01973,49.243373,-13694493.701126002,6316258.0470950045
51730,Northbound Smith Ave @ Fir St,028; 129,-123.019724,49.24545,-13694493.033209056,6316612.211721446
51731,Northbound Smith Ave @ Spruce St,028; 129,-123.019726,49.247336,-13694493.25584804,6316933.820431555
51732,Northbound Ingleton Ave @ Sunset St,028,-123.017354,49.249639,-13694229.206015876,6317326.554408301
51733,Northbound Smith Ave @ Avondale St,028,-123.019698,49.25222,-13694490.138902295,6317766.717905401
51736,Northbound Boundary Rd @ Dominion St,028,-123.023409,49.256757,-13694903.245532628,6318540.513244752
51737,Northbound Boundary Rd @ Grandview Hwy,028,-123.023406,49.258575,-13694902.911574155,6318850.597108534
51740,Northbound Boundary Rd @ Lougheed Hwy,028; 099,-123.023373,49.26604,-13694899.23803096,6320123.971015048
51741,Northbound Boundary Rd @ 2nd Ave,028,-123.023347,49.268791,-13694896.3437242,6320593.28303945
51742,Northbound Boundary Rd @ 1st Ave,028,-123.023355,49.269895,-13694897.234280124,6320781.629356086
51743,Northbound Boundary Rd @ Kitchener St,028; R5,-123.02333,49.272518,-13694894.451292856,6321229.139365333
51744,Northbound Boundary Rd @ William St,028,-123.023314,49.274253,-13694892.670181004,6321525.160777001
51745,Northbound Boundary Rd @ Venables St,028,-123.023311,49.276981,-13694892.336222531,6321990.6264512865
51746,Northbound Cassiar Connector @ 100 Block,028; 130,-123.031278,49.283253,-13695779.21860568,6323060.885648771
51762,Southbound Boundary Rd @ Douglas Rd,028,-123.02375,49.27654,-13694941.205478989,6321915.378972816
51763,Southbound Boundary Rd @ Napier St,028,-123.023771,49.274644,-13694943.543188296,6321591.873668203
51764,Southbound Boundary Rd @ Kitchener St,028,-123.023795,49.271739,-13694946.214856075,6321096.231697528
51765,Southbound Boundary Rd @ E 1st Ave,028,-123.023801,49.26913,-13694946.88277302,6320651.117193722
51768,Southbound Boundary Rd @ Henning Dr,028,-123.023842,49.263322,-13694951.446872143,6319660.314384417
51769,Southbound Boundary Rd @ Regent St,028,-123.023869,49.259136,-13694954.452498397,6318946.285359443
51771,Southbound Boundary Rd @ Grandview Hwy,028,-123.023879,49.257666,-13694955.565693302,6318695.553748917
51773,Eastbound Laurel St @ Boundary Rd,028,-123.022894,49.254148,-13694845.91599487,6318095.533860406
51774,Southbound Smith Ave @ Laurel St,028,-123.019847,49.253862,-13694506.725506425,6318046.756408532
51775,Southbound Smith Ave @ Avondale St,028,-123.019844,49.25269,-13694506.39154795,6317846.87413807
51776,Southbound Smith Ave @ Nithsdale St,028,-123.019879,49.251237,-13694510.28773013,6317599.0744646825
51777,Southbound Smith Ave @ Sunset St,028,-123.019899,49.25,-13694512.514119944,6317388.117930107
51778,Southbound Ingleton Ave @ Sunset St,028,-123.017521,49.249331,-13694247.796370838,6317274.0296541685
51779,Southbound Smith Ave @ Kincaid St,028; 129,-123.019893,49.24847,-13694511.846203,6317127.200829788
51780,Southbound Smith Ave @ Spruce St,028; 129,-123.019897,49.24677,-13694512.291480964,6316837.302423531
51784,Southbound Boundary Rd @ Burke St,028,-123.023676,49.236626,-13694932.967836669,6315107.669021052
51785,Westbound Vanness Ave @ Boundary Rd,028,-123.024194,49.234733,-13694990.631332902,6314784.936662157
51786,Westbound Vanness Ave @ Melbourne St,028,-123.028401,49.236726,-13695458.952430667,6315124.718089726
51787,Joyce Station @ Bay 4,R4,-123.031047,49.237907,-13695753.503803307,6315326.070201822
51793,Southbound Matheson Cres @ Champlain Cres,031,-123.027535,49.210359,-13695362.549751643,6310630.5848834645
51794,Westbound SE Marine Dr @ Matheson Cres,031; 100,-123.031482,49.208224,-13695801.927781802,6310266.788924023
51795,Westbound SE Marine Dr @ Fieldstone Ave,031; 100,-123.03581,49.208441,-13696283.718537956,6310303.7641895665
51796,Westbound SE Marine Dr @ Kerr St,100,-123.042926,49.208162,-13697075.86803444,6310256.224592248
51797,Westbound SE Marine Dr @ Jellicoe St,100,-123.048165,49.207743,-13697659.070846708,6310184.8305038065
51798,Westbound SE Marine Dr @ Elliott St,100,-123.057208,49.207187,-13698665.733001951,6310090.093697634
51800,Westbound SE Marine Dr @ Gladstone St,100,-123.062381,49.208533,-13699241.588727824,6310319.440388001
51803,Northbound Nanaimo St @ Fraserview Dr,029,-123.059294,49.212049,-13698897.945459744,6310918.5656589335
51804,Northbound Muirfield Dr @ Scarboro Ave,029,-123.057069,49.213192,-13698650.259592729,6311113.341669644
51805,Northbound Muirfield Dr @ Bobolink Ave,029,-123.055961,49.214723,-13698526.91759693,6311374.242927622
51806,Northbound Muirfield Dr @ Lynbrook Dr,029,-123.055257,49.217274,-13698448.548675412,6311808.982699711
51807,Eastbound Ashburn St @ Elliott St,029,-123.054997,49.218226,-13698419.605607806,6311971.227673924
51808,Northbound Elliott St @ E 54 Ave,029,-123.0548,49.220497,-13698397.67566812,6312358.2763614375
51809,Northbound Elliott St @ E 52 Ave,029,-123.054709,49.222238,-13698387.545594458,6312655.008689566
51810,Northbound Elliott St @ E 49 Ave,029,-123.054616,49.225178,-13698377.192881811,6313156.119754668
51811,Northbound Elliott St @ E 46 Ave,029,-123.054556,49.228739,-13698370.513712369,6313763.117677988
51812,Northbound Elliott St @ Waverley Ave,029,-123.054592,49.227113,-13698374.521214034,6313485.948919296
51813,Northbound Clarendon St @ E 43 Ave,029,-123.055124,49.231191,-13698433.743183138,6314181.104052576
51814,Northbound Clarendon St @ E 41 Ave,029,-123.055335,49.23319,-13698457.231595697,6314521.883989021
51815,Northbound Clarendon St @ E 39 Ave,029,-123.055396,49.235129,-13698464.022084633,6314852.448588984
51816,Northbound Clarendon St @ E 37 Ave,029,-123.055365,49.237621,-13698460.571180418,6315277.30879131
51818,29th Avenue Station @ Bay 1,026; 029; 033,-123.045608,49.244269,-13697374.426908748,6316410.828852581
51819,Southbound Clarendon St @ E 41 Ave,029,-123.055437,49.232504,-13698468.586183757,6314404.93644367
51821,Southbound Elliott St @ E 45 Ave,029,-123.054924,49.229145,-13698411.47928498,6313832.326060592
