stop_no,stop_name,line_con,Longitude,Latitude,x,y
50859,Southbound Granville St @ W 57 Ave,010; N10,-123.140294,49.218967,-13707914.824214,6312097.515053107
50860,Southbound Granville St @ W 59 Ave,010; N10,-123.140361,49.217067,-13707922.282619884,6311773.705056965
50861,Southbound Granville St @ W 61 Ave,010; N10,-123.140408,49.215526,-13707927.514635948,6311511.087249178
50862,Southbound Granville St @ W 63 Ave,010; N10,-123.140485,49.213531,-13707936.086236743,6311171.110748729
50863,Southbound Granville St @ W 65 Ave,010; N10,-123.140547,49.211828,-13707942.98804517,6310880.906074928
50864,Southbound Granville St @ W 68 Ave,010; N10,-123.140672,49.209597,-13707956.902981518,6310500.741150282
50865,Southbound Granville St @ W 70 Ave,010; N10,-123.140711,49.20811,-13707961.24444166,6310247.3641951615
50866,Southbound Granville St @ SW Marine Dr,010; N10,-123.140764,49.205733,-13707967.144374676,6309842.351761715
50871,Eastbound W Broadway @ Fir St,009; N17,-123.140516,49.263525,-13707939.537140956,6319694.942749908
50873,Eastbound W Broadway @ Willow St,009; N9,-123.121293,49.26323,-13705799.642569438,6319644.620787854
50878,Eastbound E Broadway @ Ontario St,009; N9,-123.104471,49.262911,-13703927.026095312,6319590.205174206
50880,Eastbound E Broadway @ Kingsway St,009; N9,-123.099816,49.262778,-13703408.833865672,6319567.517890602
50883,Eastbound E Broadway @ St. Catherines St,009; N9,-123.084744,49.262351,-13701731.026500436,6319494.680182844
50884,Eastbound E Broadway @ Glen Dr,009; N9,-123.080869,49.262322,-13701299.66347361,6319489.733382455
50885,Eastbound E Broadway @ Clark Dr,009; N9,-123.076797,49.262269,-13700846.3705071,6319480.692685812
50886,Eastbound E Broadway @ Woodland Dr,009; N9,-123.073194,49.262258,-13700445.286381774,6319478.816316027
50888,Eastbound E Broadway @ Victoria Dr,009; N9,-123.065398,49.262171,-13699577.439631548,6319463.975951554
50889,Eastbound E Broadway @ Lakewood Dr,009; N9,-123.061609,49.262171,-13699155.650080932,6319463.975951552
50890,Eastbound E Broadway @ Garden Dr,009; N9,-123.057623,49.26213,-13698711.930590631,6319456.982225643
50891,Eastbound E Broadway @ Nanaimo St,009; 099; N9,-123.055558,49.261889,-13698482.05584214,6319415.872881033
50892,Eastbound E Broadway @ Penticton St,009; 027; 099; N9,-123.051333,49.261916,-13698011.73099354,6319420.478482272
50893,Eastbound E Broadway @ Slocan St,009; 027; N9,-123.049151,49.261917,-13697768.83186463,6319420.649060144
50894,Eastbound E Broadway @ Kaslo St,009; 027; N9,-123.046541,49.261906,-13697478.28799366,6319418.772703742
50895,Eastbound E Broadway @ Renfrew St,009; 027; 099; N9,-123.043749,49.261812,-13697167.483975364,6319402.738402462
50897,Eastbound E Broadway @ Nootka St,009; 027; N9,-123.039755,49.261793,-13696722.873929136,6319399.497430383
50898,Eastbound E Broadway @ Lillooet St,009; 027; N9,-123.037407,49.261818,-13696461.495764753,6319403.76186759
50899,Eastbound E Broadway @ Rupert St,009; 099; N9,-123.033192,49.261781,-13695992.28411106,6319397.450501292
50900,Eastbound Lougheed Hwy @ Skeena St,009; N9,-123.027828,49.263759,-13695395.166362444,6319734.859367668
50901,Lougheed Hwy @ Boundary Loop,009,-123.024843,49.265467,-13695062.877682423,6320026.22229394
50902,Westbound Lougheed Hwy @ Skeena St,009; N9,-123.028889,49.263328,-13695513.276342178,6319661.337880861
50903,Westbound E Broadway @ Cassiar St,009; N9,-123.031548,49.262053,-13695809.274868194,6319443.847682924
50904,Westbound E Broadway @ Rupert St,009; 099; N9,-123.034312,49.262009,-13696116.961940749,6319436.342239145
50905,Westbound E Broadway @ Windermere St,009; N9,-123.037125,49.261989,-13696430.10366835,6319432.930676004
50907,Westbound E Broadway @ Renfrew St,009; 099; N9,-123.044962,49.262097,-13697302.514517697,6319451.353133394
50908,Westbound E Broadway @ Slocan St,009; N9,-123.050045,49.262111,-13697868.3514894,6319453.741232677
50909,Westbound E Broadway @ Penticton St,009; 099; N9,-123.051889,49.262111,-13698073.62463042,6319453.7412326755
50910,Westbound E Broadway @ Kamloops St,009; N9,-123.055187,49.262127,-13698440.756311055,6319456.470489825
50911,Westbound E Broadway @ Lakewood Dr,009; N9,-123.062394,49.262356,-13699243.035881205,6319495.533079757
50912,Westbound E Broadway @ Semlin Dr,009; N9,-123.064374,49.262384,-13699463.448472977,6319500.309304062
50913,Commercial-Broadway Station @ Bay 5,099,-123.06875,49.262416,-13699950.582564684,6319505.767849445
50914,Westbound E Broadway @ Woodland Dr,009; N9,-123.074067,49.262447,-13700542.468297236,6319511.055818662
50915,Westbound E Broadway @ McLean Dr,009; N9,-123.07607,49.262487,-13700765.441237297,6319517.879009653
50916,Westbound E Broadway @ Clark Dr,009; 099; N9,-123.078554,49.262499,-13701041.958852423,6319519.925968026
50917,Westbound E Broadway @ Glen Dr,009; N9,-123.080761,49.262497,-13701287.640968606,6319519.584808266
50918,Westbound E Broadway @ Windsor St,009; N9,-123.083724,49.262532,-13701617.480619824,6319525.555106131
50919,Westbound E Broadway @ Prince Albert St,009; N9,-123.087643,49.262579,-13702053.741704244,6319533.572369924
50920,Westbound W Broadway @ Ontario St,009; N9,-123.105291,49.263101,-13704018.308077764,6319622.615685426
50921,Westbound W Broadway @ Columbia St,009; N9,-123.109868,49.263212,-13704527.817387126,6319641.550304994
50924,Westbound W Broadway @ Ash St,009; N9,-123.118098,49.26336,-13705443.976796355,6319666.796530667
50925,Westbound W Broadway @ Heather St,009; N9,-123.120227,49.263401,-13705680.975992251,6319673.7904309025
50926,Westbound W Broadway @ Willow St,009; N9,-123.122318,49.263433,-13705913.7450475,6319679.249088784
50927,Westbound W 10 Ave @ Fir St,009,-123.14034,49.262724,-13707919.944910577,6319558.306529746
50930,Eastbound W Hastings St @ Seymour St,014; 016; 020; N20; N35,-123.112551,49.284334,-13704826.487580922,6323245.362123318
50931,Eastbound W Hastings St @ Homer St,014; 016; 020; N20; N35,-123.110546,49.283054,-13704603.292001884,6323026.92603548
50932,Eastbound W Hastings St @ Abbott St,014; 016; 020; N20; N35,-123.10758,49.281983,-13704273.11839219,6322844.160821957
50934,Eastbound E Hastings St @ Main St,014; 016; 020; N20; N35,-123.099034,49.281225,-13703321.78202387,6322714.811183523
50935,Eastbound E Hastings St @ Gore Ave,014; 016; 020; N20; N35,-123.096763,49.281207,-13703068.975460278,6322711.739580394
50936,Eastbound E Hastings St @ Jackson Ave,014; 016; 020; N20; N35,-123.092955,49.281112,-13702645.070839338,6322695.528360222
50937,Eastbound E Hastings St @ Princess Ave,014; 016; 020; N20; N35,-123.090971,49.281081,-13702424.212969605,6322690.238389872
50938,Eastbound E Hastings St @ Hawks Ave,014; 016; 020; N20; N35,-123.086654,49.281005,-13701943.646727849,6322677.269444371
50939,Eastbound E Hastings St @ Campbell Ave,014; 016; 020; N20; N35,-123.084231,49.280957,-13701673.919601658,6322669.07854172
50940,Eastbound E Hastings St @ Glen Dr,014; 016; 020; N20; N35,-123.08086,49.280904,-13701298.661598193,6322660.034429304
50941,Eastbound E Hastings St @ Clark Dr,014; 016; 020; N20; N35,-123.076457,49.281195,-13700808.521880232,6322709.691845598
50943,Eastbound E Hastings St @ Commercial Dr,014; 016; N35,-123.069698,49.28111,-13700056.11344196,6322695.187071713
50944,Eastbound E Hastings St @ Victoria Dr,014; 016; N35,-123.064979,49.28108,-13699530.796764905,6322690.067745723
50945,Eastbound E Hastings St @ Lakewood Dr,014; 016; N35,-123.061265,49.281063,-13699117.3561761,6322687.16679571
50946,Eastbound E Hastings St @ Templeton Dr,014; 016; N35,-123.059289,49.281098,-13698897.388862291,6322693.139340944
50947,Eastbound E Hastings St @ Nanaimo St,007; 014; 016; N35; R5,-123.055828,49.281059,-13698512.112104656,6322686.4842193825
50948,Eastbound E Hastings St @ Kamloops St,014; 016; N35,-123.054098,49.281035,-13698319.529385583,6322682.388762576
50949,Eastbound E Hastings St @ Slocan St,014; 016; N35,-123.048668,49.281041,-13697715.064550577,6322683.412626589
50950,Eastbound E Hastings St @ Kaslo St,014; 016; N35,-123.046243,49.281035,-13697445.114785405,6322682.388762576
50951,Eastbound E Hastings St @ Renfrew St,014; N35; R5,-123.043299,49.281012,-13697117.390204506,6322678.463951669
50952,Eastbound E Hastings St @ Lillooet St,014; N35,-123.038301,49.281041,-13696561.015389524,6322683.412626589
50953,Eastbound E Hastings St @ Windermere St,014; N35,-123.035464,49.281027,-13696245.201994143,6322681.023610748
50954,Eastbound E Hastings St @ Cassiar St,014; 028; 130; N35,-123.029969,49.281014,-13695633.50139223,6322678.805239504
50955,Kootenay Loop @ Bay 5,014; R5,-123.026363,49.281385,-13695232.083308432,6322742.11437174
50956,Westbound E Hastings St @ Skeena St,014; 028; 130; N35,-123.028984,49.281215,-13695523.8516938,6322713.1047372
50957,Westbound E Hastings St @ Cassiar St,014; N35,-123.032823,49.281267,-13695951.207218956,6322721.978261856
50958,Westbound E Hastings St @ Windermere St,014; N35,-123.036936,49.281219,-13696409.06428459,6322713.78731569
50959,Westbound E Hastings St @ Renfrew St,N35; R5,-123.044631,49.281229,-13697265.667766243,6322715.493762152
50960,Westbound E Hastings St @ Kaslo St,014; 016; N35,-123.047423,49.281226,-13697576.471784538,6322714.981828175
50961,Westbound E Hastings St @ Penticton St,014; 016; N35,-123.052402,49.281228,-13698130.7315292,6322715.32311749
50963,Commercial-Broadway Station @ Bay 2,020; N20,-123.069913,49.261929,-13700080.047132475,6319422.6959948735
50967,Southbound Victoria Diversion @ Commercial St,020; N20,-123.067594,49.253864,-13699821.89723333,6318047.097508614
50968,Southbound Victoria Dr @ Victoria Diversion,020; N20,-123.066107,49.252727,-13699656.36515052,6317853.184341985
50970,Southbound Victoria Dr @ E 22 Ave,020; N20,-123.065127,49.249893,-13699547.272049544,6317369.870523516
50971,Southbound Victoria Dr @ E 26 Ave,020; N20,-123.065204,49.247318,-13699555.843650334,6316930.750937236
50972,Eastbound W Georgia St @ Denman St,019; 240; 241; 246; 247; 250; 253; 254; 257; N24,-123.133397,49.292217,-13707147.053686,6324590.746258064
50973,Eastbound W Georgia St @ Broughton St,240; 241; 246; 247; 250; 253; 254; N24,-123.127919,49.288694,-13706537.245515436,6323989.452602537
50974,Eastbound W Georgia St @ Bute St,240; 241; 246; 247; 250; 253; 254; N24,-123.124885,49.286717,-13706199.502180368,6323652.043789057
50976,Eastbound W Georgia St @ Granville St,240; 241; 246; 247; 250; 253; 254; 257; N15; N19; N20; N22; N24; N35; N8,-123.118529,49.28264,-13705491.955496885,6322956.276826845
50978,Westbound W Hastings St @ Granville St,R5,-123.113584,49.285242,-13704941.480614912,6323400.318661011
50981,Oakridge-41st Ave Station @ Bay 1,015; N15,-123.116479,49.233099,-13705263.750540758,6314506.3704456985
50983,Southbound Cambie St @ W 45 Ave,015; N15,-123.116588,49.229514,-13705275.884365257,6313895.227768677
50985,Langara-49th Station @ Bay 4,015; N15,-123.116731,49.225846,-13705291.803052438,6313269.981799715
50986,Southbound Cambie St @ W 54 Ave,015; N15,-123.116906,49.221502,-13705311.283963328,6312529.565143228
50987,Southbound Cambie St @ W 57 Ave,015; N15,-123.117011,49.218787,-13705322.972509865,6312066.837782844
50988,Southbound Cambie St @ W 59 Ave,015; N15,-123.117102,49.216483,-13705333.102583526,6311674.178590724
50990,Southbound Cambie St @ W 62 Ave,015; N15,-123.117204,49.213825,-13705344.457171584,6311221.211686765
50992,Northbound Cambie St @ W 64 Ave,015; N15,-123.116832,49.212634,-13705303.046321008,6311018.253605725
50994,Northbound Cambie St @ W 61 Ave,015; N15,-123.116683,49.215412,-13705286.45971688,6311491.65965094
50995,Northbound Cambie St @ W 59 Ave,015; N15,-123.116608,49.217289,-13705278.110755073,6311811.539056378
50996,Northbound Cambie St @ W 57 Ave,015; N15,-123.116528,49.219328,-13705269.205195809,6312159.040359649
50997,Northbound Cambie St @ W 54 Ave,015; N15,-123.116425,49.22204,-13705257.739288256,6312621.26146487
50999,Langara-49th Station @ Bay 1,015; N15,-123.116241,49.226473,-13705237.25650195,6313376.856706584
51003,Northbound Cambie St @ W 42 Ave,015; N15,-123.115999,49.232875,-13705210.317185178,6314468.1833838895
51004,Northbound Seymour St @ Davie St,004; 007; 010; 014; 016; 050; N10; N17; N9,-123.124629,49.276811,-13706171.004390724,6321961.619407111
51006,Northbound Seymour St @ Nelson St,004; 007; 010; 014; 016; 050; N10; N17; N9,-123.121579,49.278835,-13705831.479943806,6322306.980353561
51008,Southbound Granville St @ W 45 Ave,010; N10,-123.139857,49.230342,-13707866.177596526,6314036.374774743
51010,Westbound W 64 Ave @ Adera St,016,-123.144003,49.213261,-13708327.708205352,6311125.099945664
51011,Northbound Angus Dr @ W 64 Ave,016,-123.148376,49.21358,-13708814.508338591,6311179.460884377
51012,Northbound Angus Dr @ W 61 Ave,016,-123.148305,49.215648,-13708806.60465474,6311531.878237273
51013,Northbound West Blvd @ W 60 Ave,016,-123.14921,49.217447,-13708907.348793916,6311838.466060369
51014,Northbound West Blvd @ W 57 Ave,016,-123.150612,49.219817,-13709063.418720003,6312242.381450001
51015,Northbound West Blvd @ W 54 Ave,016,-123.151884,49.221951,-13709205.017112294,6312606.092301857
51016,Northbound West Blvd @ W 51 Ave,016,-123.15354,49.224765,-13709389.362189043,6313085.723781283
51017,Northbound Arbutus St @ W 51 Ave,016,-123.155125,49.225393,-13709565.803581951,6313192.766801778
51018,Northbound West Blvd @ W 49 Ave,016,-123.155196,49.227498,-13709573.7072658,6313551.575384214
51019,Northbound West Blvd @ W 46 Ave,016,-123.155632,49.230145,-13709622.242563786,6314002.792482752
51020,Northbound West Blvd @ W 45 Ave,016,-123.155603,49.231163,-13709619.01429855,6314176.330844741
51021,Northbound West Blvd @ W 43 Ave,016,-123.155537,49.232961,-13709611.66721216,6314482.844467498
51022,Northbound West Blvd @ W 41 Ave,016,-123.155429,49.2349,-13709599.644707153,6314813.407534998
51023,Northbound West Blvd @ W 39 Ave,016,-123.155392,49.236779,-13709595.525885994,6315133.754110119
51024,Northbound West Blvd @ W 37 Ave,016,-123.155335,49.238609,-13709589.18067502,6315445.758497473
51026,Northbound Arbutus St @ Quilchena Cres,016,-123.153894,49.241393,-13709428.76928879,6315920.436524666
51027,Northbound Arbutus St @ W 33 Ave,016,-123.153359,49.242436,-13709369.213361217,6316098.277173235
51028,Northbound Arbutus St @ Valley Dr,016,-123.153186,49.245478,-13709349.955089308,6316616.986310236
51029,Northbound Arbutus St @ Nanton Ave,016,-123.153085,49.247961,-13709338.711820738,6317040.4007894825
51030,Northbound Arbutus St @ W King Edward Ave,016,-123.152909,49.251937,-13709319.119590355,6317718.453988726
51032,Northbound Arbutus St @ W 20 Ave,016,-123.15286,49.254791,-13709313.664935308,6318205.198883817
51034,Northbound Arbutus St @ W 15 Ave,016,-123.152972,49.258543,-13709326.132718276,6318845.138987975
51037,Southbound Renfrew St @ E Hastings St,016,-123.044219,49.280776,-13697219.804136036,6322638.19208469
51038,Southbound Renfrew St @ E Georgia St,016,-123.044227,49.277967,-13697220.694691963,6322158.869279136
51039,Southbound Renfrew St @ Venables St,016,-123.044245,49.276141,-13697222.698442796,6321847.298500598
51040,Southbound Renfrew St @ William St,016,-123.044287,49.273888,-13697227.373861412,6321462.884514362
51041,Southbound Renfrew St @ Kitchener St,016,-123.04431,49.271997,-13697229.9342097,6321140.2496657185
51042,Southbound Renfrew St @ E 1st Ave,016,-123.044397,49.269159,-13697239.6190054,6320656.064676699
51043,Southbound Renfrew St @ E 4th Ave,016,-123.044405,49.266425,-13697240.509561324,6320189.649240119
51044,Southbound Renfrew St @ E 5th Ave,016,-123.044419,49.265468,-13697242.068034194,6320026.392884088
51045,Southbound Renfrew St @ E 8th Ave,016,-123.044459,49.262644,-13697246.520813828,6319544.660087754
51046,Southbound Renfrew St @ E Broadway,016,-123.04446,49.261461,-13697246.632133318,6319342.86590913
51048,Southbound Renfrew St @ Grandview Hwy,016,-123.044471,49.257863,-13697247.856647717,6318729.154762705
51049,Southbound Renfrew St @ E 15 Ave,016,-123.044447,49.255993,-13697245.184979938,6318410.206382577
51050,Southbound Renfrew St @ E 17 Ave,016,-123.044433,49.254177,-13697243.626507066,6318100.479841585
51051,Southbound Renfrew St @ E 20 Ave,016,-123.044456,49.252041,-13697246.186855352,6317736.190519589
51052,Southbound Boyd Diversion @ E 22 Ave,016,-123.044011,49.250326,-13697196.64968195,6317443.71307622
51053,Southbound Nootka St @ E 25 Ave,016,-123.041717,49.247621,-13696941.282770071,6316982.420907431
51054,Southbound Nootka St @ E 27 Ave,016,-123.041725,49.245935,-13696942.173326,6316694.914802836
51055,Westbound E 29 Ave @ Nootka St,016; 026,-123.042759,49.244625,-13697057.27767948,6316471.533088319
51056,29th Avenue Station @ Bay 3,016,-123.044757,49.244134,-13697279.694022086,6316387.80910235
51057,Southbound Earles St @ E 29 Ave,016; 026,-123.042637,49.244188,-13697043.6967016,6316397.01699489
51058,Southbound Earles St @ Vanness Ave,016; 026,-123.043935,49.242853,-13697188.189400654,6316169.380381983
51059,Southbound Earles St @ Euclid Ave,016; 026,-123.045765,49.240939,-13697391.904068803,6315843.026715744
51060,Southbound Earles St @ Horley St,026,-123.047123,49.239532,-13697543.0759373,6315603.129030642
51061,Northbound Earles St @ Kingsway,016; 026,-123.048391,49.238002,-13697684.229051627,6315342.267236317
51062,Westbound Kingsway @ Earles St,016; 019; N19,-123.049127,49.237873,-13697766.160196852,6315320.2733759945
51065,Southbound Clarendon St @ E 38 Ave,029,-123.05558,49.235635,-13698484.50487094,6314938.71461646
51066,Southbound Clarendon St @ E 40 Ave,029,-123.055616,49.233499,-13698488.512372607,6314574.562058193
51067,Westbound E 41 Ave @ Clarendon St,041; R4,-123.055955,49.232902,-13698526.249679985,6314472.786279486
51068,Westbound E 41 Ave @ Nanaimo St,041,-123.059252,49.232926,-13698893.270041132,6314476.877744346
51069,Westbound E 41 Ave @ Gladstone St,041,-123.062675,49.232961,-13699274.316658117,6314482.844467498
51070,Eastbound E 41 Ave @ Victoria Dr,041,-123.065972,49.232565,-13699641.337019265,6314415.33550364
51071,Eastbound Kingsway @ Wales St,019; N19,-123.051416,49.238656,-13698020.970511276,6315453.771877173
51072,Northbound Earles St @ Horley St,016; 026,-123.046457,49.23999,-13697468.937156431,6315681.218642672
51073,Northbound Earles St @ Euclid Ave,016; 026,-123.045131,49.241376,-13697321.327511638,6315917.537906663
51074,Northbound Earles St @ Kings Ave,016; 026,-123.043266,49.243327,-13697113.71666131,6316250.203463517
51075,Northbound Nootka St @ E 26 Ave,016,-123.041531,49.247362,-13696920.577344785,6316938.254147552
51076,Northbound Boyd Diversion @ Nootka St,016,-123.042078,49.249584,-13696981.46910625,6317317.17496389
51077,Northbound Boyd Diversion @ E 22 Ave,016,-123.043622,49.250252,-13697153.346400034,6317431.093286919
51078,Northbound Renfrew St @ E 21 Ave,016,-123.044204,49.251833,-13697218.134343673,6317700.717495233
51079,Northbound Renfrew St @ E 17 Ave,016,-123.044228,49.254646,-13697220.806011455,6318180.468699357
51080,Northbound Renfrew St @ E 16 Ave,016,-123.044185,49.255753,-13697216.019273348,6318369.27270607
51081,Northbound Renfrew St @ Grandview Hwy,016,-123.044132,49.257532,-13697210.119340338,6318672.698313638
51082,Renfrew Station @ Bay 3,016,-123.0441,49.259529,-13697206.557116631,6319013.318953138
51083,Northbound Renfrew St @ E Broadway,016,-123.044105,49.262253,-13697207.113714086,6319477.963420808
51084,Northbound Renfrew St @ E 7th Ave,016,-123.04414,49.264174,-13697211.009896263,6319805.652125384
51085,Northbound Renfrew St @ E 5th Ave,016,-123.044136,49.266066,-13697210.5646183,6320128.406411516
51086,Northbound Renfrew St @ E 3rd Ave,016,-123.044107,49.26794,-13697207.33635307,6320448.102296875
51087,Northbound Renfrew St @ E 1st Ave,016,-123.044037,49.269832,-13697199.543988714,6320770.881219186
51088,Northbound Renfrew St @ Grant St,016,-123.044039,49.271682,-13697199.766627694,6321086.50682863
51089,Northbound Renfrew St @ Charles St,016,-123.044011,49.273636,-13697196.64968195,6321419.888569058
51090,Northbound Renfrew St @ Venables St,016,-123.043972,49.276287,-13697192.30822181,6321872.210088197
51091,Northbound Renfrew St @ E Georgia St,016,-123.043931,49.278605,-13697187.744122688,6322267.734077696
51092,Northbound Renfrew St @ E Pender St,016,-123.043939,49.280484,-13697188.634678615,6322588.364448215
51094,Southbound Arbutus St @ W 12 Ave,016,-123.153185,49.260673,-13709349.843769811,6319208.452859868
51095,Southbound Arbutus St @ W 14 Ave,016,-123.153203,49.258823,-13709351.84752065,6318892.897662856
51096,Southbound Arbutus St @ W 16 Ave,016,-123.153045,49.256894,-13709334.259041104,6318563.880002681
51097,Southbound Arbutus St @ W 19 Ave,016,-123.153065,49.255057,-13709336.485430922,6318250.566169702
51098,Southbound Arbutus St @ W 21 Ave,016,-123.153131,49.253174,-13709343.832517313,6317929.41880081
51099,Southbound Arbutus St @ W King Edward Ave,016,-123.153214,49.251137,-13709353.072035048,6317582.020385146
51102,Southbound Arbutus St @ Valley Dr,016,-123.153466,49.244919,-13709381.124546723,6316521.665568021
51103,Southbound Arbutus St @ W 32 Ave,016,-123.15359,49.242695,-13709394.928163584,6316142.4395272015
51104,Southbound Arbutus St @ W 35 Ave,016,-123.155467,49.239992,-13709603.874847803,6315681.559646935
51105,Southbound West Blvd @ W 37 Ave,016,-123.155552,49.23803,-13709613.33700452,6315347.041105061
51106,Southbound West Blvd @ W 39 Ave,016,-123.155609,49.236097,-13709619.682215497,6315017.480022041
51107,Southbound West Blvd @ W 41 Ave,016,-123.155677,49.234303,-13709627.25194087,6314711.628869697
51108,Southbound West Blvd @ W 43 Ave,016,-123.155746,49.232443,-13709634.932985734,6314394.537396546
51111,Southbound Arbutus St @ W 49 Ave,016,-123.155273,49.226773,-13709582.27886659,6313427.993505349
51112,Eastbound W 51 Ave @ Arbutus St,016,-123.154675,49.224918,-13709515.709811095,6313111.802608385
51113,Southbound West Blvd @ W 53 Ave,016,-123.1524,49.222481,-13709262.45796954,6312696.42592286
51114,Southbound West Blvd @ W 57 Ave,016,-123.150433,49.219164,-13709043.49253115,6312131.089749172
51115,Southbound West Blvd @ W 60 Ave,016,-123.149023,49.216794,-13708886.532049136,6311727.179696066
51117,Southbound Angus Dr @ W 63 Ave,016,-123.148557,49.2139,-13708834.657166423,6311233.992586009
51118,Eastbound W 64 Ave @ East Blvd,016,-123.146293,49.213182,-13708582.62983927,6311111.637573034
51119,Northbound Adera St @ W 64 Ave,016,-123.143433,49.213522,-13708264.2560956,6311169.577051243
51120,Marpole Loop @ Bay 2,010,-123.132871,49.20325,-13707088.499633843,6309419.298984286
51121,Eastbound E 41 Ave @ Victoria Dr,R4,-123.06505,49.232713,-13699538.700448751,6314440.566063163
51122,Eastbound E 41 Ave @ Gladstone St,041,-123.06167,49.232817,-13699162.440569872,6314458.295690752
51123,Eastbound E 41 Ave @ Nanaimo St,041,-123.058373,49.232788,-13698795.420208726,6314453.351848536
51124,Eastbound E 41 Ave @ Clarendon St,041; R4,-123.054813,49.232754,-13698399.1228215,6314447.555623428
51125,Eastbound E 41 Ave @ Wales St,041,-123.051214,49.232722,-13697998.483974136,6314442.100356384
51126,Eastbound E 41 Ave @ Earles St,041,-123.04831,49.232715,-13697675.212172871,6314440.907017186
51127,Eastbound E 41 Ave @ Killarney St,041,-123.045427,49.232892,-13697354.278080916,6314471.081503047
51128,Eastbound E 41 Ave @ Rupert St,041; R4,-123.042556,49.23288,-13697034.67982285,6314469.035771776
51129,Eastbound E 41 Ave @ Kerr St,041,-123.039828,49.232892,-13696731.000251966,6314471.081503047
51130,Eastbound E 41 Ave @ School Ave,041,-123.036985,49.233197,-13696414.518939637,6314523.077339689
51133,Westbound Keefer St @ Columbia St,023,-123.102946,49.279267,-13703757.263871852,6322380.695592538
51134,Eastbound Kingsway @ E Broadway,019; N19,-123.099412,49.262551,-13703363.860791389,6319528.796126745
51135,Eastbound Kingsway @ E 12 Ave,019; N19,-123.097102,49.260192,-13703106.71276766,6319126.407370704
51136,Eastbound Kingsway @ E 13 Ave,019; N19,-123.095429,49.258948,-13702920.47525956,6318914.21858734
51137,Eastbound Kingsway @ Carolina St,019; N19,-123.092371,49.257418,-13702580.060256716,6318653.254186209
51138,Eastbound Kingsway @ Fraser St,019; N19,-123.089018,49.256214,-13702206.806004085,6318447.899652383
51139,Eastbound Kingsway @ St. Catherines St,019; N19,-123.085052,49.254367,-13701765.3129036,6318132.884617762
51140,Eastbound Kingsway @ Glen Dr,019; N19,-123.081356,49.252628,-13701353.876065629,6317836.300293468
51141,Eastbound Kingsway @ Clark Dr,019; N19,-123.077633,49.250834,-13700939.433601404,6317530.346735059
51142,Eastbound Kingsway @ Knight St,019; N19,-123.075484,49.249736,-13700700.20801569,6317343.09636301
51143,Eastbound Kingsway @ Dumfries St,019; N19,-123.072988,49.24866,-13700422.354566667,6317159.601860054
51144,Eastbound Kingsway @ Perry St,019; 025; N19,-123.070924,49.247719,-13700192.591137674,6316999.132714832
51145,Eastbound Kingsway @ Miller St,019; 025; N19,-123.06866,49.246687,-13699940.563810514,6316823.148815731
51147,Eastbound Kingsway @ Earles St,019; 026; N19,-123.048397,49.23728,-13697684.896968571,6315219.17055549
51148,Eastbound Kingsway @ Killarney St,019; 026; N19,-123.045333,49.236159,-13697343.81404878,6315028.050327344
51149,Eastbound Kingsway @ Rupert St,019; N19,-123.041963,49.235786,-13696968.667364808,6314964.458206937
51150,Eastbound Kingsway @ McKinnon St,019; N19,-123.037515,49.234792,-13696473.51826976,6314794.995223004
51151,Eastbound Kingsway @ Joyce St,019; 027; N19,-123.03553,49.233834,-13696252.549080532,6314631.672958534
51152,Eastbound Kingsway @ Wessex St,019; N19,-123.033767,49.232943,-13696056.292818263,6314479.7758664945
51153,Eastbound Kingsway @ Tyne St,019; N19,-123.031656,49.231987,-13695821.2973732,6314316.80066415
51154,Eastbound Kingsway @ Melbourne St,019; N19,-123.028846,49.231961,-13695508.48960407,6314312.368328223
51155,Eastbound Kingsway @ Lincoln St,019; N19,-123.026055,49.232088,-13695197.796905268,6314334.018606607
51156,Eastbound Kingsway @ Boundary Rd,019; N19,-123.022286,49.232257,-13694778.233744469,6314362.82890589
51157,Eastbound Kingsway @ Smith Ave,019; N19,-123.018383,49.232578,-13694343.7537719,6314417.551698409
51158,Eastbound Kingsway @ Inman Ave,019; N19,-123.015229,49.232758,-13693992.65209794,6314448.237532057
51159,Eastbound Kingsway @ Patterson Ave,019; N19,-123.012252,49.232443,-13693661.25397385,6314394.537396546
51160,Eastbound Kingsway @ Olive Ave,019; N19,-123.00953,49.231667,-13693358.24231991,6314262.248999702
51161,Eastbound Kingsway @ Wilson Ave,019; N19,-123.007485,49.230995,-13693130.593961235,6314147.691654541
51162,Southbound Willingdon Ave @ Kemp St,019; 130,-123.005715,49.229565,-13692933.55846253,6313903.921537642
51163,Eastbound Central Blvd @ Willingdon Ave,019; 031; 049; 116; 130,-123.006974,49.227271,-13693073.70970144,6313512.881276797
51164,Metrotown Station @ Bay 2,019,-123.002888,49.226085,-13692618.85826206,6313310.720240629
51165,Northbound Willingdon Ave @ Central Blvd,019; 130,-123.007012,49.228005,-13693077.939842092,6313637.998548013
51166,Westbound Kingsway @ Willingdon Ave,019; N19,-123.00553,49.230542,-13692912.964356735,6314070.468609185
51167,Westbound Kingsway @ Wilson Ave,019; N19,-123.008159,49.231423,-13693205.623298032,6314220.653592999
51168,Westbound Kingsway @ Barker Ave,019; N19,-123.010599,49.232216,-13693477.242855567,6314355.839415944
51169,Westbound Kingsway @ Inman Ave,019; N19,-123.016178,49.232908,-13694098.294294704,6314473.809145514
