Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01341","Apples","2010","2010","tonnes","712312","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01341","Apples","2011","2011","tonnes","752300","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01341","Apples","2012","2012","tonnes","785000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01341","Apples","2013","2013","tonnes","780000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01341","Apples","2014","2014","tonnes","777126","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01341","Apples","2015","2015","tonnes","776710","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01341","Apples","2016","2016","tonnes","783182","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01341","Apples","2017","2017","tonnes","804051","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01341","Apples","2018","2018","tonnes","816569","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01341","Apples","2019","2019","tonnes","801267","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01341","Apples","2020","2020","tonnes","807295","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0115","Barley","2010","2010","tonnes","80000","T","Unofficial figure"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0115","Barley","2011","2011","tonnes","55000","T","Unofficial figure"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0115","Barley","2012","2012","tonnes","29000","T","Unofficial figure"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0115","Barley","2013","2013","tonnes","30300","T","Unofficial figure"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0115","Barley","2014","2014","tonnes","12000","T","Unofficial figure"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0115","Barley","2015","2015","tonnes","11000","T","Unofficial figure"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0115","Barley","2016","2016","tonnes","16200","T","Unofficial figure"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0115","Barley","2017","2017","tonnes","28000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0115","Barley","2018","2018","tonnes","32500","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0115","Barley","2019","2019","tonnes","55900","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0115","Barley","2020","2020","tonnes","57000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01701","Beans, dry","2010","2010","tonnes","334734","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01701","Beans, dry","2011","2011","tonnes","340000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01701","Beans, dry","2012","2012","tonnes","305000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01701","Beans, dry","2013","2013","tonnes","310000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01701","Beans, dry","2014","2014","tonnes","317105","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01701","Beans, dry","2015","2015","tonnes","324078","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01701","Beans, dry","2016","2016","tonnes","325981","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01701","Beans, dry","2017","2017","tonnes","323314","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01701","Beans, dry","2018","2018","tonnes","323063","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01701","Beans, dry","2019","2019","tonnes","323585","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01701","Beans, dry","2020","2020","tonnes","324107","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","24310.01","Beer of barley, malted","2010","2010","tonnes","29620","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","24310.01","Beer of barley, malted","2011","2011","tonnes","32721","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","24310.01","Beer of barley, malted","2012","2012","tonnes","33522","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","24310.01","Beer of barley, malted","2013","2013","tonnes","32996","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","24310.01","Beer of barley, malted","2014","2014","tonnes","35000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","24310.01","Beer of barley, malted","2015","2015","tonnes","34372","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","24310.01","Beer of barley, malted","2016","2016","tonnes","36559","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","24310.01","Beer of barley, malted","2017","2017","tonnes","38293","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","24310.01","Beer of barley, malted","2018","2018","tonnes","38035","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","24310.01","Beer of barley, malted","2019","2019","tonnes","38145","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01212","Cabbages","2010","2010","tonnes","588480","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01212","Cabbages","2011","2011","tonnes","616000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01212","Cabbages","2012","2012","tonnes","700000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01212","Cabbages","2013","2013","tonnes","700000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01212","Cabbages","2014","2014","tonnes","688271","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01212","Cabbages","2015","2015","tonnes","644289","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01212","Cabbages","2016","2016","tonnes","677520","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01212","Cabbages","2017","2017","tonnes","643781","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01212","Cabbages","2018","2018","tonnes","655197","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01212","Cabbages","2019","2019","tonnes","658833","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01212","Cabbages","2020","2020","tonnes","652603","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01229","Cantaloupes and other melons","2010","2010","tonnes","106504","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01229","Cantaloupes and other melons","2011","2011","tonnes","88000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01229","Cantaloupes and other melons","2012","2012","tonnes","88000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01229","Cantaloupes and other melons","2013","2013","tonnes","88000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01229","Cantaloupes and other melons","2014","2014","tonnes","87789","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01229","Cantaloupes and other melons","2015","2015","tonnes","86781","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01229","Cantaloupes and other melons","2016","2016","tonnes","85023","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01229","Cantaloupes and other melons","2017","2017","tonnes","86531","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01229","Cantaloupes and other melons","2018","2018","tonnes","86112","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01229","Cantaloupes and other melons","2019","2019","tonnes","85888","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01229","Cantaloupes and other melons","2020","2020","tonnes","86177","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01373","Chestnuts, in shell","2010","2010","tonnes","10751","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01373","Chestnuts, in shell","2011","2011","tonnes","11000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01373","Chestnuts, in shell","2012","2012","tonnes","12000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01373","Chestnuts, in shell","2013","2013","tonnes","12000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01373","Chestnuts, in shell","2014","2014","tonnes","12017","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01373","Chestnuts, in shell","2015","2015","tonnes","12096","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01373","Chestnuts, in shell","2016","2016","tonnes","12213","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01373","Chestnuts, in shell","2017","2017","tonnes","12495","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01373","Chestnuts, in shell","2018","2018","tonnes","12268","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01373","Chestnuts, in shell","2019","2019","tonnes","12325","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01373","Chestnuts, in shell","2020","2020","tonnes","12363","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2010","2010","tonnes","51082","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2011","2011","tonnes","47400","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2012","2012","tonnes","50000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2013","2013","tonnes","50000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2014","2014","tonnes","50126","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2015","2015","tonnes","48515","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2016","2016","tonnes","49724","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2017","2017","tonnes","49411","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2018","2018","tonnes","48666","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2019","2019","tonnes","48233","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","tonnes","47807","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01921.02","Cotton lint, ginned","2010","2010","tonnes","10460","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01921.02","Cotton lint, ginned","2011","2011","tonnes","10600","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01921.02","Cotton lint, ginned","2012","2012","tonnes","13100","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01921.02","Cotton lint, ginned","2013","2013","tonnes","13000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01921.02","Cotton lint, ginned","2014","2014","tonnes","13200","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01921.02","Cotton lint, ginned","2015","2015","tonnes","12908","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01921.02","Cotton lint, ginned","2016","2016","tonnes","12000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01921.02","Cotton lint, ginned","2017","2017","tonnes","11000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01921.02","Cotton lint, ginned","2018","2018","tonnes","12000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01921.02","Cotton lint, ginned","2019","2019","tonnes","13052","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0143","Cotton seed","2010","2010","tonnes","23410","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0143","Cotton seed","2011","2011","tonnes","21100","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0143","Cotton seed","2012","2012","tonnes","26400","T","Unofficial figure"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0143","Cotton seed","2013","2013","tonnes","25700","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0143","Cotton seed","2014","2014","tonnes","26400","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0143","Cotton seed","2015","2015","tonnes","25521","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0143","Cotton seed","2016","2016","tonnes","24000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0143","Cotton seed","2017","2017","tonnes","25000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0143","Cotton seed","2018","2018","tonnes","25000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0143","Cotton seed","2019","2019","tonnes","25807","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","2168","Cottonseed oil","2010","2010","tonnes","3851","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","2168","Cottonseed oil","2011","2011","tonnes","3471","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","2168","Cottonseed oil","2012","2012","tonnes","4343","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","2168","Cottonseed oil","2013","2013","tonnes","4227","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","2168","Cottonseed oil","2014","2014","tonnes","4348","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","2168","Cottonseed oil","2015","2015","tonnes","4204","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","2168","Cottonseed oil","2016","2016","tonnes","3953","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","2168","Cottonseed oil","2017","2017","tonnes","4118","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","2168","Cottonseed oil","2018","2018","tonnes","4118","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","2168","Cottonseed oil","2019","2019","tonnes","4251","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01232","Cucumbers and gherkins","2010","2010","tonnes","65856","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01232","Cucumbers and gherkins","2011","2011","tonnes","65800","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01232","Cucumbers and gherkins","2012","2012","tonnes","68000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01232","Cucumbers and gherkins","2013","2013","tonnes","68000","T","Unofficial figure"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01232","Cucumbers and gherkins","2014","2014","tonnes","66843","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01232","Cucumbers and gherkins","2015","2015","tonnes","66816","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01232","Cucumbers and gherkins","2016","2016","tonnes","66888","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01232","Cucumbers and gherkins","2017","2017","tonnes","67033","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01232","Cucumbers and gherkins","2018","2018","tonnes","67078","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01232","Cucumbers and gherkins","2019","2019","tonnes","67171","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01232","Cucumbers and gherkins","2020","2020","tonnes","67264","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01233","Eggplants (aubergines)","2010","2010","tonnes","46459","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01233","Eggplants (aubergines)","2011","2011","tonnes","46700","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01233","Eggplants (aubergines)","2012","2012","tonnes","48000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01233","Eggplants (aubergines)","2013","2013","tonnes","48000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01233","Eggplants (aubergines)","2014","2014","tonnes","47775","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01233","Eggplants (aubergines)","2015","2015","tonnes","48082","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01233","Eggplants (aubergines)","2016","2016","tonnes","48243","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01233","Eggplants (aubergines)","2017","2017","tonnes","48648","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01233","Eggplants (aubergines)","2018","2018","tonnes","48749","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01233","Eggplants (aubergines)","2019","2019","tonnes","48951","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01233","Eggplants (aubergines)","2020","2020","tonnes","49152","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01252","Green garlic","2010","2010","tonnes","80351","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01252","Green garlic","2011","2011","tonnes","77000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01252","Green garlic","2012","2012","tonnes","80000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01252","Green garlic","2013","2013","tonnes","80000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01252","Green garlic","2014","2014","tonnes","79747","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01252","Green garlic","2015","2015","tonnes","73886","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01252","Green garlic","2016","2016","tonnes","77878","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01252","Green garlic","2017","2017","tonnes","77170","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01252","Green garlic","2018","2018","tonnes","76312","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01252","Green garlic","2019","2019","tonnes","77120","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01252","Green garlic","2020","2020","tonnes","76867","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01659","Hop cones","2010","2010","tonnes","2000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01659","Hop cones","2011","2011","tonnes","2000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01659","Hop cones","2012","2012","tonnes","2000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01659","Hop cones","2013","2013","tonnes","2000","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01659","Hop cones","2014","2014","tonnes","2017","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01659","Hop cones","2015","2015","tonnes","2008","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01659","Hop cones","2016","2016","tonnes","2022","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01659","Hop cones","2017","2017","tonnes","2022","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01659","Hop cones","2018","2018","tonnes","2026","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01659","Hop cones","2019","2019","tonnes","2026","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01659","Hop cones","2020","2020","tonnes","2025","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0112","Maize (corn)","2010","2010","tonnes","1683000","A","Official figure"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0112","Maize (corn)","2011","2011","tonnes","1857000","A","Official figure"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0112","Maize (corn)","2012","2012","tonnes","2040000","A","Official figure"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0112","Maize (corn)","2013","2013","tonnes","2002000","A","Official figure"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0112","Maize (corn)","2014","2014","tonnes","2349100","A","Official figure"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0112","Maize (corn)","2015","2015","tonnes","2287800","T","Unofficial figure"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0112","Maize (corn)","2016","2016","tonnes","2195244","A","Official figure"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0112","Maize (corn)","2017","2017","tonnes","2199755","A","Official figure"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0112","Maize (corn)","2018","2018","tonnes","1876153","A","Official figure"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0112","Maize (corn)","2019","2019","tonnes","2566571","A","Official figure"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0112","Maize (corn)","2020","2020","tonnes","2214121","A","Official figure"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0118","Millet","2010","2010","tonnes","65133","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0118","Millet","2011","2011","tonnes","70000","T","Unofficial figure"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0118","Millet","2012","2012","tonnes","72356","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0118","Millet","2013","2013","tonnes","73149","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0118","Millet","2014","2014","tonnes","73928","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0118","Millet","2015","2015","tonnes","72349","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0118","Millet","2016","2016","tonnes","73634","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0118","Millet","2017","2017","tonnes","75805","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0118","Millet","2018","2018","tonnes","75394","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0118","Millet","2019","2019","tonnes","76283","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0118","Millet","2020","2020","tonnes","75828","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01270","Mushrooms and truffles","2010","2010","tonnes","5934","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01270","Mushrooms and truffles","2011","2011","tonnes","5700","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01270","Mushrooms and truffles","2012","2012","tonnes","5700","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01270","Mushrooms and truffles","2013","2013","tonnes","5700","E","Estimated value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01270","Mushrooms and truffles","2014","2014","tonnes","5906","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01270","Mushrooms and truffles","2015","2015","tonnes","6006","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01270","Mushrooms and truffles","2016","2016","tonnes","6044","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01270","Mushrooms and truffles","2017","2017","tonnes","5965","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01270","Mushrooms and truffles","2018","2018","tonnes","5896","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01270","Mushrooms and truffles","2019","2019","tonnes","5891","I","Imputed value"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","01270","Mushrooms and truffles","2020","2020","tonnes","5888","I","Imputed value"
