Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","348","Hungary","5510","Production","01344.02","Cherries","2013","2013","tonnes","10090","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01344.02","Cherries","2014","2014","tonnes","9430","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01344.02","Cherries","2015","2015","tonnes","11312","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01344.02","Cherries","2016","2016","tonnes","10660","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01344.02","Cherries","2017","2017","tonnes","10551","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01344.02","Cherries","2018","2018","tonnes","12020","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01344.02","Cherries","2019","2019","tonnes","10470","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01344.02","Cherries","2020","2020","tonnes","8610","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01373","Chestnuts, in shell","2010","2010","tonnes","280","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01373","Chestnuts, in shell","2011","2011","tonnes","256","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01373","Chestnuts, in shell","2012","2012","tonnes","330","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01373","Chestnuts, in shell","2013","2013","tonnes","270","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01373","Chestnuts, in shell","2014","2014","tonnes","300","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01373","Chestnuts, in shell","2015","2015","tonnes","265","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01373","Chestnuts, in shell","2016","2016","tonnes","239","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01373","Chestnuts, in shell","2017","2017","tonnes","157","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01373","Chestnuts, in shell","2018","2018","tonnes","150","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01373","Chestnuts, in shell","2019","2019","tonnes","200","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01373","Chestnuts, in shell","2020","2020","tonnes","250","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01703","Chick peas, dry","2010","2010","tonnes","4","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01703","Chick peas, dry","2011","2011","tonnes","6","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01703","Chick peas, dry","2012","2012","tonnes","9","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01703","Chick peas, dry","2013","2013","tonnes","40","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01703","Chick peas, dry","2014","2014","tonnes","90","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01703","Chick peas, dry","2015","2015","tonnes","70","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01703","Chick peas, dry","2016","2016","tonnes","126","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01703","Chick peas, dry","2017","2017","tonnes","134","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01703","Chick peas, dry","2018","2018","tonnes","","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2010","2010","tonnes","14460","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2011","2011","tonnes","20792","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2012","2012","tonnes","21860","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2013","2013","tonnes","13620","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2014","2014","tonnes","21010","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2015","2015","tonnes","21513","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2016","2016","tonnes","19736","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2017","2017","tonnes","20094","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2018","2018","tonnes","","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2010","2010","tonnes","122445","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2011","2011","tonnes","128003","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2012","2012","tonnes","92608","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2013","2013","tonnes","87200","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2014","2014","tonnes","84790","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2015","2015","tonnes","117074","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2016","2016","tonnes","139075","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2017","2017","tonnes","134449","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2018","2018","tonnes","98880","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2019","2019","tonnes","102570","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","tonnes","87120","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0143","Cotton seed","2018","2018","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0143","Cotton seed","2019","2019","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","2168","Cottonseed oil","2010","2010","tonnes","200","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","2168","Cottonseed oil","2011","2011","tonnes","100","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","2168","Cottonseed oil","2012","2012","tonnes","200","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","2168","Cottonseed oil","2013","2013","tonnes","200","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","2168","Cottonseed oil","2014","2014","tonnes","400","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","2168","Cottonseed oil","2015","2015","tonnes","300","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","2168","Cottonseed oil","2016","2016","tonnes","200","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","2168","Cottonseed oil","2017","2017","tonnes","200","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01706","Cow peas, dry","2010","2010","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01706","Cow peas, dry","2011","2011","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01706","Cow peas, dry","2012","2012","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01706","Cow peas, dry","2013","2013","tonnes","1","I","Imputed value"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01706","Cow peas, dry","2014","2014","tonnes","0","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01706","Cow peas, dry","2015","2015","tonnes","5","I","Imputed value"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01706","Cow peas, dry","2016","2016","tonnes","7","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01706","Cow peas, dry","2017","2017","tonnes","5","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01706","Cow peas, dry","2018","2018","tonnes","","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01232","Cucumbers and gherkins","2010","2010","tonnes","37989","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01232","Cucumbers and gherkins","2011","2011","tonnes","35909","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01232","Cucumbers and gherkins","2012","2012","tonnes","33930","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01232","Cucumbers and gherkins","2013","2013","tonnes","30130","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01232","Cucumbers and gherkins","2014","2014","tonnes","29620","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01232","Cucumbers and gherkins","2015","2015","tonnes","31614","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01232","Cucumbers and gherkins","2016","2016","tonnes","34418","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01232","Cucumbers and gherkins","2017","2017","tonnes","33690","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01232","Cucumbers and gherkins","2018","2018","tonnes","29770","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01232","Cucumbers and gherkins","2019","2019","tonnes","26680","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01232","Cucumbers and gherkins","2020","2020","tonnes","24620","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01351.01","Currants","2010","2010","tonnes","3853","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01351.01","Currants","2011","2011","tonnes","2987","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01351.01","Currants","2012","2012","tonnes","3330","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01351.01","Currants","2013","2013","tonnes","3380","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01351.01","Currants","2014","2014","tonnes","2620","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01351.01","Currants","2015","2015","tonnes","3558","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01351.01","Currants","2016","2016","tonnes","4582","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01351.01","Currants","2017","2017","tonnes","4319","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01351.01","Currants","2018","2018","tonnes","4750","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01351.01","Currants","2019","2019","tonnes","4550","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01351.01","Currants","2020","2020","tonnes","4070","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2010","2010","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2011","2011","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2012","2012","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2013","2013","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2014","2014","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2015","2015","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2016","2016","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2017","2017","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2018","2018","tonnes","","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01233","Eggplants (aubergines)","2010","2010","tonnes","2146","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01233","Eggplants (aubergines)","2011","2011","tonnes","2265","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01233","Eggplants (aubergines)","2012","2012","tonnes","1450","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01233","Eggplants (aubergines)","2013","2013","tonnes","1260","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01233","Eggplants (aubergines)","2014","2014","tonnes","1290","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01233","Eggplants (aubergines)","2015","2015","tonnes","2213","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01233","Eggplants (aubergines)","2016","2016","tonnes","897","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01233","Eggplants (aubergines)","2017","2017","tonnes","826","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01233","Eggplants (aubergines)","2018","2018","tonnes","990","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01233","Eggplants (aubergines)","2019","2019","tonnes","800","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01233","Eggplants (aubergines)","2020","2020","tonnes","830","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01315","Figs","2018","2018","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01315","Figs","2019","2019","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01315","Figs","2020","2020","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","26190.01","Flax, processed but not spun","2010","2010","tonnes","0","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5510","Production","26190.01","Flax, processed but not spun","2011","2011","tonnes","0","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5510","Production","26190.01","Flax, processed but not spun","2012","2012","tonnes","0","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5510","Production","26190.01","Flax, processed but not spun","2013","2013","tonnes","0","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5510","Production","26190.01","Flax, processed but not spun","2014","2014","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","348","Hungary","5510","Production","26190.01","Flax, processed but not spun","2015","2015","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","348","Hungary","5510","Production","26190.01","Flax, processed but not spun","2016","2016","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","348","Hungary","5510","Production","26190.01","Flax, processed but not spun","2017","2017","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","348","Hungary","5510","Production","26190.01","Flax, processed but not spun","2018","2018","tonnes","","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","26190.01","Flax, processed but not spun","2019","2019","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01351.02","Gooseberries","2010","2010","tonnes","904","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01351.02","Gooseberries","2011","2011","tonnes","829","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01351.02","Gooseberries","2012","2012","tonnes","740","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01351.02","Gooseberries","2013","2013","tonnes","870","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01351.02","Gooseberries","2014","2014","tonnes","720","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01351.02","Gooseberries","2015","2015","tonnes","758","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01351.02","Gooseberries","2016","2016","tonnes","746","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01351.02","Gooseberries","2017","2017","tonnes","708","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01351.02","Gooseberries","2018","2018","tonnes","","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01330","Grapes","2010","2010","tonnes","294771","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01330","Grapes","2011","2011","tonnes","449870","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01330","Grapes","2012","2012","tonnes","356360","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01330","Grapes","2013","2013","tonnes","451110","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01330","Grapes","2014","2014","tonnes","406020","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01330","Grapes","2015","2015","tonnes","472348","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01330","Grapes","2016","2016","tonnes","476491","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01330","Grapes","2017","2017","tonnes","529592","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01330","Grapes","2018","2018","tonnes","533070","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01330","Grapes","2019","2019","tonnes","457250","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01330","Grapes","2020","2020","tonnes","435050","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01290.01","Green corn (maize)","2010","2010","tonnes","302757","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01290.01","Green corn (maize)","2011","2011","tonnes","427290","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01290.01","Green corn (maize)","2012","2012","tonnes","433610","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01290.01","Green corn (maize)","2013","2013","tonnes","497390","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01290.01","Green corn (maize)","2014","2014","tonnes","466660","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01290.01","Green corn (maize)","2015","2015","tonnes","478992","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01290.01","Green corn (maize)","2016","2016","tonnes","502305","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01290.01","Green corn (maize)","2017","2017","tonnes","517779","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01290.01","Green corn (maize)","2018","2018","tonnes","","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01290.01","Green corn (maize)","2019","2019","tonnes","","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01290.01","Green corn (maize)","2020","2020","tonnes","","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01252","Green garlic","2010","2010","tonnes","4171","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01252","Green garlic","2011","2011","tonnes","6466","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01252","Green garlic","2012","2012","tonnes","6390","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01252","Green garlic","2013","2013","tonnes","7150","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01252","Green garlic","2014","2014","tonnes","7210","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01252","Green garlic","2015","2015","tonnes","6860","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01252","Green garlic","2016","2016","tonnes","7899","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01252","Green garlic","2017","2017","tonnes","7430","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01252","Green garlic","2018","2018","tonnes","7930","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01252","Green garlic","2019","2019","tonnes","7120","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01252","Green garlic","2020","2020","tonnes","5210","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","2162","Groundnut oil","2010","2010","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","348","Hungary","5510","Production","2162","Groundnut oil","2011","2011","tonnes","0","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5510","Production","2162","Groundnut oil","2012","2012","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","348","Hungary","5510","Production","2162","Groundnut oil","2013","2013","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","348","Hungary","5510","Production","2162","Groundnut oil","2014","2014","tonnes","0","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5510","Production","2162","Groundnut oil","2015","2015","tonnes","0","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5510","Production","2162","Groundnut oil","2016","2016","tonnes","0","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5510","Production","2162","Groundnut oil","2017","2017","tonnes","0","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0142","Groundnuts, excluding shelled","2010","2010","tonnes","14","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0142","Groundnuts, excluding shelled","2011","2011","tonnes","14","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0142","Groundnuts, excluding shelled","2012","2012","tonnes","10","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0142","Groundnuts, excluding shelled","2013","2013","tonnes","7","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0142","Groundnuts, excluding shelled","2014","2014","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0142","Groundnuts, excluding shelled","2015","2015","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0142","Groundnuts, excluding shelled","2016","2016","tonnes","5","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0142","Groundnuts, excluding shelled","2017","2017","tonnes","4","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0142","Groundnuts, excluding shelled","2018","2018","tonnes","","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01374","Hazelnuts, in shell","2010","2010","tonnes","144","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01374","Hazelnuts, in shell","2011","2011","tonnes","135","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01374","Hazelnuts, in shell","2012","2012","tonnes","110","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01374","Hazelnuts, in shell","2013","2013","tonnes","60","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01374","Hazelnuts, in shell","2014","2014","tonnes","53","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01374","Hazelnuts, in shell","2015","2015","tonnes","64","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01374","Hazelnuts, in shell","2016","2016","tonnes","79","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01374","Hazelnuts, in shell","2017","2017","tonnes","128","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01374","Hazelnuts, in shell","2018","2018","tonnes","140","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01374","Hazelnuts, in shell","2019","2019","tonnes","170","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01374","Hazelnuts, in shell","2020","2020","tonnes","190","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01449.02","Hempseed","2010","2010","tonnes","","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01449.02","Hempseed","2011","2011","tonnes","","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01449.02","Hempseed","2012","2012","tonnes","","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01449.02","Hempseed","2013","2013","tonnes","","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01449.02","Hempseed","2014","2014","tonnes","","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01449.02","Hempseed","2015","2015","tonnes","","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01449.02","Hempseed","2016","2016","tonnes","","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01449.02","Hempseed","2017","2017","tonnes","","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01449.02","Hempseed","2018","2018","tonnes","","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01659","Hop cones","2010","2010","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01659","Hop cones","2011","2011","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01659","Hop cones","2012","2012","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01659","Hop cones","2013","2013","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01659","Hop cones","2014","2014","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01659","Hop cones","2015","2015","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01659","Hop cones","2016","2016","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01659","Hop cones","2017","2017","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01659","Hop cones","2018","2018","tonnes","","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01352","Kiwi fruit","2018","2018","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01352","Kiwi fruit","2019","2019","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01352","Kiwi fruit","2020","2020","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01254","Leeks and other alliaceous vegetables","2010","2010","tonnes","1612","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01254","Leeks and other alliaceous vegetables","2011","2011","tonnes","1872","A","Official figure"
