name,listing_url,neighbourhood,latitude,longitude,price,room_type,review_scores_rating,entertainment,food
Bright Modern Vancouver Guesthouse,https://www.airbnb.com/rooms/40092860,"Vancouver, British Columbia, Canada",49.25097,-123.08978,90.0,Entire home/apt,4.45,0,0
Newly Built 3bdrm Spacious Laneway !,https://www.airbnb.com/rooms/40101042,,49.25035,-123.02402,309.0,Entire home/apt,4.91,0,0
Central 3br/2ba+Den+Views+Skytrain+Great Amenities,https://www.airbnb.com/rooms/40121175,"Vancouver, British Columbia, Canada",49.279,-123.10807,400.0,Entire home/apt,4.93,4,151704
⭐️ Beautiful ⭐️ 1Bedroom+Den  at Yaletown/Arena,https://www.airbnb.com/rooms/40121641,"Vancouver, British Columbia, Canada",49.27592,-123.11488,137.0,Entire home/apt,4.77,0,40668
Your Second Home in a Great City,https://www.airbnb.com/rooms/40145842,,49.27588,-123.09249,211.0,Entire home/apt,4.92,0,0
The Nook.,https://www.airbnb.com/rooms/40156795,"Vancouver, British Columbia, Canada",49.2676,-123.06563,131.0,Entire home/apt,5.0,0,0
Stunning Beachfront & Waterfront on Kits Beach,https://www.airbnb.com/rooms/40160433,,49.27301,-123.15554,296.0,Entire home/apt,4.93,0,0
Parkview Getaway,https://www.airbnb.com/rooms/40177739,,49.27888,-123.06297,350.0,Entire home/apt,4.95,0,0
Mt. Pleasant Condo w/ Private Terrace and AC,https://www.airbnb.com/rooms/40180166,,49.26174,-123.09838,160.0,Entire home/apt,5.0,0,0
Character Home in the Heart of Vancouver,https://www.airbnb.com/rooms/40183369,,49.25826,-123.12146,450.0,Entire home/apt,5.0,0,0
★270° city/ocean/mtn views+huge patio+free parking,https://www.airbnb.com/rooms/40183789,"Vancouver, British Columbia, Canada",49.28009,-123.10844,277.0,Entire home/apt,4.95,4,556632
Cozy 2bdr suite with Netflix near skytrain,https://www.airbnb.com/rooms/40184067,"Burnaby, British Columbia, Canada",49.27068,-123.00809,130.0,Entire home/apt,4.89,0,0
Spacious House,https://www.airbnb.com/rooms/40184621,"Vancouver, British Columbia, Canada",49.2307,-123.05101,363.0,Entire home/apt,4.84,0,0
Haidy’s home room G2,https://www.airbnb.com/rooms/40193526,"Vancouver, British Columbia, Canada",49.2273,-123.11242,67.0,Private room,4.5,0,0
Chic Downtown Vancouver Fashion &  Food District,https://www.airbnb.com/rooms/40206658,"Vancouver, British Columbia, Canada",49.28405,-123.12374,130.0,Entire home/apt,5.0,4,500758
"❤️ Stylish Home w/AC & Parking, Olympic Village",https://www.airbnb.com/rooms/40208334,"Vancouver, British Columbia, Canada",49.26973,-123.10922,336.0,Entire home/apt,4.97,0,0
Spacious 2-Bedroom Designer Home with Parking,https://www.airbnb.com/rooms/40211895,"Vancouver, British Columbia, Canada",49.2864,-123.12716,230.0,Entire home/apt,4.83,0,250393
Near Elizabeth Queen Park 1bed entire basement,https://www.airbnb.com/rooms/40213890,,49.23764,-123.11235,168.0,Private room,4.73,0,0
Sky Nest- spectacular Penthouse ocean view,https://www.airbnb.com/rooms/40222684,"Vancouver, British Columbia, Canada",49.27273,-123.15974,376.0,Entire home/apt,4.95,0,0
Times Square Suites Boutique Apartment Hotel,https://www.airbnb.com/rooms/40232273,"Vancouver, British Columbia, Canada",49.29205,-123.13455,250.0,Entire home/apt,4.89,0,49472
In the Heart of Downtown Vancouver w/ Parking,https://www.airbnb.com/rooms/40234874,"Vancouver, British Columbia, Canada",49.27994,-123.12083,75.0,Entire home/apt,5.0,255,1694840
Cedar Cottage Guest Suite,https://www.airbnb.com/rooms/40235963,"Vancouver, British Columbia, Canada",49.25208,-123.08384,195.0,Entire home/apt,4.65,0,0
Spectacular Downtown Yaletown Condo - Luxury,https://www.airbnb.com/rooms/40240131,"Vancouver, British Columbia, Canada",49.27355,-123.12766,251.0,Entire home/apt,4.89,0,62926
The Woods: Spacious Queen Room w/ Private  Office,https://www.airbnb.com/rooms/40242737,"Vancouver, British Columbia, Canada",49.25309,-123.08637,99.0,Private room,5.0,0,0
The Mirror: Airy & Spacious King Room,https://www.airbnb.com/rooms/40243051,"Vancouver, British Columbia, Canada",49.25507,-123.08444,89.0,Private room,5.0,0,0
Gorgeous apartment for your stay in Vancouver,https://www.airbnb.com/rooms/40264643,"Vancouver, British Columbia, Canada",49.27831,-123.06739,93.0,Entire home/apt,4.5,0,0
In the Heart of Yaletown,https://www.airbnb.com/rooms/40282563,,49.27749,-123.11692,100.0,Private room,0.0,18,542471
Kitsilano Entire 1 Bedroom apartment,https://www.airbnb.com/rooms/40297344,"Vancouver, British Columbia, Canada",49.26781,-123.16987,80.0,Entire home/apt,3.0,0,0
"BEAUTIFUL YALETOWN CONDO- PARKING, GREAT LOCATION!",https://www.airbnb.com/rooms/40351995,"Vancouver, British Columbia, Canada",49.27527,-123.12749,140.0,Entire home/apt,5.0,19,287225
Modern 2 Bedroom Suite in Stylish Kitsilano!,https://www.airbnb.com/rooms/40375587,"Vancouver, British Columbia, Canada",49.26459,-123.16326,248.0,Entire home/apt,4.83,0,0
Private Luxury- long term available,https://www.airbnb.com/rooms/40399680,,49.26676,-123.18104,388.0,Entire home/apt,4.88,0,0
MODERN 1BD IN CENTER OF CITY WITH FREE PARKING,https://www.airbnb.com/rooms/40404758,"Vancouver, British Columbia, Canada",49.28068,-123.12518,345.0,Entire home/apt,4.97,219,777424
D30 - 1 bedroom on Beach Avenue,https://www.airbnb.com/rooms/40424944,,49.27531,-123.13194,90.0,Entire home/apt,5.0,0,3233
"Vancouver Hideaway - Close to YVR, Transit,Parking",https://www.airbnb.com/rooms/40428903,"Vancouver, British Columbia, Canada",49.21037,-123.07199,108.0,Entire home/apt,4.7,0,0
Central location - clean and comfortable stay!,https://www.airbnb.com/rooms/40434743,"Vancouver, British Columbia, Canada",49.25172,-123.08561,52.0,Private room,4.88,0,0
Marvelous-Fully Furnished Accommodation,https://www.airbnb.com/rooms/40446482,"Vancouver, British Columbia, Canada",49.27429,-123.1147,154.0,Entire home/apt,4.66,0,0
Beautiful Modern Unit in the Heart of Downtown,https://www.airbnb.com/rooms/40449984,"Vancouver, British Columbia, Canada",49.27874,-123.12324,263.0,Entire home/apt,4.89,305,1829652
"Downtown Vancouver high end 2bd, 2bth, 1den",https://www.airbnb.com/rooms/40483667,"Vancouver, British Columbia, Canada",49.28863,-123.12176,150.0,Entire home/apt,,0,121219
Waterfront Home On Seawall ALL ROOM has OceanView,https://www.airbnb.com/rooms/40537372,"Vancouver, British Columbia, Canada",49.28815,-123.12285,588.0,Entire home/apt,5.0,0,229763
Luxury brand new 1 bdrm suite w/ parking Yaletown,https://www.airbnb.com/rooms/40545826,,49.27526,-123.11615,150.0,Entire home/apt,5.0,0,67524
Modern 1 Bdr in Downtown - Everything close by!,https://www.airbnb.com/rooms/40558106,"Vancouver, British Columbia, Canada",49.27797,-123.10778,263.0,Entire home/apt,4.83,4,17919
The Seymour Yaletown by COMFYSUITES,https://www.airbnb.com/rooms/40558597,"Vancouver, British Columbia, Canada",49.27521,-123.1258,189.0,Entire home/apt,4.6,28,592957
Luxury Yaletown apartment,https://www.airbnb.com/rooms/40569933,,49.27437,-123.11532,140.0,Entire home/apt,5.0,0,11106
Entire 6-room 2 units 13 min1 skytrain To Downtown,https://www.airbnb.com/rooms/40572056,,49.26235,-123.07185,193.0,Entire home/apt,,0,0
30 DAYS+ NEW AC Lux 4 Mins to Water/Beach,https://www.airbnb.com/rooms/40574243,"Vancouver, British Columbia, Canada",49.27419,-123.11431,250.0,Entire home/apt,4.96,0,0
"Modern, Clean, Private, Kitsilano Apartment",https://www.airbnb.com/rooms/40598139,"Vancouver, British Columbia, Canada",49.26419,-123.1625,339.0,Entire home/apt,4.75,0,0
New and Modern Entire House in Heart of Vancouver,https://www.airbnb.com/rooms/40622234,"Vancouver, British Columbia, Canada",49.2541365,-123.1192295,800.0,Entire home/apt,5.0,0,0
Cozy home away from home,https://www.airbnb.com/rooms/40634680,"Vancouver, British Columbia, Canada",49.22689,-123.13148,95.0,Entire home/apt,,0,0
Cozy Commercial Drive Room with ensuite,https://www.airbnb.com/rooms/40635367,"Vancouver, British Columbia, Canada",49.27853,-123.07291,60.0,Private room,4.55,0,0
🌳Dear Deer 🦌 Private &Quiet 1 BR @Dunbar!❇️,https://www.airbnb.com/rooms/40683419,"Vancouver, British Columbia, Canada",49.23644,-123.18317,70.0,Entire home/apt,4.88,0,0
Private bedroom near skytrain in shared house,https://www.airbnb.com/rooms/40686518,"Vancouver, British Columbia, Canada",49.24119,-123.05561,30.0,Private room,,0,0
$100/day 3 bedrooms 2 baths+utilities,https://www.airbnb.com/rooms/40711183,,49.26247,-123.07201,100.0,Entire home/apt,,0,0
Spacious Yet Cozy Vancouver Suite in Shaughnessy,https://www.airbnb.com/rooms/40725953,"Vancouver, British Columbia, Canada",49.23642,-123.14939,151.0,Entire home/apt,4.96,0,0
2BR Gastown Downtown Vancouver close to everything,https://www.airbnb.com/rooms/40739652,"Vancouver, British Columbia, Canada",49.279301,-123.107849,350.0,Entire home/apt,4.91,4,253080
Downtown Penthouse-Loft-Private Rooftop Patio,https://www.airbnb.com/rooms/40753633,"Vancouver, British Columbia, Canada",49.2787,-123.1082,643.0,Entire home/apt,5.0,4,92855
Chic Vancouver Granville Street Pied a Terre,https://www.airbnb.com/rooms/40764823,"Vancouver, British Columbia, Canada",49.28018,-123.12492,153.0,Entire home/apt,4.3,246,971072
Trendy Commercial Drive,https://www.airbnb.com/rooms/40782648,,49.26368,-123.06358,150.0,Entire home/apt,,0,0
Private Room in Vegan Friendly Apartment,https://www.airbnb.com/rooms/40788177,"Vancouver, British Columbia, Canada",49.2661,-123.07142,60.0,Private room,,0,0
"Newly-remodelled, 2 bedroom with private entrance",https://www.airbnb.com/rooms/40807546,"Vancouver, British Columbia, Canada",49.25216,-123.06954,129.0,Entire home/apt,4.74,0,0
Exclusive Private Full Suite. Private & Safe Place,https://www.airbnb.com/rooms/40823628,"Vancouver, British Columbia, Canada",49.22242,-123.03963,111.0,Entire home/apt,4.53,0,0
BRAND-NEW VancouverDowntown Luxury 1Bed Apartment,https://www.airbnb.com/rooms/40838933,"Vancouver, British Columbia, Canada",49.27407,-123.11607,208.0,Entire home/apt,5.0,0,23014
Cozy garden suite with outdoor space.,https://www.airbnb.com/rooms/40845642,"Vancouver, British Columbia, Canada",49.25351,-123.09036,110.0,Entire home/apt,5.0,0,0
Central Loc - 🌟Modern 1 Bedroom Suite🌟 Parking+AC,https://www.airbnb.com/rooms/40846181,"Vancouver, British Columbia, Canada",49.28037,-123.12376,203.0,Entire home/apt,4.84,258,1134065
"Family-friendly, updated heritage home",https://www.airbnb.com/rooms/40898747,"Vancouver, British Columbia, Canada",49.25886,-123.10709,130.0,Entire home/apt,5.0,0,0
"A KITSILANO BEACH ""PRIZE""",https://www.airbnb.com/rooms/40904332,"Vancouver, British Columbia, Canada",49.27087,-123.16124,88.0,Entire home/apt,4.89,0,0
"Central location, new and quiet 2bedrooms",https://www.airbnb.com/rooms/40923455,"Vancouver, British Columbia, Canada",49.26656,-123.04253,100.0,Entire home/apt,4.94,0,0
Gorgeous Cozy Stay-Cation In Downtown Vancouver!,https://www.airbnb.com/rooms/40948951,"Vancouver, British Columbia, Canada",49.27812,-123.10539,188.0,Entire home/apt,4.84,0,40232
Fully Furnished 1 Bedroom Garden Suite with Yard,https://www.airbnb.com/rooms/40967803,,49.27489,-123.15252,100.0,Entire home/apt,5.0,0,0
5 minutes to Downtown 1 block to Skytrain,https://www.airbnb.com/rooms/40968048,,49.26235,-123.07096,63.0,Entire home/apt,,0,0
"Cosy 2-bedroom suite, 15 mins from downtown",https://www.airbnb.com/rooms/40975203,"Vancouver, British Columbia, Canada",49.24979,-123.08577,120.0,Entire home/apt,5.0,0,0
"Gorgeous, Best Location, POOL and stunning views",https://www.airbnb.com/rooms/40988960,"Vancouver, British Columbia, Canada",49.28038,-123.10965,313.0,Entire home/apt,4.82,4,692431
Clean & Quiet Luxury Room with Private Bathroom,https://www.airbnb.com/rooms/41012688,,49.23536,-123.11265,113.0,Private room,4.79,0,0
New/Spacious/Modern/Bright Suite w/Ocean & DT View,https://www.airbnb.com/rooms/41044555,"North Vancouver, British Columbia, Canada",49.30658,-123.06736,355.0,Entire home/apt,4.88,0,0
New Modern/Spacious/Bright Unit w/Ocean & DT Views,https://www.airbnb.com/rooms/41064354,"North Vancouver, British Columbia, Canada",49.30687,-123.06592,223.0,Entire home/apt,4.83,0,0
New/Big/Bright/Near Market/Transits/Shipyard & DT!,https://www.airbnb.com/rooms/41075640,"North Vancouver, British Columbia, Canada",49.30675,-123.06697,241.0,Entire home/apt,4.73,0,0
Magnificent 2 Bedroom Condo in Coal Harbour Views!,https://www.airbnb.com/rooms/41111518,"Vancouver, British Columbia, Canada",49.28841,-123.12228,419.0,Entire home/apt,4.58,0,177158
Master Bedroom in a luxury building Downtown,https://www.airbnb.com/rooms/41113261,"Vancouver, British Columbia, Canada",49.27357,-123.12636,55.0,Private room,5.0,0,130097
温哥华海景房  summit 半山 海景 雪山景 城市景  独享400英尺大露台,https://www.airbnb.com/rooms/41113785,,49.29222,-123.02041,202.0,Entire home/apt,4.8,0,0
3 BDRM West Side Home in Arbutus Ridge,https://www.airbnb.com/rooms/41129773,,49.25263,-123.16957,80.0,Entire home/apt,3.0,0,0
Bright and Cozy Suite in 1912 Kitsilano Home,https://www.airbnb.com/rooms/41146963,"Vancouver, British Columbia, Canada",49.26973724365234,-123.18148040771484,175.0,Entire home/apt,4.96,0,0
Beautiful top floor Loft,https://www.airbnb.com/rooms/41184884,"Vancouver, British Columbia, Canada",49.28021,-123.13204,160.0,Entire home/apt,,0,80702
Beautiful Brick & Beam Gastown Heritage Loft!!,https://www.airbnb.com/rooms/41194048,"Vancouver, British Columbia, Canada",49.28399,-123.10693,299.0,Entire home/apt,5.0,0,659184
Cozy Two Bedroom near Metrotown两只小猴民宿,https://www.airbnb.com/rooms/41196321,"Burnaby, British Columbia, Canada",49.23991,-123.02022,163.0,Entire home/apt,4.91,0,0
Spacious 2 Bedroom Home Away From Home,https://www.airbnb.com/rooms/41207084,"Vancouver, British Columbia, Canada",49.23342,-123.16456,187.0,Entire home/apt,4.95,0,0
Designer Loft in Downtown Vancouver 2 Bds/Sleeps 4,https://www.airbnb.com/rooms/41212789,"Vancouver, British Columbia, Canada",49.2785,-123.12088,292.0,Entire home/apt,4.73,207,1813449
3 Bedroom Private Entry Suite,https://www.airbnb.com/rooms/41219145,"Vancouver, British Columbia, Canada",49.24762,-123.03017,229.0,Entire home/apt,4.6,0,0
Modern 2 Bedroom Home,https://www.airbnb.com/rooms/41220326,,49.22061,-123.05217,50.0,Entire home/apt,5.0,0,0
Room rental in classic home awesome Kits location,https://www.airbnb.com/rooms/41236410,"Vancouver, British Columbia, Canada",49.25921,-123.15285,34.0,Private room,,0,0
"STEPS TO GRANVILLE ISLAND, SHOPS, RESTAURANTS",https://www.airbnb.com/rooms/41244337,,49.26694,-123.13986,125.0,Entire home/apt,4.5,0,0
"STEPS TO GRANVILLE ISLAND, DOWNTOWN & BEACH",https://www.airbnb.com/rooms/41245168,"Vancouver, British Columbia, Canada",49.26847,-123.13823,130.0,Entire home/apt,5.0,14,0
🗝 Downtown LUXURY 1 Bedroom Suite w/AC/Fast WIFI,https://www.airbnb.com/rooms/41269818,"Vancouver, British Columbia, Canada",49.2822,-123.12517,155.0,Entire home/apt,4.85,82,453764
🌳Artist’s Treehouse🌳|👑Queen Beds|🐕Pet Friendly,https://www.airbnb.com/rooms/41293218,"Vancouver, British Columbia, Canada",49.2368,-123.18303,321.0,Entire home/apt,4.87,0,0
Stop over in YVR,https://www.airbnb.com/rooms/41334992,"Vancouver, British Columbia, Canada",49.24211,-123.10163,50.0,Private room,4.54,0,0
LOCATION! Parking! Sleeps 2-4! Central Downtown :),https://www.airbnb.com/rooms/41339736,"Vancouver, British Columbia, Canada",49.27902,-123.12517,209.0,Entire home/apt,4.55,283,1278258
"Stunning High Floor one bdr & den, water/city view",https://www.airbnb.com/rooms/41343663,"Vancouver, British Columbia, Canada",49.27775,-123.10691,323.0,Entire home/apt,4.78,0,13767
Big 1-bedroom apartment in safe beautiful Kits,https://www.airbnb.com/rooms/41352179,"Vancouver, British Columbia, Canada",49.26542,-123.15828,68.0,Entire home/apt,4.6,0,0
Cute Suite Main Street,https://www.airbnb.com/rooms/41357570,"Vancouver, British Columbia, Canada",49.24113,-123.10166,210.0,Entire home/apt,4.48,0,0
1 Private Brms = clean&Cozy Newly Remodel@ Oakrige,https://www.airbnb.com/rooms/41411519,"Vancouver, British Columbia, Canada",49.23564,-123.08205,137.0,Entire home/apt,4.91,0,0
Beautiful Townhome steps from transit and shopping,https://www.airbnb.com/rooms/41412209,"Vancouver, British Columbia, Canada",49.26414,-123.11674,435.0,Entire home/apt,,0,0
"Trendy, Spacious Apt 1 Min Walk to Main Street!",https://www.airbnb.com/rooms/41453394,,49.27579,-123.09786,158.0,Entire home/apt,4.0,0,0
（A）Cozy and Comfortable Bedroom in East Vancouver,https://www.airbnb.com/rooms/41479430,"Vancouver, British Columbia, Canada",49.2522,-123.04142,63.0,Private room,4.76,0,0
（B ）Cozy and Homey Room in East Vancouver,https://www.airbnb.com/rooms/41479718,"Vancouver, British Columbia, Canada",49.25356,-123.0413,57.0,Private room,4.69,0,0
1 bedroom in large house in Kitsilano!,https://www.airbnb.com/rooms/41489166,"Vancouver, British Columbia, Canada",49.26165,-123.17595,33.0,Private room,,0,0
--,https://www.airbnb.com/rooms/41510288,"Vancouver, British Columbia, Canada",49.24169,-123.1806,128.0,Private room,,0,0
-,https://www.airbnb.com/rooms/41511511,"Vancouver, British Columbia, Canada",49.24196,-123.18066,138.0,Private room,,0,0
Central Vancouver Lrg 1 Bedroom walk everywhere.,https://www.airbnb.com/rooms/41530441,"Vancouver, British Columbia, Canada",49.26732,-123.09615,299.0,Entire home/apt,4.95,0,0
Studio Suite in the Heart of the City,https://www.airbnb.com/rooms/41538335,,49.27606,-123.12952,99.0,Entire home/apt,5.0,8,102942
Fresh and Bright Suite in Hip Fraserhood Area,https://www.airbnb.com/rooms/41538497,"Vancouver, British Columbia, Canada",49.24804,-123.08943,118.0,Entire home/apt,4.87,0,0
🌄 Clean & Cozy 1 Bedroom by Convention Center incl. Parking 🌄,https://www.airbnb.com/rooms/41560049,"Vancouver, British Columbia, Canada",49.28668,-123.1248,196.0,Entire home/apt,4.53,0,380652
🌇Instaworthy Loft Yaletown🌆 1bdrm/1bath/1prk,https://www.airbnb.com/rooms/41561238,"Vancouver, British Columbia, Canada",49.27832,-123.12204,237.0,Entire home/apt,4.82,259,1910636
☀︎2bdrm High in the Sky☀︎ Yaletown- 1bath/AC,https://www.airbnb.com/rooms/41563925,"Vancouver, British Columbia, Canada",49.27355,-123.12709,306.0,Entire home/apt,4.84,0,95421
Cozy Garden Suite off Trendy Main St,https://www.airbnb.com/rooms/41586791,"Vancouver, British Columbia, Canada",49.24338,-123.10025,135.0,Entire home/apt,4.97,0,0
"5BR, 2KB, 3QB, Sofa Bed Miller’s",https://www.airbnb.com/rooms/41616532,"Vancouver, British Columbia, Canada",49.2461,-123.0699,571.0,Entire home/apt,4.83,0,0
The Private Deck Room,https://www.airbnb.com/rooms/41624861,"Vancouver, British Columbia, Canada",49.27119,-123.07092,99.0,Private room,5.0,0,0
2 Bedroom 2 Bathroom Private  Apartment/Suite,https://www.airbnb.com/rooms/41642905,"Vancouver, British Columbia, Canada",49.21595,-123.05261,250.0,Entire home/apt,4.25,0,0
Cozy East Van Cottage,https://www.airbnb.com/rooms/41643591,"Vancouver, British Columbia, Canada",49.25489,-123.08579,199.0,Entire home/apt,0.0,0,0
Spacious house with 5 BR and 3 Bath in Vancouver,https://www.airbnb.com/rooms/41646355,"Vancouver, British Columbia, Canada",49.23472,-123.05742,400.0,Entire home/apt,4.9,0,0
☀️Quaint & Quiet Scenic Views☀️- 1bed/1bath/1park,https://www.airbnb.com/rooms/41647382,"Vancouver, British Columbia, Canada",49.27475,-123.12501,172.0,Entire home/apt,4.8,24,530593
🌲 Modern Traveler's Loft in Gastown!🌲 Parking Included + 50MB Wifi,https://www.airbnb.com/rooms/41660821,"Vancouver, British Columbia, Canada",49.27991,-123.10537,169.0,Entire home/apt,4.52,0,396706
Modern Coach House with Private Yard and Hot Tub,https://www.airbnb.com/rooms/41663354,"Vancouver, British Columbia, Canada",49.23671,-123.09906,129.0,Entire home/apt,5.0,0,0
Two bedroom townhouse,https://www.airbnb.com/rooms/41692851,"Burnaby, British Columbia, Canada",49.21012,-123.00898,250.0,Entire home/apt,,0,0
"Private Entrance Condo, super close to Downtown",https://www.airbnb.com/rooms/41696939,"Vancouver, British Columbia, Canada",49.26169,-123.11032,156.0,Entire home/apt,4.56,0,0
Remodeled French Haven,https://www.airbnb.com/rooms/41710817,"Vancouver, British Columbia, Canada",49.27048,-123.15174,69.0,Private room,,0,0
Modern apartment in beautiful Kitsilano,https://www.airbnb.com/rooms/41714308,"Vancouver, British Columbia, Canada",49.27082,-123.17978,173.0,Entire home/apt,4.99,0,0
Luxury 1BR w/ Great View in Downtown Vancouver,https://www.airbnb.com/rooms/41723288,"Vancouver, British Columbia, Canada",49.27387,-123.13053,149.0,Entire home/apt,4.92,9,0
Vancouver downtown-  Modern private room,https://www.airbnb.com/rooms/41725765,"Vancouver, British Columbia, Canada",49.28044,-123.10815,173.0,Private room,4.91,4,700228
6 time Vancouver SuperHost CC,https://www.airbnb.com/rooms/41852181,,49.25323,-123.03329,45.0,Private room,5.0,0,0
Lovely Garden Suite in Kitsilano Character Home,https://www.airbnb.com/rooms/41856324,"Vancouver, British Columbia, Canada",49.26619,-123.14757,282.0,Entire home/apt,4.93,0,0
Stylish family home close to beach,https://www.airbnb.com/rooms/41862336,"Vancouver, British Columbia, Canada",49.2677,-123.18381,1155.0,Entire home/apt,,0,0
"Modern, high-end Furnishings",https://www.airbnb.com/rooms/41872968,"Vancouver, British Columbia, Canada",49.27807,-123.11085,225.0,Entire home/apt,,4,22230
Vancouver Heritage Home in Perfect Location,https://www.airbnb.com/rooms/41884019,,49.26581,-123.11314,800.0,Entire home/apt,,0,0
One-of-a-kind Luxury Penthouse w/ private hot-tub,https://www.airbnb.com/rooms/41884419,"Vancouver, British Columbia, Canada",49.28009,-123.10731,870.0,Entire home/apt,4.93,4,590260
Little Barcelona Suite,https://www.airbnb.com/rooms/41890951,"Vancouver, British Columbia, Canada",49.21296,-123.12316,80.0,Entire home/apt,5.0,0,0
"2 bedrooms,Riverside Lodge(Grizzly) by River&trail",https://www.airbnb.com/rooms/41909583,,49.1971,-123.10999,180.0,Entire home/apt,4.75,0,0
Central Downtown Condo Parking Pool GREAT PRICES,https://www.airbnb.com/rooms/41917935,"Vancouver, British Columbia, Canada",49.27944,-123.10799,150.0,Entire home/apt,4.5,4,296197
Executive Yaletown apartment,https://www.airbnb.com/rooms/41939547,"Vancouver, British Columbia, Canada",49.27495,-123.11551,130.0,Entire home/apt,4.71,0,27360
Industrial Style 2 bedroom Edge DT-Parking/Office,https://www.airbnb.com/rooms/41980676,,49.277189911974126,-123.09891672096197,267.0,Entire home/apt,,0,1173
2 bedrooms Riverside Lodge(Maple) River & trail,https://www.airbnb.com/rooms/41982688,,49.1984,-123.10858,161.0,Entire home/apt,4.79,0,0
Amazing Modern & Quiet! Best location DT w/Parking,https://www.airbnb.com/rooms/41985578,"Vancouver, British Columbia, Canada",49.27891,-123.10844,434.0,Entire home/apt,4.87,4,121711
Spacious Mid-Century Modern Apartment near City,https://www.airbnb.com/rooms/41990487,"Vancouver, British Columbia, Canada",49.2591,-123.10176,200.0,Entire home/apt,5.0,0,0
SPACE10,https://www.airbnb.com/rooms/41998709,"Vancouver, British Columbia, Canada",49.26334,-123.19658,169.0,Entire home/apt,4.91,0,0
The Luxurious Gem of Yaletown,https://www.airbnb.com/rooms/42002656,,49.27764,-123.11947,130.0,Entire home/apt,5.0,100,1374060
New 2 bedroom basement suite with 2 full bathrooms,https://www.airbnb.com/rooms/42004464,"Vancouver, British Columbia, Canada",49.24854,-123.0455,207.0,Entire home/apt,4.85,0,0
"Transit Hub-Skytrain, Vibrant Area",https://www.airbnb.com/rooms/42019624,"Vancouver, British Columbia, Canada",49.26328,-123.07281,35.0,Private room,4.33,0,0
NYC-Style Vancouver Townhome In Heart of Vancouver,https://www.airbnb.com/rooms/42019723,"Vancouver, British Columbia, Canada",49.26167,-123.1161,126.0,Entire home/apt,5.0,0,0
Strathcona Heritage Coach House,https://www.airbnb.com/rooms/42025390,"Vancouver, British Columbia, Canada",49.27789,-123.09292,180.0,Entire home/apt,5.0,0,0
Coal Harbour Home w/ Panoramic and Bright View,https://www.airbnb.com/rooms/42044088,,49.28763,-123.12287,417.0,Entire home/apt,4.75,0,311357
Beautiful and Central Loft in Heart of Vancouver,https://www.airbnb.com/rooms/42046619,"Vancouver, British Columbia, Canada",49.26669,-123.09689,285.0,Entire home/apt,4.88,0,0
AmazingDesigner 2 bdsApt Free AC| Parking|Wifi|,https://www.airbnb.com/rooms/42052666,"Vancouver, British Columbia, Canada",49.28033,-123.10778,242.0,Entire home/apt,4.81,4,655916
"WaterView, 2Bdrm, 2Bath,Pool, Hot Tub,Steam",https://www.airbnb.com/rooms/42069280,"Vancouver, British Columbia, Canada",49.27274,-123.12007,193.0,Entire home/apt,5.0,0,55039
"Bright Room, Queen Sized Bed and Private Bathroom",https://www.airbnb.com/rooms/42075288,"Vancouver, British Columbia, Canada",49.26587,-123.14718,65.0,Private room,5.0,0,0
Downtown Luxury 2 bedrooms unit with ocean view,https://www.airbnb.com/rooms/42076012,,49.27414,-123.13199,350.0,Entire home/apt,,17,0
★Rare City Oasis★✓King Bed✓View✓Parking✓Gym✓HotTub,https://www.airbnb.com/rooms/42097672,"Vancouver, British Columbia, Canada",49.27863,-123.10819,453.0,Entire home/apt,4.91,4,84534
"Newly-Built 2Bed/2Bath Carriage Home, Free Parking",https://www.airbnb.com/rooms/42111604,"Vancouver, British Columbia, Canada",49.24159,-123.07943,254.0,Entire home/apt,4.91,0,0
Penthouse:  1 bed with private roof top & hot tub.,https://www.airbnb.com/rooms/42123717,"Vancouver, British Columbia, Canada",49.2668,-123.09489,163.0,Entire home/apt,4.83,0,0
Luxury North Room in West Point Grey,https://www.airbnb.com/rooms/42125600,"Vancouver, British Columbia, Canada",49.26025,-123.20196,200.0,Private room,5.0,0,0
"Luxurious, New Condo In The Iconic Vancouver House",https://www.airbnb.com/rooms/42136507,"Vancouver, British Columbia, Canada",49.27408,-123.13198,150.0,Entire home/apt,5.0,17,0
"BRAND NEW Luxury, modern Vancouver home.",https://www.airbnb.com/rooms/42137297,"Vancouver, British Columbia, Canada",49.25241,-123.18107,1200.0,Entire home/apt,,0,0
"Vancouver's Most Anticipated Bldg, Vancouver House",https://www.airbnb.com/rooms/42137638,"Vancouver, British Columbia, Canada",49.27541,-123.13,139.0,Entire home/apt,4.8,0,44788
Apt In Heart♡ of Kits ➥ 10min walk to Kits beach!,https://www.airbnb.com/rooms/42145942,"Vancouver, British Columbia, Canada",49.26394,-123.15399,202.0,Entire home/apt,4.87,0,0
"Spacious Luxury 2 bdrm with VIEWS, A/C, Parking",https://www.airbnb.com/rooms/42161005,"Vancouver, British Columbia, Canada",49.27995,-123.10765,359.0,Entire home/apt,4.48,4,529507
Family-Friendly House in Central Vancouver,https://www.airbnb.com/rooms/42161378,,49.24873,-123.11265,600.0,Entire home/apt,4.75,0,0
💙DESIGNER MODERN LOFT  1BED/1BATH/1PARK +PARKING,https://www.airbnb.com/rooms/42162616,"Vancouver, British Columbia, Canada",49.28029,-123.10752,236.0,Entire home/apt,4.9,4,641755
