geometry,id,count
"POLYGON ((-2074308.8019198154 13892344.308944302, -2074348.99429868 13892194.308944302, -2074458.8019198154 13892084.501323167, -2074608.8019198154 13892044.308944302, -2074758.8019198154 13892084.501323167, -2074868.6095409507 13892194.308944302, -2074908.8019198154 13892344.308944302, -2074868.6095409507 13892494.308944302, -2074758.8019198154 13892604.116565436, -2074608.8019198154 13892644.308944302, -2074458.8019198154 13892604.116565436, -2074348.99429868 13892494.308944302, -2074308.8019198154 13892344.308944302))",762,9
"POLYGON ((-2074514.462275523 13892349.571699023, -2074554.6546543876 13892199.571699023, -2074664.462275523 13892089.764077889, -2074814.462275523 13892049.571699023, -2074964.462275523 13892089.764077889, -2075074.2698966584 13892199.571699023, -2075114.462275523 13892349.571699023, -2075074.2698966584 13892499.571699023, -2074964.462275523 13892609.379320158, -2074814.462275523 13892649.571699023, -2074664.462275523 13892609.379320158, -2074554.6546543876 13892499.571699023, -2074514.462275523 13892349.571699023))",725,9
"POLYGON ((-2074493.4702595407 13892164.311864913, -2074533.6626384053 13892014.311864913, -2074643.4702595407 13891904.504243778, -2074793.4702595407 13891864.311864913, -2074943.4702595407 13891904.504243778, -2075053.277880676 13892014.311864913, -2075093.4702595407 13892164.311864913, -2075053.277880676 13892314.311864913, -2074943.4702595407 13892424.119486047, -2074793.4702595407 13892464.311864913, -2074643.4702595407 13892424.119486047, -2074533.6626384053 13892314.311864913, -2074493.4702595407 13892164.311864913))",699,9
"POLYGON ((-2074515.4535165743 13892027.147188965, -2074555.645895439 13891877.147188965, -2074665.4535165743 13891767.33956783, -2074815.4535165743 13891727.147188965, -2074965.4535165743 13891767.33956783, -2075075.2611377097 13891877.147188965, -2075115.4535165743 13892027.147188965, -2075075.2611377097 13892177.147188965, -2074965.4535165743 13892286.9548101, -2074815.4535165743 13892327.147188965, -2074665.4535165743 13892286.9548101, -2074555.645895439 13892177.147188965, -2074515.4535165743 13892027.147188965))",700,8
"POLYGON ((-2074177.1146019949 13892151.583891876, -2074217.3069808595 13892001.583891876, -2074327.1146019949 13891891.776270742, -2074477.1146019949 13891851.583891876, -2074627.1146019949 13891891.776270742, -2074736.9222231302 13892001.583891876, -2074777.1146019949 13892151.583891876, -2074736.9222231302 13892301.583891876, -2074627.1146019949 13892411.39151301, -2074477.1146019949 13892451.583891876, -2074327.1146019949 13892411.39151301, -2074217.3069808595 13892301.583891876, -2074177.1146019949 13892151.583891876))",606,8
"POLYGON ((-2074298.9476028876 13892341.668488039, -2074339.1399817523 13892191.668488039, -2074448.9476028876 13892081.860866904, -2074598.9476028876 13892041.668488039, -2074748.9476028876 13892081.860866904, -2074858.755224023 13892191.668488039, -2074898.9476028876 13892341.668488039, -2074858.755224023 13892491.668488039, -2074748.9476028876 13892601.476109173, -2074598.9476028876 13892641.668488039, -2074448.9476028876 13892601.476109173, -2074339.1399817523 13892491.668488039, -2074298.9476028876 13892341.668488039))",763,8
"POLYGON ((-2074219.8730622174 13892092.216157647, -2074260.065441082 13891942.216157647, -2074369.8730622174 13891832.408536512, -2074519.8730622174 13891792.216157647, -2074669.8730622174 13891832.408536512, -2074779.6806833528 13891942.216157647, -2074819.8730622174 13892092.216157647, -2074779.6806833528 13892242.216157647, -2074669.8730622174 13892352.023778781, -2074519.8730622174 13892392.216157647, -2074369.8730622174 13892352.023778781, -2074260.065441082 13892242.216157647, -2074219.8730622174 13892092.216157647))",697,8
"POLYGON ((-2074621.538945442 13892295.716943143, -2074661.7313243067 13892145.716943143, -2074771.538945442 13892035.909322008, -2074921.538945442 13891995.716943143, -2075071.538945442 13892035.909322008, -2075181.3465665774 13892145.716943143, -2075221.538945442 13892295.716943143, -2075181.3465665774 13892445.716943143, -2075071.538945442 13892555.524564277, -2074921.538945442 13892595.716943143, -2074771.538945442 13892555.524564277, -2074661.7313243067 13892445.716943143, -2074621.538945442 13892295.716943143))",701,8
"POLYGON ((-2074198.2561890883 13892119.34454901, -2074238.448567953 13891969.34454901, -2074348.2561890883 13891859.536927875, -2074498.2561890883 13891819.34454901, -2074648.2561890883 13891859.536927875, -2074758.0638102237 13891969.34454901, -2074798.2561890883 13892119.34454901, -2074758.0638102237 13892269.34454901, -2074648.2561890883 13892379.152170144, -2074498.2561890883 13892419.34454901, -2074348.2561890883 13892379.152170144, -2074238.448567953 13892269.34454901, -2074198.2561890883 13892119.34454901))",693,8
"POLYGON ((-2072698.3942473629 13887520.936868923, -2072738.5866262275 13887370.936868923, -2072848.3942473629 13887261.129247788, -2072998.3942473629 13887220.936868923, -2073148.3942473629 13887261.129247788, -2073258.2018684982 13887370.936868923, -2073298.3942473629 13887520.936868923, -2073258.2018684982 13887670.936868923, -2073148.3942473629 13887780.744490057, -2072998.3942473629 13887820.936868923, -2072848.3942473629 13887780.744490057, -2072738.5866262275 13887670.936868923, -2072698.3942473629 13887520.936868923))",302,8
"POLYGON ((-2072681.2005204058 13887620.913969452, -2072721.3928992704 13887470.913969452, -2072831.2005204058 13887361.106348317, -2072981.2005204058 13887320.913969452, -2073131.2005204058 13887361.106348317, -2073241.0081415412 13887470.913969452, -2073281.2005204058 13887620.913969452, -2073241.0081415412 13887770.913969452, -2073131.2005204058 13887880.721590586, -2072981.2005204058 13887920.913969452, -2072831.2005204058 13887880.721590586, -2072721.3928992704 13887770.913969452, -2072681.2005204058 13887620.913969452))",261,8
"POLYGON ((-2074178.1996450797 13892191.183628555, -2074218.3920239443 13892041.183628555, -2074328.1996450797 13891931.376007421, -2074478.1996450797 13891891.183628555, -2074628.1996450797 13891931.376007421, -2074738.007266215 13892041.183628555, -2074778.1996450797 13892191.183628555, -2074738.007266215 13892341.183628555, -2074628.1996450797 13892450.99124969, -2074478.1996450797 13892491.183628555, -2074328.1996450797 13892450.99124969, -2074218.3920239443 13892341.183628555, -2074178.1996450797 13892191.183628555))",603,8
"POLYGON ((-2072618.64198033 13887586.555054877, -2072658.8343591946 13887436.555054877, -2072768.64198033 13887326.747433743, -2072918.64198033 13887286.555054877, -2073068.64198033 13887326.747433743, -2073178.4496014654 13887436.555054877, -2073218.64198033 13887586.555054877, -2073178.4496014654 13887736.555054877, -2073068.64198033 13887846.362676011, -2072918.64198033 13887886.555054877, -2072768.64198033 13887846.362676011, -2072658.8343591946 13887736.555054877, -2072618.64198033 13887586.555054877))",299,8
"POLYGON ((-2072582.2816410451 13887544.693249313, -2072622.4740199097 13887394.693249313, -2072732.2816410451 13887284.885628179, -2072882.2816410451 13887244.693249313, -2073032.2816410451 13887284.885628179, -2073142.0892621805 13887394.693249313, -2073182.2816410451 13887544.693249313, -2073142.0892621805 13887694.693249313, -2073032.2816410451 13887804.500870448, -2072882.2816410451 13887844.693249313, -2072732.2816410451 13887804.500870448, -2072622.4740199097 13887694.693249313, -2072582.2816410451 13887544.693249313))",298,8
"POLYGON ((-2074321.2182616813 13892356.725286165, -2074361.410640546 13892206.725286165, -2074471.2182616813 13892096.91766503, -2074621.2182616813 13892056.725286165, -2074771.2182616813 13892096.91766503, -2074881.0258828166 13892206.725286165, -2074921.2182616813 13892356.725286165, -2074881.0258828166 13892506.725286165, -2074771.2182616813 13892616.5329073, -2074621.2182616813 13892656.725286165, -2074471.2182616813 13892616.5329073, -2074361.410640546 13892506.725286165, -2074321.2182616813 13892356.725286165))",761,8
"POLYGON ((-2072547.4112550835 13887595.227208741, -2072587.6036339481 13887445.227208741, -2072697.4112550835 13887335.419587607, -2072847.4112550835 13887295.227208741, -2072997.4112550835 13887335.419587607, -2073107.218876219 13887445.227208741, -2073147.4112550835 13887595.227208741, -2073107.218876219 13887745.227208741, -2072997.4112550835 13887855.034829875, -2072847.4112550835 13887895.227208741, -2072697.4112550835 13887855.034829875, -2072587.6036339481 13887745.227208741, -2072547.4112550835 13887595.227208741))",76,8
"POLYGON ((-2072674.093133871 13887402.279368525, -2072714.2855127356 13887252.279368525, -2072824.093133871 13887142.47174739, -2072974.093133871 13887102.279368525, -2073124.093133871 13887142.47174739, -2073233.9007550064 13887252.279368525, -2073274.093133871 13887402.279368525, -2073233.9007550064 13887552.279368525, -2073124.093133871 13887662.08698966, -2072974.093133871 13887702.279368525, -2072824.093133871 13887662.08698966, -2072714.2855127356 13887552.279368525, -2072674.093133871 13887402.279368525))",253,8
"POLYGON ((-2072817.1344914022 13887771.032633012, -2072857.3268702668 13887621.032633012, -2072967.1344914022 13887511.225011878, -2073117.1344914022 13887471.032633012, -2073267.1344914022 13887511.225011878, -2073376.9421125376 13887621.032633012, -2073417.1344914022 13887771.032633012, -2073376.9421125376 13887921.032633012, -2073267.1344914022 13888030.840254147, -2073117.1344914022 13888071.032633012, -2072967.1344914022 13888030.840254147, -2072857.3268702668 13887921.032633012, -2072817.1344914022 13887771.032633012))",336,8
"POLYGON ((-2074200.6551711047 13892239.10674012, -2074240.8475499693 13892089.10674012, -2074350.6551711047 13891979.299118986, -2074500.6551711047 13891939.10674012, -2074650.6551711047 13891979.299118986, -2074760.46279224 13892089.10674012, -2074800.6551711047 13892239.10674012, -2074760.46279224 13892389.10674012, -2074650.6551711047 13892498.914361255, -2074500.6551711047 13892539.10674012, -2074350.6551711047 13892498.914361255, -2074240.8475499693 13892389.10674012, -2074200.6551711047 13892239.10674012))",767,8
"POLYGON ((-2074517.070372809 13892359.305250617, -2074557.2627516736 13892209.305250617, -2074667.070372809 13892099.497629482, -2074817.070372809 13892059.305250617, -2074967.070372809 13892099.497629482, -2075076.8779939443 13892209.305250617, -2075117.070372809 13892359.305250617, -2075076.8779939443 13892509.305250617, -2074967.070372809 13892619.112871751, -2074817.070372809 13892659.305250617, -2074667.070372809 13892619.112871751, -2074557.2627516736 13892509.305250617, -2074517.070372809 13892359.305250617))",726,8
"POLYGON ((-2072783.9465751378 13887239.254962208, -2072824.1389540024 13887089.254962208, -2072933.9465751378 13886979.447341073, -2073083.9465751378 13886939.254962208, -2073233.9465751378 13886979.447341073, -2073343.7541962732 13887089.254962208, -2073383.9465751378 13887239.254962208, -2073343.7541962732 13887389.254962208, -2073233.9465751378 13887499.062583342, -2073083.9465751378 13887539.254962208, -2072933.9465751378 13887499.062583342, -2072824.1389540024 13887389.254962208, -2072783.9465751378 13887239.254962208))",236,8
"POLYGON ((-2074378.7624606693 13892386.49627066, -2074418.954839534 13892236.49627066, -2074528.7624606693 13892126.688649526, -2074678.7624606693 13892086.49627066, -2074828.7624606693 13892126.688649526, -2074938.5700818046 13892236.49627066, -2074978.7624606693 13892386.49627066, -2074938.5700818046 13892536.49627066, -2074828.7624606693 13892646.303891795, -2074678.7624606693 13892686.49627066, -2074528.7624606693 13892646.303891795, -2074418.954839534 13892536.49627066, -2074378.7624606693 13892386.49627066))",619,8
"POLYGON ((-2074452.359528161 13892388.31272565, -2074492.5519070255 13892238.31272565, -2074602.359528161 13892128.505104516, -2074752.359528161 13892088.31272565, -2074902.359528161 13892128.505104516, -2075012.1671492963 13892238.31272565, -2075052.359528161 13892388.31272565, -2075012.1671492963 13892538.31272565, -2074902.359528161 13892648.120346785, -2074752.359528161 13892688.31272565, -2074602.359528161 13892648.120346785, -2074492.5519070255 13892538.31272565, -2074452.359528161 13892388.31272565))",618,8
"POLYGON ((-2074589.0555276764 13891924.80488348, -2074629.247906541 13891774.80488348, -2074739.0555276764 13891664.997262346, -2074889.0555276764 13891624.80488348, -2075039.0555276764 13891664.997262346, -2075148.8631488117 13891774.80488348, -2075189.0555276764 13891924.80488348, -2075148.8631488117 13892074.80488348, -2075039.0555276764 13892184.612504615, -2074889.0555276764 13892224.80488348, -2074739.0555276764 13892184.612504615, -2074629.247906541 13892074.80488348, -2074589.0555276764 13891924.80488348))",744,8
"POLYGON ((-2072588.4503493386 13887603.933229666, -2072628.6427282032 13887453.933229666, -2072738.4503493386 13887344.125608532, -2072888.4503493386 13887303.933229666, -2073038.4503493386 13887344.125608532, -2073148.257970474 13887453.933229666, -2073188.4503493386 13887603.933229666, -2073148.257970474 13887753.933229666, -2073038.4503493386 13887863.7408508, -2072888.4503493386 13887903.933229666, -2072738.4503493386 13887863.7408508, -2072628.6427282032 13887753.933229666, -2072588.4503493386 13887603.933229666))",418,8
"POLYGON ((-2074331.8437096728 13891934.570965445, -2074372.0360885374 13891784.570965445, -2074481.8437096728 13891674.76334431, -2074631.8437096728 13891634.570965445, -2074781.8437096728 13891674.76334431, -2074891.6513308082 13891784.570965445, -2074931.8437096728 13891934.570965445, -2074891.6513308082 13892084.570965445, -2074781.8437096728 13892194.37858658, -2074631.8437096728 13892234.570965445, -2074481.8437096728 13892194.37858658, -2074372.0360885374 13892084.570965445, -2074331.8437096728 13891934.570965445))",776,8
"POLYGON ((-2074253.596096884 13892302.00955778, -2074293.7884757486 13892152.00955778, -2074403.596096884 13892042.201936645, -2074553.596096884 13892002.00955778, -2074703.596096884 13892042.201936645, -2074813.4037180194 13892152.00955778, -2074853.596096884 13892302.00955778, -2074813.4037180194 13892452.00955778, -2074703.596096884 13892561.817178914, -2074553.596096884 13892602.00955778, -2074403.596096884 13892561.817178914, -2074293.7884757486 13892452.00955778, -2074253.596096884 13892302.00955778))",774,8
"POLYGON ((-2074566.3060809206 13892335.596279876, -2074606.4984597852 13892185.596279876, -2074716.3060809206 13892075.788658742, -2074866.3060809206 13892035.596279876, -2075016.3060809206 13892075.788658742, -2075126.113702056 13892185.596279876, -2075166.3060809206 13892335.596279876, -2075126.113702056 13892485.596279876, -2075016.3060809206 13892595.40390101, -2074866.3060809206 13892635.596279876, -2074716.3060809206 13892595.40390101, -2074606.4984597852 13892485.596279876, -2074566.3060809206 13892335.596279876))",772,8
"POLYGON ((-2072512.7703751132 13887604.392060345, -2072552.9627539779 13887454.392060345, -2072662.7703751132 13887344.58443921, -2072812.7703751132 13887304.392060345, -2072962.7703751132 13887344.58443921, -2073072.5779962486 13887454.392060345, -2073112.7703751132 13887604.392060345, -2073072.5779962486 13887754.392060345, -2072962.7703751132 13887864.19968148, -2072812.7703751132 13887904.392060345, -2072662.7703751132 13887864.19968148, -2072552.9627539779 13887754.392060345, -2072512.7703751132 13887604.392060345))",77,7
"POLYGON ((-2072598.72119699 13887728.815574216, -2072638.9135758546 13887578.815574216, -2072748.72119699 13887469.007953081, -2072898.72119699 13887428.815574216, -2073048.72119699 13887469.007953081, -2073158.5288181254 13887578.815574216, -2073198.72119699 13887728.815574216, -2073158.5288181254 13887878.815574216, -2073048.72119699 13887988.62319535, -2072898.72119699 13888028.815574216, -2072748.72119699 13887988.62319535, -2072638.9135758546 13887878.815574216, -2072598.72119699 13887728.815574216))",266,7
"POLYGON ((-2074178.869955897 13892210.240298005, -2074219.0623347617 13892060.240298005, -2074328.869955897 13891950.43267687, -2074478.869955897 13891910.240298005, -2074628.869955897 13891950.43267687, -2074738.6775770325 13892060.240298005, -2074778.869955897 13892210.240298005, -2074738.6775770325 13892360.240298005, -2074628.869955897 13892470.04791914, -2074478.869955897 13892510.240298005, -2074328.869955897 13892470.04791914, -2074219.0623347617 13892360.240298005, -2074178.869955897 13892210.240298005))",601,7
"POLYGON ((-2073573.543446872 13886826.677848073, -2073613.7358257365 13886676.677848073, -2073723.543446872 13886566.870226938, -2073873.543446872 13886526.677848073, -2074023.543446872 13886566.870226938, -2074133.3510680073 13886676.677848073, -2074173.543446872 13886826.677848073, -2074133.3510680073 13886976.677848073, -2074023.543446872 13887086.485469207, -2073873.543446872 13887126.677848073, -2073723.543446872 13887086.485469207, -2073613.7358257365 13886976.677848073, -2073573.543446872 13886826.677848073))",507,7
"POLYGON ((-2072529.7717652852 13887574.612476569, -2072569.9641441498 13887424.612476569, -2072679.7717652852 13887314.804855434, -2072829.7717652852 13887274.612476569, -2072979.7717652852 13887314.804855434, -2073089.5793864205 13887424.612476569, -2073129.7717652852 13887574.612476569, -2073089.5793864205 13887724.612476569, -2072979.7717652852 13887834.420097703, -2072829.7717652852 13887874.612476569, -2072679.7717652852 13887834.420097703, -2072569.9641441498 13887724.612476569, -2072529.7717652852 13887574.612476569))",78,7
"POLYGON ((-2074167.8226939272 13892152.413985956, -2074208.0150727918 13892002.413985956, -2074317.8226939272 13891892.606364822, -2074467.8226939272 13891852.413985956, -2074617.8226939272 13891892.606364822, -2074727.6303150626 13892002.413985956, -2074767.8226939272 13892152.413985956, -2074727.6303150626 13892302.413985956, -2074617.8226939272 13892412.22160709, -2074467.8226939272 13892452.413985956, -2074317.8226939272 13892412.22160709, -2074208.0150727918 13892302.413985956, -2074167.8226939272 13892152.413985956))",604,7
"POLYGON ((-2072787.2492515263 13887235.952285824, -2072827.441630391 13887085.952285824, -2072937.2492515263 13886976.14466469, -2073087.2492515263 13886935.952285824, -2073237.2492515263 13886976.14466469, -2073347.0568726617 13887085.952285824, -2073387.2492515263 13887235.952285824, -2073347.0568726617 13887385.952285824, -2073237.2492515263 13887495.759906959, -2073087.2492515263 13887535.952285824, -2072937.2492515263 13887495.759906959, -2072827.441630391 13887385.952285824, -2072787.2492515263 13887235.952285824))",352,7
"POLYGON ((-2072617.5249833465 13887617.422999354, -2072657.717362211 13887467.422999354, -2072767.5249833465 13887357.61537822, -2072917.5249833465 13887317.422999354, -2073067.5249833465 13887357.61537822, -2073177.3326044818 13887467.422999354, -2073217.5249833465 13887617.422999354, -2073177.3326044818 13887767.422999354, -2073067.5249833465 13887877.230620489, -2072917.5249833465 13887917.422999354, -2072767.5249833465 13887877.230620489, -2072657.717362211 13887767.422999354, -2072617.5249833465 13887617.422999354))",363,7
"POLYGON ((-2072812.5246848916 13887776.851697832, -2072852.7170637562 13887626.851697832, -2072962.5246848916 13887517.044076698, -2073112.5246848916 13887476.851697832, -2073262.5246848916 13887517.044076698, -2073372.332306027 13887626.851697832, -2073412.5246848916 13887776.851697832, -2073372.332306027 13887926.851697832, -2073262.5246848916 13888036.659318967, -2073112.5246848916 13888076.851697832, -2072962.5246848916 13888036.659318967, -2072852.7170637562 13887926.851697832, -2072812.5246848916 13887776.851697832))",361,7
