name,listing_url,neighbourhood,latitude,longitude,price,room_type,review_scores_rating
"Private, Spacious & Sparkling Clean.  Near transit",https://www.airbnb.com/rooms/14887513,"Vancouver, British Columbia, Canada",49.26612,-123.03956,121.0,Entire home/apt,4.9
Between the Beach and Broadway,https://www.airbnb.com/rooms/15008574,"Vancouver, British Columbia, Canada",49.26774,-123.17773,115.0,Entire home/apt,4.93
"Cozy, Spacious and Modern 1 Bedroom Accommodation",https://www.airbnb.com/rooms/15022825,"Vancouver, British Columbia, Canada",49.26643,-123.05809,196.0,Entire home/apt,4.94
A Sweet Garden Suite,https://www.airbnb.com/rooms/15027668,"Vancouver, British Columbia, Canada",49.25525,-123.10767,181.0,Entire home/apt,4.83
Private Garden Sanctuary on 'The Drive',https://www.airbnb.com/rooms/15037603,"Vancouver, British Columbia, Canada",49.27369,-123.06303,130.0,Entire home/apt,4.84
Furnished 2 BDRM Coach House,https://www.airbnb.com/rooms/15040167,"Vancouver, British Columbia, Canada",49.25113,-123.11466,150.0,Entire home/apt,4.82
Private Unit in a residential neighborhood,https://www.airbnb.com/rooms/15041985,"Vancouver, British Columbia, Canada",49.25377,-123.04513,140.0,Entire home/apt,4.74
Jessie Crawford's Attic,https://www.airbnb.com/rooms/15043236,"Vancouver, British Columbia, Canada",49.27926,-123.08715,120.0,Entire home/apt,4.95
Local living! Commercial Dr studio w/easy transit,https://www.airbnb.com/rooms/15058838,"Vancouver, British Columbia, Canada",49.25489,-123.07461,123.0,Entire home/apt,4.85
"Hidden gem close to the beach, small cozy studio.",https://www.airbnb.com/rooms/15147197,"Vancouver, British Columbia, Canada",49.26531,-123.16218,126.0,Entire home/apt,4.9
Robson St Modern Luxe Condo by Vancouver Library,https://www.airbnb.com/rooms/15260043,"Vancouver, British Columbia, Canada",49.27947,-123.11835,129.0,Entire home/apt,4.83
Condo overlooking the heart of Downtown Vancouver,https://www.airbnb.com/rooms/15280784,"Vancouver, British Columbia, Canada",49.27952,-123.12024,125.0,Entire home/apt,5.0
Granville Street Gem 1Bed + Parking (B2),https://www.airbnb.com/rooms/15288267,"Vancouver, British Columbia, Canada",49.27629,-123.12508,160.0,Entire home/apt,4.93
2 bedroom garden level Dunbar- Jericho Beach,https://www.airbnb.com/rooms/15312395,,49.2543,-123.19622,146.0,Entire home/apt,4.77
"TRANSIT NEARBY,CONVIENIENT LOCATION,HUGE SPACE!!!",https://www.airbnb.com/rooms/15329853,"Vancouver, British Columbia, Canada",49.25117,-123.05318,170.0,Entire home/apt,4.92
Boutique Suites - King room,https://www.airbnb.com/rooms/15424088,"Vancouver, British Columbia, Canada",49.2849,-123.11725,141.0,Entire home/apt,4.81
Heart of Downtown Yaletown Vancouver Hornby Studio,https://www.airbnb.com/rooms/15471901,"Vancouver, British Columbia, Canada",49.2775,-123.13086,129.0,Entire home/apt,4.54
3BDR Beautiful Home with Gorgeous Views,https://www.airbnb.com/rooms/15582940,,49.24566,-123.16614,150.0,Entire home/apt,4.52
3 bedroom Duplex at Trout Lake in East Vancouver,https://www.airbnb.com/rooms/15707911,"Vancouver, British Columbia, Canada",49.25731,-123.06776,120.0,Entire home/apt,5.0
Gorgeous 2bdrm Garden Suite 15min to downtown PNE,https://www.airbnb.com/rooms/16026015,"Vancouver, British Columbia, Canada",49.28457,-123.04419,183.0,Entire home/apt,4.81
Modern Gem -  Fully Furnished Apartment,https://www.airbnb.com/rooms/16083491,"Vancouver, British Columbia, Canada",49.28638,-123.02704,167.0,Entire home/apt,4.87
Spacious Sub-Penthouse View Condo on 30th Floor,https://www.airbnb.com/rooms/16120923,,49.28056,-123.12523,120.0,Entire home/apt,4.94
Chinatown Penthouse Sanctuary,https://www.airbnb.com/rooms/16221349,"Vancouver, British Columbia, Canada",49.280476,-123.098785,196.0,Entire home/apt,4.82
Sleek Contemporary Studio,https://www.airbnb.com/rooms/16243231,"Vancouver, British Columbia, Canada",49.25824,-123.10429,102.0,Entire home/apt,4.84
1 Bedroom + Den in the heart of Yaletown,https://www.airbnb.com/rooms/16288021,,49.27905,-123.11948,115.0,Entire home/apt,5.0
New Condo in Vancouver,https://www.airbnb.com/rooms/16302576,,49.28168,-123.06178,110.0,Entire home/apt,5.0
Sunny Central Downtown Spot Sleeps Four!,https://www.airbnb.com/rooms/16315060,"Vancouver, British Columbia, Canada",49.27857,-123.12299,196.0,Entire home/apt,4.8
Gorgeous Gastown near everything.  Incl. parking.,https://www.airbnb.com/rooms/16380622,,49.28186,-123.10771,120.0,Entire home/apt,5.0
Location! Parking New reno. & 2 blocks from beach.,https://www.airbnb.com/rooms/16491614,"Vancouver, British Columbia, Canada",49.27821,-123.13297,185.0,Entire home/apt,4.8
Charming 3 bd home in hip east hood,https://www.airbnb.com/rooms/16673770,"Vancouver, British Columbia, Canada",49.27985,-123.05817,100.0,Entire home/apt,4.0
Casa Serena,https://www.airbnb.com/rooms/16720749,"Vancouver, British Columbia, Canada",49.25789,-123.09123,150.0,Entire home/apt,4.94
Cozy 1 bedroom located in South East Vancouver.,https://www.airbnb.com/rooms/16817056,"Vancouver, British Columbia, Canada",49.23073,-123.0577,170.0,Entire home/apt,4.85
"Groovy East Van Guest Pad - a cosy, retro space.",https://www.airbnb.com/rooms/16914589,"Vancouver, British Columbia, Canada",49.25358,-123.08041,110.0,Entire home/apt,4.93
City Cottage Spacious Studio Bdrm - 25% off,https://www.airbnb.com/rooms/16987578,"Vancouver, British Columbia, Canada",49.25291,-123.08392,199.0,Entire home/apt,4.81
Family-Friendly Modern 2 BRM Garden Suite,https://www.airbnb.com/rooms/17042292,"Vancouver, British Columbia, Canada",49.25855,-123.07922,110.0,Entire home/apt,4.92
Take in 180-Degree Panoramas in a Sleek Executive Penthouse,https://www.airbnb.com/rooms/17120438,"Vancouver, British Columbia, Canada",49.29387,-123.13034,149.0,Entire home/apt,5.0
Asian Heritage meets Pacific West Coast,https://www.airbnb.com/rooms/17282580,"Vancouver, British Columbia, Canada",49.27944,-123.09981,120.0,Entire home/apt,4.51
Lotusland Garden Suite,https://www.airbnb.com/rooms/17383030,"Vancouver, British Columbia, Canada",49.28566,-123.05355,183.0,Entire home/apt,4.82
Garden Level Cedar Cottage 2 Bdrm,https://www.airbnb.com/rooms/17517890,"Vancouver, British Columbia, Canada",49.25282,-123.08034,120.0,Entire home/apt,4.74
MAGNIFICENT MAIN ST LOVELY 2 BDRM & GREAT LOCATION,https://www.airbnb.com/rooms/17546167,"Vancouver, British Columbia, Canada",49.21622,-123.10308,150.0,Entire home/apt,4.33
Charming 2 bedrooms suite in character home,https://www.airbnb.com/rooms/17580870,"Vancouver, British Columbia, Canada",49.25504,-123.08632,171.0,Entire home/apt,4.93
"Cozy, warm home in Vancouver",https://www.airbnb.com/rooms/17640274,"Vancouver, British Columbia, Canada",49.21398,-123.13225,120.0,Entire home/apt,4.79
Bright and Modern Apartment in a GREAT Location,https://www.airbnb.com/rooms/17703644,"Vancouver, British Columbia, Canada",49.25744,-123.10509,174.0,Entire home/apt,4.59
Designer Suite with Panoramic View,https://www.airbnb.com/rooms/17733636,"Vancouver, British Columbia, Canada",49.27951,-123.11818,120.0,Entire home/apt,4.91
The Teal Suite: 2 bedroom coach house in Vancouver,https://www.airbnb.com/rooms/17738026,"Vancouver, British Columbia, Canada",49.23522,-123.07804,160.0,Entire home/apt,5.0
1BDR Bright cozy unit- Wifi-Kitchen-Balcony,https://www.airbnb.com/rooms/17764717,"Vancouver, British Columbia, Canada",49.26891,-123.18143,175.0,Entire home/apt,4.9
"The Turquoise Suite- new, private 2 bedroom suite",https://www.airbnb.com/rooms/17767948,"Vancouver, British Columbia, Canada",49.23711,-123.07616,111.0,Entire home/apt,4.82
"Warm, Cosy & Private Two Bedroom on the Drive",https://www.airbnb.com/rooms/17799980,,49.27295,-123.07359,199.0,Entire home/apt,4.78
"Large, private 1 bed executive condo in yaletown",https://www.airbnb.com/rooms/17849718,,49.27486,-123.11602,160.0,Entire home/apt,4.86
Condo middle of DT Vancouver 2 bdrs +1 FreeParking,https://www.airbnb.com/rooms/17891295,"Vancouver, British Columbia, Canada",49.28249,-123.1243,125.0,Entire home/apt,4.98
"West End Jem! Jr. 1br, 2blks from Beach",https://www.airbnb.com/rooms/17905368,"Vancouver, British Columbia, Canada",49.2922,-123.14128,148.0,Entire home/apt,4.89
Downtown Vancouver / Yaletown Luxury Living (2),https://www.airbnb.com/rooms/17907461,"Vancouver, British Columbia, Canada",49.27496,-123.12725,159.0,Entire home/apt,4.88
Vintage 1950s East Van Family Home Near Skytrain,https://www.airbnb.com/rooms/17964143,"Vancouver, British Columbia, Canada",49.26359,-123.03654,120.0,Entire home/apt,5.0
Bright Euro loft in central Vancouver!,https://www.airbnb.com/rooms/17980077,,49.26917,-123.09949,140.0,Entire home/apt,5.0
Admire Views of Emery Barnes Park at a Soft-Gray Studio,https://www.airbnb.com/rooms/17994715,"Vancouver, British Columbia, Canada",49.27704,-123.12395,144.0,Entire home/apt,4.94
Modern studio in the heart of downtown Vancouver,https://www.airbnb.com/rooms/18040461,,49.28029,-123.12526,115.0,Entire home/apt,4.61
"Spacious, Bright 1 BR suite in East Vancouver",https://www.airbnb.com/rooms/18058854,"Vancouver, British Columbia, Canada",49.2688,-123.05555,149.0,Entire home/apt,4.9
Minutes to Beach - Kitsilano Garden Suite,https://www.airbnb.com/rooms/18062481,"Vancouver, British Columbia, Canada",49.2662,-123.17177,150.0,Entire home/apt,3.0
Studio With Parking in the Heart of Downtown,https://www.airbnb.com/rooms/18089401,"Vancouver, British Columbia, Canada",49.27929,-123.13063,130.0,Entire home/apt,4.91
Big & luxury basement suite near downtown Vancouver,https://www.airbnb.com/rooms/18177758,"Vancouver, British Columbia, Canada",49.24582,-123.11826,124.0,Entire home/apt,4.73
"Cheerful, one bedroom suite in 1940's bungalow.",https://www.airbnb.com/rooms/18357164,"Vancouver, British Columbia, Canada",49.26563,-123.04365,121.0,Entire home/apt,4.97
Light the Electric Fire at This Ambient Lit Modern Pad,https://www.airbnb.com/rooms/18374938,"Vancouver, British Columbia, Canada",49.21417,-123.08368,124.0,Entire home/apt,4.81
West Coast Guest House,https://www.airbnb.com/rooms/18408882,"Vancouver, British Columbia, Canada",49.26787,-123.0652,128.0,Entire home/apt,4.83
Bright open space near Main street/False creek.,https://www.airbnb.com/rooms/18411101,"Vancouver, British Columbia, Canada",49.26806,-123.09441,135.0,Entire home/apt,
Modern and Bright Downtown/Yaletown Condo,https://www.airbnb.com/rooms/18416487,,49.27756,-123.12097,105.0,Entire home/apt,5.0
Garden Suite,https://www.airbnb.com/rooms/18451694,,49.26308,-123.17923,119.0,Entire home/apt,4.57
Lovely Kits Suite,https://www.airbnb.com/rooms/18487547,"Vancouver, British Columbia, Canada",49.25975,-123.15494,175.0,Entire home/apt,4.94
"Clean, Elegant and Spacious Suite in Kits West",https://www.airbnb.com/rooms/18503614,"Vancouver, British Columbia, Canada",49.26252,-123.18165,145.0,Entire home/apt,4.93
Contemporary-Cool Retreat with Sleek Glass and Metallics,https://www.airbnb.com/rooms/18504108,"Vancouver, British Columbia, Canada",49.27665,-123.1208,130.0,Entire home/apt,5.0
Amazing location w/parking heart of Downtown,https://www.airbnb.com/rooms/18525552,"Vancouver, British Columbia, Canada",49.28138,-123.11857,125.0,Entire home/apt,4.89
Large Luxury Kitsilano Beach 2 bedroom 2 bath,https://www.airbnb.com/rooms/18563528,"Vancouver, British Columbia, Canada",49.27027,-123.14866,186.0,Entire home/apt,4.85
Bright private garden suite off Commercial Drive,https://www.airbnb.com/rooms/18616579,,49.26823,-123.05603,117.0,Entire home/apt,4.79
Kerrisdale fully renovated 2 bedrooms,https://www.airbnb.com/rooms/18617790,"Vancouver, British Columbia, Canada",49.23802,-123.16885,151.0,Entire home/apt,4.9
"Vancouver, Kitsilano condo 111 steps to Kits beach",https://www.airbnb.com/rooms/18638495,"Vancouver, British Columbia, Canada",49.27324,-123.15193,111.0,Entire home/apt,5.0
Luxury downtown condo,https://www.airbnb.com/rooms/18638835,"Vancouver, British Columbia, Canada",49.27878,-123.10797,108.0,Entire home/apt,4.76
1 or 2 bedroom Kerrisdale Touch of Tuscany.,https://www.airbnb.com/rooms/18655249,"Vancouver, British Columbia, Canada",49.23453,-123.16569,140.0,Entire home/apt,4.9
M i n i m à l e / 30 night min / Available 2023,https://www.airbnb.com/rooms/18735027,"Vancouver, British Columbia, Canada",49.23911,-123.1482,176.0,Entire home/apt,4.91
Main Street Vancouver Style,https://www.airbnb.com/rooms/18736292,"Vancouver, British Columbia, Canada",49.23359,-123.09929,117.0,Entire home/apt,4.9
#2 BBH: Bright Beautiful Home/亮丽之家,https://www.airbnb.com/rooms/18773655,"Vancouver, British Columbia, Canada",49.21718,-123.10661,147.0,Entire home/apt,4.72
1BDR Bright Modern 2level suite,https://www.airbnb.com/rooms/18795540,"Vancouver, British Columbia, Canada",49.25881,-123.14922,130.0,Entire home/apt,4.65
Amazing Spacious 1br in Downtown Vancouver & view,https://www.airbnb.com/rooms/18809180,"Vancouver, British Columbia, Canada",49.27907,-123.10671,120.0,Entire home/apt,4.84
Lovely 3-bedroom house on the Drive,https://www.airbnb.com/rooms/18858999,"Vancouver, British Columbia, Canada",49.27196,-123.06405,150.0,Entire home/apt,5.0
Pacific Rose Retreat - Modern condo DT Vancouver,https://www.airbnb.com/rooms/18879201,"Vancouver, British Columbia, Canada",49.27767,-123.12908,103.0,Entire home/apt,4.79
Scandinavian Oasis in the Sky,https://www.airbnb.com/rooms/18894921,"Vancouver, British Columbia, Canada",49.27837,-123.09956,151.0,Entire home/apt,5.0
Stunning Sunny Corner Penthouse Near Hospital,https://www.airbnb.com/rooms/18897481,"Vancouver, British Columbia, Canada",49.25836,-123.12625,128.0,Entire home/apt,4.92
"DT Vancouver 1 bdrm, Steps to Everything",https://www.airbnb.com/rooms/18935250,,49.27896,-123.13227,125.0,Entire home/apt,4.95
Kitsilano Perfection,https://www.airbnb.com/rooms/18946167,"Vancouver, British Columbia, Canada",49.26574,-123.14893,145.0,Entire home/apt,5.0
"Modern suite near trendy Main St, sleeps 1-4",https://www.airbnb.com/rooms/19019070,"Vancouver, British Columbia, Canada",49.25237,-123.09729,132.0,Entire home/apt,4.89
Mount Pleasant Haven,https://www.airbnb.com/rooms/19035665,,49.2555,-123.09562,100.0,Entire home/apt,4.78
Cozy 2 bedroom basement suite in Vancouver,https://www.airbnb.com/rooms/19040448,"Vancouver, British Columbia, Canada",49.26772,-123.02904,189.0,Entire home/apt,4.8
Quaint private Kitsilano Bedroom & Bathroom suite!,https://www.airbnb.com/rooms/19055891,"Vancouver, British Columbia, Canada",49.26082,-123.16845,163.0,Entire home/apt,4.66
Beautiful Modern Studio in heart of downtown,https://www.airbnb.com/rooms/19137495,"Vancouver, British Columbia, Canada",49.28219,-123.12516,200.0,Entire home/apt,4.83
One bedroom apartment in Kits.,https://www.airbnb.com/rooms/19211342,,49.26705,-123.15698,125.0,Entire home/apt,4.5
Executive Condo Downtown & Parking,https://www.airbnb.com/rooms/19236655,"Vancouver, British Columbia, Canada",49.28731,-123.12592,160.0,Entire home/apt,4.89
Bright and Stylish Two Bedroom: I Heart East Van!,https://www.airbnb.com/rooms/19250702,"Vancouver, British Columbia, Canada",49.27795,-123.06427,200.0,Entire home/apt,5.0
Bayview Heritage House,https://www.airbnb.com/rooms/19251596,"Vancouver, British Columbia, Canada",49.26486,-123.18136,185.0,Entire home/apt,4.89
One bedroom apartment within downtown Vancouver,https://www.airbnb.com/rooms/19271929,"Vancouver, British Columbia, Canada",49.27704,-123.12217,115.0,Entire home/apt,4.84
Spacious studio in West end,https://www.airbnb.com/rooms/19273894,"Vancouver, British Columbia, Canada",49.28904,-123.13452,120.0,Entire home/apt,4.67
2bedroom 2 bathroom condo in lively East Van,https://www.airbnb.com/rooms/19296579,"Vancouver, British Columbia, Canada",49.27804,-123.06098,139.0,Entire home/apt,5.0
Gorgeous Bachelor in Downtown Vancouver,https://www.airbnb.com/rooms/19388671,,49.27735,-123.12718,108.0,Entire home/apt,4.6
163 1 Bedroon & Den Sleeps 3,https://www.airbnb.com/rooms/19437169,,49.28742,-123.12805,103.0,Entire home/apt,4.67
Amazing Vancouver Views from a Mid-Century Building,https://www.airbnb.com/rooms/19459877,"Vancouver, British Columbia, Canada",49.28118,-123.12537,159.0,Entire home/apt,4.97
Kitsilano Beach Living,https://www.airbnb.com/rooms/19470470,,49.2665,-123.14857,109.0,Entire home/apt,5.0
Home Away From Home 🥳  Kits Suite,https://www.airbnb.com/rooms/19471902,"Vancouver, British Columbia, Canada",49.26,-123.18298,118.0,Entire home/apt,4.86
Heart of the West End/Downtown,https://www.airbnb.com/rooms/19676826,"Vancouver, British Columbia, Canada",49.28572,-123.13627,200.0,Entire home/apt,5.0
Modern Strathcona Garden Suite,https://www.airbnb.com/rooms/19722142,"Vancouver, British Columbia, Canada",49.27892,-123.07912,189.0,Entire home/apt,4.86
Prime Downtown Vancouver - junior 1 bedroom,https://www.airbnb.com/rooms/19762397,"Vancouver, British Columbia, Canada",49.28215,-123.12503,126.0,Entire home/apt,4.96
Bright & Airy 1 Bedroom Plus Den On Oak,https://www.airbnb.com/rooms/19805434,,49.25986,-123.12692,105.0,Entire home/apt,4.25
Bright and Cozy Garden Suite,https://www.airbnb.com/rooms/19831337,"Vancouver, British Columbia, Canada",49.27729,-123.05511,100.0,Entire home/apt,4.71
188 Keefer Place Vancouver  Rogers Arena,https://www.airbnb.com/rooms/19832108,"Vancouver, British Columbia, Canada",49.23939,-123.09124,165.0,Entire home/apt,4.33
"Renovated, bright craftsman home - 3BED 2BATH",https://www.airbnb.com/rooms/19862607,"Vancouver, British Columbia, Canada",49.26084,-123.09042,105.0,Entire home/apt,4.82
Bright Cozy Studio with Private Entrance,https://www.airbnb.com/rooms/19866248,"Vancouver, British Columbia, Canada",49.26144,-123.1851,164.0,Entire home/apt,4.47
Gorgeous Coal Harbour view of Vancouver Downtown,https://www.airbnb.com/rooms/19931966,"Vancouver, British Columbia, Canada",49.2884,-123.12605,145.0,Entire home/apt,4.3
Garden Suite for large group,https://www.airbnb.com/rooms/20002260,,49.23272,-123.13075,200.0,Entire home/apt,4.13
DROPLET teardrop trailer,https://www.airbnb.com/rooms/20073140,"Vancouver, British Columbia, Canada",49.28435,-123.13874,112.0,Entire home/apt,4.88
Gorgeous luxury 1 bedroom + den DOWNTOWN Vancouver,https://www.airbnb.com/rooms/20090741,,49.29373,-123.13452,105.0,Entire home/apt,3.8
Vancouver Oasis,https://www.airbnb.com/rooms/20093556,,49.24811,-123.0798,190.0,Entire home/apt,4.98
New Urban Modern Main St Coach House StreetParking,https://www.airbnb.com/rooms/20095858,"Vancouver, British Columbia, Canada",49.24404,-123.10111,142.0,Entire home/apt,4.96
Modern Apartment in the Heart of Downtown,https://www.airbnb.com/rooms/20216848,,49.28072,-123.12483,110.0,Entire home/apt,4.92
Modern Downtown Apartment | Yaletown with Parking,https://www.airbnb.com/rooms/20234427,,49.27654,-123.11793,119.0,Entire home/apt,5.0
"Contemporary, Upscale, Chinatown Retreat",https://www.airbnb.com/rooms/20284672,"Vancouver, British Columbia, Canada",49.27714,-123.09857,166.0,Entire home/apt,4.64
Spacious Kits Apartment,https://www.airbnb.com/rooms/20359188,"Vancouver, British Columbia, Canada",49.26463,-123.16143,100.0,Entire home/apt,5.0
New Luxury 1 BR by Pacific Centre Mall & Robson St,https://www.airbnb.com/rooms/20413631,"Vancouver, British Columbia, Canada",49.28152,-123.11645,170.0,Entire home/apt,5.0
Richmond Luxury Private Suite,https://www.airbnb.com/rooms/20496376,"Richmond, British Columbia, Canada",49.1879,-123.08604,166.0,Entire home/apt,4.83
Gorgeous loft-style apt by Kits Beach & W4th,https://www.airbnb.com/rooms/20541307,"Vancouver, British Columbia, Canada",49.26769,-123.16714,190.0,Entire home/apt,4.62
Luxury House for the Price of Apartment,https://www.airbnb.com/rooms/20555247,"Vancouver, British Columbia, Canada",49.26697,-123.04348,141.0,Entire home/apt,4.87
Sleek Modern Furnished Studio in Mount Pleasant,https://www.airbnb.com/rooms/20634649,"Vancouver, British Columbia, Canada",49.26404,-123.10546,178.0,Entire home/apt,4.67
"Charming, self contained studio suite near UBC.",https://www.airbnb.com/rooms/20856734,"Vancouver, British Columbia, Canada",49.25959,-123.18791,109.0,Entire home/apt,4.86
Super Central 2 Bdrm Oasis,https://www.airbnb.com/rooms/20903006,"Vancouver, British Columbia, Canada",49.26073,-123.1072,150.0,Entire home/apt,5.0
"Stylish, Bright + View in the Heart of Mt Pleasant",https://www.airbnb.com/rooms/20982614,"Vancouver, British Columbia, Canada",49.26564,-123.10106,125.0,Entire home/apt,4.79
Welcome to our 1 bedroom private garden oasis.,https://www.airbnb.com/rooms/21011527,,49.2728,-123.07355,125.0,Entire home/apt,4.77
Beautifully furnished 2 Bdr apt-Downtown Vancouver,https://www.airbnb.com/rooms/21030772,"Vancouver, British Columbia, Canada",49.28002,-123.11053,120.0,Entire home/apt,4.75
Sweet Suite- Small but has it all,https://www.airbnb.com/rooms/21040777,"Vancouver, British Columbia, Canada",49.24788,-123.08138,149.0,Entire home/apt,4.78
B1 - Stylish High Rise Condo with Skyline Views,https://www.airbnb.com/rooms/21100013,"Vancouver, British Columbia, Canada",49.27609,-123.12527,150.0,Entire home/apt,4.92
Modern & Bright West Broadway & Oak 1 Bedroom Unit,https://www.airbnb.com/rooms/21112252,,49.26027,-123.1263,120.0,Entire home/apt,4.31
Unique Loft Central Location in Downtown Vancouver,https://www.airbnb.com/rooms/21137609,"Vancouver, British Columbia, Canada",49.27979,-123.12022,140.0,Entire home/apt,4.92
"Chic Beach Ave 2 bed, 2 bath & POOL!",https://www.airbnb.com/rooms/21140065,"Vancouver, British Columbia, Canada",49.27524,-123.13415,196.0,Entire home/apt,4.58
Chinatown Two Bed Oasis w Private Terrace,https://www.airbnb.com/rooms/21140112,"Vancouver, British Columbia, Canada",49.28149,-123.09971,106.0,Entire home/apt,4.87
Location!!! Quiet Studio Vancouver! Sunset Beach!,https://www.airbnb.com/rooms/21142387,"Vancouver, British Columbia, Canada",49.27811,-123.13095,100.0,Entire home/apt,5.0
Cozy & Spacious Furnished 1 Bedroom Across VGH,https://www.airbnb.com/rooms/21188818,,49.26024,-123.12837,125.0,Entire home/apt,4.38
Vancouver Heights - Suite Deal!,https://www.airbnb.com/rooms/21242660,"Burnaby, British Columbia, Canada",49.28693,-123.01283,101.0,Entire home/apt,4.9
Coziest & Ultra Cleanest Condo in Kitsilano,https://www.airbnb.com/rooms/21264147,"Vancouver, British Columbia, Canada",49.26489,-123.15048,166.0,Entire home/apt,4.87
Riley Park Coach House in Central Vancouver,https://www.airbnb.com/rooms/21298863,"Vancouver, British Columbia, Canada",49.25331,-123.11395,135.0,Entire home/apt,5.0
Modern Condo in Central Vancouver,https://www.airbnb.com/rooms/21344002,,49.24988,-123.1038,125.0,Entire home/apt,3.0
The Sherbrooke Laneway,https://www.airbnb.com/rooms/21363777,"Vancouver, British Columbia, Canada",49.2326,-123.08251,122.0,Entire home/apt,5.0
Two bedroom suite in Kitsilano,https://www.airbnb.com/rooms/21412468,"Vancouver, British Columbia, Canada",49.26718,-123.16534,126.0,Entire home/apt,4.84
✩Seaside Kitsilano ✩Walk everywhere,https://www.airbnb.com/rooms/21455497,"Vancouver, British Columbia, Canada",49.26993,-123.16528,188.0,Entire home/apt,4.86
"PNW Suite-Stanley Park, secure parking, dogs :)",https://www.airbnb.com/rooms/21462888,"Vancouver, British Columbia, Canada",49.2935,-123.13451,200.0,Entire home/apt,4.73
Bachelor Suite in Strathcona,https://www.airbnb.com/rooms/21504385,"Vancouver, British Columbia, Canada",49.2788,-123.07913,136.0,Entire home/apt,4.71
Newly built bright modern townhouse,https://www.airbnb.com/rooms/21519598,"Vancouver, British Columbia, Canada",49.215463308004445,-123.1401970898836,200.0,Entire home/apt,
Spacious South Granville Modern & Bright 2 Bedroom,https://www.airbnb.com/rooms/21527208,"Vancouver, British Columbia, Canada",49.25976,-123.12793,135.0,Entire home/apt,4.82
Modern Chic Downtown in the heart of Vancouver,https://www.airbnb.com/rooms/21550757,,49.27754,-123.11257,149.0,Entire home/apt,5.0
Trendy Downtown Condo with 2 Beds and Parking (E3),https://www.airbnb.com/rooms/21581560,,49.28212,-123.12293,145.0,Entire home/apt,5.0
Private Lane House. 1 bedroom  550sq.ft,https://www.airbnb.com/rooms/21607882,"Vancouver, British Columbia, Canada",49.22584,-123.13769,135.0,Entire home/apt,4.59
Charming Condo – Heart of Downtown Vancouver,https://www.airbnb.com/rooms/21621989,"Vancouver, British Columbia, Canada",49.28412,-123.12396,114.0,Entire home/apt,4.5
Gorgeous downtown suite (+Solarium) - Ocean View,https://www.airbnb.com/rooms/21627553,"Vancouver, British Columbia, Canada",49.27976,-123.11119,170.0,Entire home/apt,4.67
Cozy Yaletown 1 Bedroom Condo Bright Corner Suite,https://www.airbnb.com/rooms/21631987,,49.27889,-123.12168,150.0,Entire home/apt,5.0
South False Creek Waterfront Seawall Townhouse,https://www.airbnb.com/rooms/21633892,"Vancouver, British Columbia, Canada",49.26846,-123.12937,175.0,Entire home/apt,5.0
Water View 1 Bedroom - 1 Office in Downtown,https://www.airbnb.com/rooms/21643708,"Vancouver, British Columbia, Canada",49.28603,-123.12555,123.0,Entire home/apt,4.5
Family Friendly in East Vancouver,https://www.airbnb.com/rooms/21813103,,49.25503,-123.08026,200.0,Entire home/apt,4.92
2 bedroom 15min from Vancouver/long term available,https://www.airbnb.com/rooms/21869910,"Burnaby, British Columbia, Canada",49.26846,-123.00857,145.0,Entire home/apt,4.83
Modern apartment (Mount Pleasant/Olympic Village),https://www.airbnb.com/rooms/21879605,"Vancouver, British Columbia, Canada",49.26978,-123.09867,130.0,Entire home/apt,4.91
Charming 1 Bdrm View Suite,https://www.airbnb.com/rooms/21935901,"Vancouver, British Columbia, Canada",49.26434,-123.13303,193.0,Entire home/apt,4.77
Private Garden Suite steps from Commercial Drive,https://www.airbnb.com/rooms/21949883,"Vancouver, British Columbia, Canada",49.27305,-123.06801,160.0,Entire home/apt,4.78
Vancouver Cozy 1 Bedroom Above-Ground Bsmt Suite,https://www.airbnb.com/rooms/21985887,"Vancouver, British Columbia, Canada",49.28731,-123.04954,100.0,Entire home/apt,4.5
*Private Modern Home in Lovely East Village*,https://www.airbnb.com/rooms/22059982,"Vancouver, British Columbia, Canada",49.27411,-123.04884,144.0,Entire home/apt,4.8
Beautiful  1 bed + den + solarium with Large patio,https://www.airbnb.com/rooms/22131052,"Vancouver, British Columbia, Canada",49.27833,-123.12059,112.0,Entire home/apt,5.0
Downtown Vancouver Close to Everything!!!,https://www.airbnb.com/rooms/22143965,"Vancouver, British Columbia, Canada",49.27991,-123.12494,190.0,Entire home/apt,4.58
Cozy Downtown Living! - Central DT!,https://www.airbnb.com/rooms/22162819,,49.28034,-123.12509,197.0,Entire home/apt,4.59
West Coast Beach House 3 blocks to Seawall,https://www.airbnb.com/rooms/22189491,,49.27555,-123.09823,160.0,Entire home/apt,4.5
Mid Century Modern Suite Across VGH,https://www.airbnb.com/rooms/22231178,,49.26177,-123.12674,101.0,Entire home/apt,4.81
"Ocean View 2BR Condo in Coal Harbor, DT, Vancouver",https://www.airbnb.com/rooms/22251747,"Vancouver, British Columbia, Canada",49.28939,-123.12581,168.0,Entire home/apt,4.93
Location!  View!  Style! Comfort!,https://www.airbnb.com/rooms/22292913,"Vancouver, British Columbia, Canada",49.27559,-123.12718,159.0,Entire home/apt,4.95
Spacious Family Friendly 2 Bedroom,https://www.airbnb.com/rooms/22298691,,49.25985,-123.12696,135.0,Entire home/apt,4.0
