geometry,id,count
"POLYGON ((-2075090.9810264963 13888245.527457, -2075131.173405361 13888095.527457, -2075240.9810264963 13887985.719835866, -2075390.9810264963 13887945.527457, -2075540.9810264963 13887985.719835866, -2075650.7886476316 13888095.527457, -2075690.9810264963 13888245.527457, -2075650.7886476316 13888395.527457, -2075540.9810264963 13888505.335078135, -2075390.9810264963 13888545.527457, -2075240.9810264963 13888505.335078135, -2075131.173405361 13888395.527457, -2075090.9810264963 13888245.527457))",741,14
"POLYGON ((-2074944.7060062427 13888277.809059199, -2074984.8983851073 13888127.809059199, -2075094.7060062427 13888018.001438065, -2075244.7060062427 13887977.809059199, -2075394.7060062427 13888018.001438065, -2075504.513627378 13888127.809059199, -2075544.7060062427 13888277.809059199, -2075504.513627378 13888427.809059199, -2075394.7060062427 13888537.616680333, -2075244.7060062427 13888577.809059199, -2075094.7060062427 13888537.616680333, -2074984.8983851073 13888427.809059199, -2074944.7060062427 13888277.809059199))",649,14
"POLYGON ((-2075019.2897926043 13888240.965446578, -2075059.482171469 13888090.965446578, -2075169.2897926043 13887981.157825444, -2075319.2897926043 13887940.965446578, -2075469.2897926043 13887981.157825444, -2075579.0974137397 13888090.965446578, -2075619.2897926043 13888240.965446578, -2075579.0974137397 13888390.965446578, -2075469.2897926043 13888500.773067713, -2075319.2897926043 13888540.965446578, -2075169.2897926043 13888500.773067713, -2075059.482171469 13888390.965446578, -2075019.2897926043 13888240.965446578))",645,14
"POLYGON ((-2074832.747965106 13887931.644582096, -2074872.9403439707 13887781.644582096, -2074982.747965106 13887671.836960962, -2075132.747965106 13887631.644582096, -2075282.747965106 13887671.836960962, -2075392.5555862414 13887781.644582096, -2075432.747965106 13887931.644582096, -2075392.5555862414 13888081.644582096, -2075282.747965106 13888191.452203231, -2075132.747965106 13888231.644582096, -2074982.747965106 13888191.452203231, -2074872.9403439707 13888081.644582096, -2074832.747965106 13887931.644582096))",2071,14
"POLYGON ((-2075001.5623502496 13888282.847557448, -2075041.7547291142 13888132.847557448, -2075151.5623502496 13888023.039936313, -2075301.5623502496 13887982.847557448, -2075451.5623502496 13888023.039936313, -2075561.369971385 13888132.847557448, -2075601.5623502496 13888282.847557448, -2075561.369971385 13888432.847557448, -2075451.5623502496 13888542.655178582, -2075301.5623502496 13888582.847557448, -2075151.5623502496 13888542.655178582, -2075041.7547291142 13888432.847557448, -2075001.5623502496 13888282.847557448))",648,14
"POLYGON ((-2071803.0455187168 13885343.420231352, -2071843.2378975814 13885193.420231352, -2071953.0455187168 13885083.612610217, -2072103.0455187168 13885043.420231352, -2072253.0455187168 13885083.612610217, -2072362.8531398522 13885193.420231352, -2072403.0455187168 13885343.420231352, -2072362.8531398522 13885493.420231352, -2072253.0455187168 13885603.227852486, -2072103.0455187168 13885643.420231352, -2071953.0455187168 13885603.227852486, -2071843.2378975814 13885493.420231352, -2071803.0455187168 13885343.420231352))",484,14
"POLYGON ((-2075054.504951449 13888214.5196218, -2075094.6973303137 13888064.5196218, -2075204.504951449 13887954.712000666, -2075354.504951449 13887914.5196218, -2075504.504951449 13887954.712000666, -2075614.3125725845 13888064.5196218, -2075654.504951449 13888214.5196218, -2075614.3125725845 13888364.5196218, -2075504.504951449 13888474.327242935, -2075354.504951449 13888514.5196218, -2075204.504951449 13888474.327242935, -2075094.6973303137 13888364.5196218, -2075054.504951449 13888214.5196218))",641,14
"POLYGON ((-2075101.0932949677 13888225.825107956, -2075141.2856738323 13888075.825107956, -2075251.0932949677 13887966.017486822, -2075401.0932949677 13887925.825107956, -2075551.0932949677 13887966.017486822, -2075660.900916103 13888075.825107956, -2075701.0932949677 13888225.825107956, -2075660.900916103 13888375.825107956, -2075551.0932949677 13888485.63272909, -2075401.0932949677 13888525.825107956, -2075251.0932949677 13888485.63272909, -2075141.2856738323 13888375.825107956, -2075101.0932949677 13888225.825107956))",745,14
"POLYGON ((-2074897.9977275447 13888345.148143983, -2074938.1901064094 13888195.148143983, -2075047.9977275447 13888085.340522848, -2075197.9977275447 13888045.148143983, -2075347.9977275447 13888085.340522848, -2075457.8053486801 13888195.148143983, -2075497.9977275447 13888345.148143983, -2075457.8053486801 13888495.148143983, -2075347.9977275447 13888604.955765117, -2075197.9977275447 13888645.148143983, -2075047.9977275447 13888604.955765117, -2074938.1901064094 13888495.148143983, -2074897.9977275447 13888345.148143983))",2037,14
"POLYGON ((-2074943.4985818276 13888237.05025772, -2074983.6909606922 13888087.05025772, -2075093.4985818276 13887977.242636586, -2075243.4985818276 13887937.05025772, -2075393.4985818276 13887977.242636586, -2075503.306202963 13888087.05025772, -2075543.4985818276 13888237.05025772, -2075503.306202963 13888387.05025772, -2075393.4985818276 13888496.857878854, -2075243.4985818276 13888537.05025772, -2075093.4985818276 13888496.857878854, -2074983.6909606922 13888387.05025772, -2074943.4985818276 13888237.05025772))",1767,14
"POLYGON ((-2075084.8579296179 13888302.953567034, -2075125.0503084825 13888152.953567034, -2075234.8579296179 13888043.1459459, -2075384.8579296179 13888002.953567034, -2075534.8579296179 13888043.1459459, -2075644.6655507532 13888152.953567034, -2075684.8579296179 13888302.953567034, -2075644.6655507532 13888452.953567034, -2075534.8579296179 13888562.761188168, -2075384.8579296179 13888602.953567034, -2075234.8579296179 13888562.761188168, -2075125.0503084825 13888452.953567034, -2075084.8579296179 13888302.953567034))",815,14
"POLYGON ((-2074939.7176121357 13888253.862777567, -2074979.9099910003 13888103.862777567, -2075089.7176121357 13887994.055156432, -2075239.7176121357 13887953.862777567, -2075389.7176121357 13887994.055156432, -2075499.525233271 13888103.862777567, -2075539.7176121357 13888253.862777567, -2075499.525233271 13888403.862777567, -2075389.7176121357 13888513.670398701, -2075239.7176121357 13888553.862777567, -2075089.7176121357 13888513.670398701, -2074979.9099910003 13888403.862777567, -2074939.7176121357 13888253.862777567))",1766,14
"POLYGON ((-2075250.7796629125 13888437.250825215, -2075290.972041777 13888287.250825215, -2075400.7796629125 13888177.44320408, -2075550.7796629125 13888137.250825215, -2075700.7796629125 13888177.44320408, -2075810.5872840479 13888287.250825215, -2075850.7796629125 13888437.250825215, -2075810.5872840479 13888587.250825215, -2075700.7796629125 13888697.05844635, -2075550.7796629125 13888737.250825215, -2075400.7796629125 13888697.05844635, -2075290.972041777 13888587.250825215, -2075250.7796629125 13888437.250825215))",854,13
"POLYGON ((-2075090.5311594394 13888227.701512659, -2075130.723538304 13888077.701512659, -2075240.5311594394 13887967.893891525, -2075390.5311594394 13887927.701512659, -2075540.5311594394 13887967.893891525, -2075650.3387805747 13888077.701512659, -2075690.5311594394 13888227.701512659, -2075650.3387805747 13888377.701512659, -2075540.5311594394 13888487.509133793, -2075390.5311594394 13888527.701512659, -2075240.5311594394 13888487.509133793, -2075130.723538304 13888377.701512659, -2075090.5311594394 13888227.701512659))",746,13
"POLYGON ((-2074965.1234234555 13887848.436733823, -2075005.3158023201 13887698.436733823, -2075115.1234234555 13887588.629112689, -2075265.1234234555 13887548.436733823, -2075415.1234234555 13887588.629112689, -2075524.931044591 13887698.436733823, -2075565.1234234555 13887848.436733823, -2075524.931044591 13887998.436733823, -2075415.1234234555 13888108.244354958, -2075265.1234234555 13888148.436733823, -2075115.1234234555 13888108.244354958, -2075005.3158023201 13887998.436733823, -2074965.1234234555 13887848.436733823))",2089,13
"POLYGON ((-2075087.82634165 13888277.203624116, -2075128.0187205146 13888127.203624116, -2075237.82634165 13888017.396002982, -2075387.82634165 13887977.203624116, -2075537.82634165 13888017.396002982, -2075647.6339627854 13888127.203624116, -2075687.82634165 13888277.203624116, -2075647.6339627854 13888427.203624116, -2075537.82634165 13888537.01124525, -2075387.82634165 13888577.203624116, -2075237.82634165 13888537.01124525, -2075128.0187205146 13888427.203624116, -2075087.82634165 13888277.203624116))",1701,13
"POLYGON ((-2074988.635173874 13888375.41570827, -2075028.8275527386 13888225.41570827, -2075138.635173874 13888115.608087135, -2075288.635173874 13888075.41570827, -2075438.635173874 13888115.608087135, -2075548.4427950094 13888225.41570827, -2075588.635173874 13888375.41570827, -2075548.4427950094 13888525.41570827, -2075438.635173874 13888635.223329404, -2075288.635173874 13888675.41570827, -2075138.635173874 13888635.223329404, -2075028.8275527386 13888525.41570827, -2074988.635173874 13888375.41570827))",2053,13
"POLYGON ((-2075106.2340993253 13888212.771710237, -2075146.4264781899 13888062.771710237, -2075256.2340993253 13887952.964089103, -2075406.2340993253 13887912.771710237, -2075556.2340993253 13887952.964089103, -2075666.0417204606 13888062.771710237, -2075706.2340993253 13888212.771710237, -2075666.0417204606 13888362.771710237, -2075556.2340993253 13888472.579331372, -2075406.2340993253 13888512.771710237, -2075256.2340993253 13888472.579331372, -2075146.4264781899 13888362.771710237, -2075106.2340993253 13888212.771710237))",747,13
"POLYGON ((-2074941.872768381 13888352.432913356, -2074982.0651472455 13888202.432913356, -2075091.872768381 13888092.625292221, -2075241.872768381 13888052.432913356, -2075391.872768381 13888092.625292221, -2075501.6803895163 13888202.432913356, -2075541.872768381 13888352.432913356, -2075501.6803895163 13888502.432913356, -2075391.872768381 13888612.24053449, -2075241.872768381 13888652.432913356, -2075091.872768381 13888612.24053449, -2074982.0651472455 13888502.432913356, -2074941.872768381 13888352.432913356))",1876,13
"POLYGON ((-2075306.9822008444 13888391.171139415, -2075347.174579709 13888241.171139415, -2075456.9822008444 13888131.36351828, -2075606.9822008444 13888091.171139415, -2075756.9822008444 13888131.36351828, -2075866.7898219798 13888241.171139415, -2075906.9822008444 13888391.171139415, -2075866.7898219798 13888541.171139415, -2075756.9822008444 13888650.97876055, -2075606.9822008444 13888691.171139415, -2075456.9822008444 13888650.97876055, -2075347.174579709 13888541.171139415, -2075306.9822008444 13888391.171139415))",1822,13
"POLYGON ((-2075110.2338438216 13888394.624053022, -2075150.4262226862 13888244.624053022, -2075260.2338438216 13888134.816431887, -2075410.2338438216 13888094.624053022, -2075560.2338438216 13888134.816431887, -2075670.041464957 13888244.624053022, -2075710.2338438216 13888394.624053022, -2075670.041464957 13888544.624053022, -2075560.2338438216 13888654.431674156, -2075410.2338438216 13888694.624053022, -2075260.2338438216 13888654.431674156, -2075150.4262226862 13888544.624053022, -2075110.2338438216 13888394.624053022))",801,13
"POLYGON ((-2071804.9851155882 13885527.51218718, -2071845.1774944528 13885377.51218718, -2071954.9851155882 13885267.704566045, -2072104.9851155882 13885227.51218718, -2072254.9851155882 13885267.704566045, -2072364.7927367236 13885377.51218718, -2072404.9851155882 13885527.51218718, -2072364.7927367236 13885677.51218718, -2072254.9851155882 13885787.319808314, -2072104.9851155882 13885827.51218718, -2071954.9851155882 13885787.319808314, -2071845.1774944528 13885677.51218718, -2071804.9851155882 13885527.51218718))",482,13
"POLYGON ((-2075095.2789581888 13888238.403288461, -2075135.4713370535 13888088.403288461, -2075245.2789581888 13887978.595667327, -2075395.2789581888 13887938.403288461, -2075545.2789581888 13887978.595667327, -2075655.0865793242 13888088.403288461, -2075695.2789581888 13888238.403288461, -2075655.0865793242 13888388.403288461, -2075545.2789581888 13888498.210909596, -2075395.2789581888 13888538.403288461, -2075245.2789581888 13888498.210909596, -2075135.4713370535 13888388.403288461, -2075095.2789581888 13888238.403288461))",743,13
"POLYGON ((-2071699.5073661972 13885293.004435409, -2071739.6997450618 13885143.004435409, -2071849.5073661972 13885033.196814274, -2071999.5073661972 13884993.004435409, -2072149.5073661972 13885033.196814274, -2072259.3149873326 13885143.004435409, -2072299.5073661972 13885293.004435409, -2072259.3149873326 13885443.004435409, -2072149.5073661972 13885552.812056543, -2071999.5073661972 13885593.004435409, -2071849.5073661972 13885552.812056543, -2071739.6997450618 13885443.004435409, -2071699.5073661972 13885293.004435409))",485,13
"POLYGON ((-2074954.6763529498 13887874.658733558, -2074994.8687318144 13887724.658733558, -2075104.6763529498 13887614.851112423, -2075254.6763529498 13887574.658733558, -2075404.6763529498 13887614.851112423, -2075514.4839740852 13887724.658733558, -2075554.6763529498 13887874.658733558, -2075514.4839740852 13888024.658733558, -2075404.6763529498 13888134.466354692, -2075254.6763529498 13888174.658733558, -2075104.6763529498 13888134.466354692, -2074994.8687318144 13888024.658733558, -2074954.6763529498 13887874.658733558))",2090,13
"POLYGON ((-2075124.4234398757 13888230.087951845, -2075164.6158187403 13888080.087951845, -2075274.4234398757 13887970.28033071, -2075424.4234398757 13887930.087951845, -2075574.4234398757 13887970.28033071, -2075684.231061011 13888080.087951845, -2075724.4234398757 13888230.087951845, -2075684.231061011 13888380.087951845, -2075574.4234398757 13888489.895572979, -2075424.4234398757 13888530.087951845, -2075274.4234398757 13888489.895572979, -2075164.6158187403 13888380.087951845, -2075124.4234398757 13888230.087951845))",823,13
"POLYGON ((-2075073.3118589367 13888291.248163715, -2075113.5042378013 13888141.248163715, -2075223.3118589367 13888031.44054258, -2075373.3118589367 13887991.248163715, -2075523.3118589367 13888031.44054258, -2075633.119480072 13888141.248163715, -2075673.3118589367 13888291.248163715, -2075633.119480072 13888441.248163715, -2075523.3118589367 13888551.05578485, -2075373.3118589367 13888591.248163715, -2075223.3118589367 13888551.05578485, -2075113.5042378013 13888441.248163715, -2075073.3118589367 13888291.248163715))",734,13
