,name,Longitude,Latitude
879,Northbound Victoria Dr @ E 49 Ave,-123.065603,49.225458
880,Northbound Victoria Dr @ Waverley Ave,-123.065556,49.227465
881,Northbound Victoria Dr @ E 45 Ave,-123.065483,49.229847
882,Northbound Victoria Dr @ E 43 Ave,-123.065432,49.231503
883,Northbound Victoria Dr @ E 26 Ave,-123.064952,49.247959
884,Northbound Victoria Dr @ E 22 Ave,-123.064898,49.250596
885,Northbound Victoria Diversion @ Victoria Dr,-123.066572,49.253274
886,Northbound Commercial Dr @ Findlay St,-123.068394,49.254682
887,Northbound Commercial Dr @ E 14 Ave,-123.069745,49.258015
888,Northbound Commercial Dr @ E 12 Ave,-123.069673,49.259948
889,Northbound Commercial Dr @ E 3rd Ave,-123.06953,49.268043
890,Northbound Commercial Dr @ E 1st Ave,-123.069518,49.269918
891,Northbound Commercial Dr @ Grant St,-123.069481,49.271608
892,Northbound Commercial Dr @ Charles St,-123.06943,49.273323
893,Northbound Commercial Dr @ Napier St,-123.069418,49.275134
894,Northbound Commercial Diversion @ Venables St,-123.069433,49.277014
895,Northbound Commercial Dr @ E Georgia St,-123.070346,49.278704
896,Northbound Commercial Dr @ E Pender St,-123.070272,49.280571
897,Southbound Commercial Dr @ E Hastings St,-123.070549,49.280806
898,Southbound Commercial Dr @ Frances St,-123.070545,49.279104
899,Southbound Commercial Diversion @ Adanac St,-123.069881,49.277328
900,Southbound Commercial Dr @ Parker St,-123.06961,49.275512
901,Southbound Commercial Dr @ William St,-123.069647,49.273685
902,Southbound Commercial Dr @ Kitchener St,-123.069692,49.271878
903,Southbound Commercial Dr @ Graveley St,-123.069755,49.270207
904,Southbound Commercial Dr @ E 2nd Ave,-123.069776,49.268438
905,Southbound Commercial Dr @ E 4th Ave,-123.069808,49.266576
906,Southbound Commercial Dr @ E 6th Ave,-123.069842,49.264806
907,Southbound Victoria Dr @ E 41 Ave,-123.065682,49.232253
908,Southbound Victoria Dr @ E 43 Ave,-123.065727,49.230264
909,Southbound Victoria Dr @ Waverley Ave,-123.065819,49.226693
910,Southbound Victoria Dr @ E 49 Ave,-123.065873,49.224857
911,Southbound Victoria Dr @ E 51 Ave,-123.065922,49.223127
912,Southbound Victoria Dr @ E 53 Ave,-123.065964,49.221481
913,Southbound Victoria Dr @ Argyle Dr,-123.065976,49.219611
914,Southbound Victoria Dr @ Upland Dr,-123.066039,49.217768
915,Southbound Victoria Dr @ Newport Ave,-123.066092,49.215036
916,Southbound Victoria Dr @ Thornhill Dr,-123.066138,49.213015
917,Southbound Victoria Dr @ E 64 Ave,-123.066167,49.21118
918,Northbound Mackenzie St @ W 38 Ave,-123.170182,49.237919
919,Northbound Mackenzie St @ W 34 Ave,-123.170144,49.241595
920,Northbound Mackenzie St @ W 30 Ave,-123.17011,49.245547
921,Northbound Quesnel Dr @ W King Edward Ave,-123.1717,49.249571
922,Northbound Macdonald St @ W King Edward Ave,-123.167771,49.248517
923,Northbound Macdonald St @ Oliver Cres,-123.167732,49.249455
924,Northbound Macdonald St @ W 22 Ave,-123.167687,49.253089
925,Eastbound E Pender St @ Main St,-123.099245,49.280323
926,Southbound Gore Ave @ Keefer St,-123.097251,49.279105
927,Southbound Gore Ave @ Union St,-123.09702,49.27736
928,Eastbound Terminal Ave @ Western St,-123.098889,49.272477
929,Eastbound Terminal Ave @ Thornton St,-123.093947,49.271619
930,Eastbound Terminal Ave @ Begg St,-123.087037,49.270461
931,Eastbound Prior St @ Dunlevy Ave,-123.095194,49.276624
932,Eastbound Prior St @ Princess Ave,-123.091207,49.276551
933,Eastbound Prior St @ Hawks Ave,-123.087659,49.276481
934,Eastbound Prior St @ Campbell Ave,-123.084506,49.276442
935,Eastbound Venables St @ Glen Dr,-123.080955,49.276727
936,Eastbound Venables St @ Vernon Dr,-123.07825,49.276697
937,Southbound Clark Dr @ Parker St,-123.077375,49.275523
938,Southbound Clark Dr @ William St,-123.07742,49.27378
939,Southbound Clark Dr @ Grant St,-123.077466,49.271208
940,Southbound Clark Dr @ E 1st Ave,-123.077555,49.268967
941,Southbound Clark Dr @ E 3rd Ave,-123.077527,49.267558
942,Southbound Clark Dr @ E 6th Ave,-123.07763,49.264806
943,Southbound Clark Dr @ E Broadway,-123.07773,49.262018
944,Southbound Clark Dr @ E 12 Ave,-123.077691,49.259354
945,Southbound Knight St @ E 23 Ave,-123.076243,49.249651
946,Southbound Knight St @ E King Edward Ave,-123.076298,49.248155
947,Southbound Knight St @ E 27 Ave,-123.076373,49.24614
948,Southbound Knight St @ E 29 Ave,-123.076425,49.244204
949,Southbound Knight St @ E 31 Ave,-123.076486,49.242149
950,Southbound Knight St @ E 33 Ave,-123.07656,49.23988
951,Southbound Knight St @ E 35 Ave,-123.076911,49.238186
952,Southbound Knight St @ E 37 Ave,-123.07705,49.236514
953,Southbound Knight St @ E 39 Ave,-123.077104,49.234472
954,Southbound Knight St @ E 41 Ave,-123.077224,49.232305
955,Southbound Knight St @ E 43 Ave,-123.077253,49.230318
956,Southbound Knight St @ E 45 Ave,-123.077321,49.228692
957,Southbound Knight St @ E 47 Ave,-123.077362,49.227344
958,Southbound Knight St @ E 49 Ave,-123.077479,49.224925
959,Southbound Knight St @ E 51 Ave,-123.077505,49.223084
960,Southbound Knight St @ E 53 Ave,-123.077568,49.221522
961,Southbound Knight St @ E 57 Ave,-123.077162,49.218344
962,Southbound Knight St @ E 58 Ave,-123.077184,49.216969
963,Southbound Knight St @ E 60 Ave,-123.077208,49.215154
964,Southbound Knight St @ E 62 Ave,-123.077228,49.213443
965,Southbound Knight St @ E 63 Ave,-123.077238,49.212389
966,Knight St Underpass @ SE Marine Dr,-123.076921,49.21125
967,Southbound Knight St @ Mitchell Rd,-123.077678,49.206054
968,Northbound Knight St @ Mitchell Rd,-123.077182,49.206873
969,Northbound Knight St @ E 63 Ave,-123.076965,49.213213
970,Northbound Knight St @ E 61 Ave,-123.076944,49.214995
971,Northbound Knight St @ E 59 Ave,-123.076922,49.216763
972,Northbound Knight St @ E 57 Ave,-123.076884,49.218444
973,Northbound Knight St @ E 53 Ave,-123.077282,49.221998
974,Northbound Knight St @ E 51 Ave,-123.077214,49.223765
975,Northbound Knight St @ E 49 Ave,-123.077098,49.225701
976,Northbound Knight St @ E 47 Ave,-123.077067,49.227974
977,Northbound Knight St @ E 45 Ave,-123.077025,49.229335
978,Northbound Knight St @ E 43 Ave,-123.076961,49.230966
979,Northbound Knight St @ E 41 Ave,-123.076848,49.233088
980,Northbound Knight St @ E 39 Ave,-123.07681,49.235113
981,Northbound Knight St @ E 37 Ave,-123.076748,49.237188
982,Northbound Knight St @ E 33 Ave,-123.076257,49.240543
983,Northbound Knight St @ E 32 Ave,-123.076223,49.24199
984,Northbound Knight St @ E 30 Ave,-123.076163,49.244049
985,Northbound Knight St @ E 28 Ave,-123.076103,49.245776
986,Northbound Knight St @ E King Edward Ave,-123.075932,49.248848
987,Northbound Knight St @ Kingsway,-123.075903,49.249685
988,Northbound Knight St @ E 20 Ave,-123.075894,49.252354
989,Northbound Knight St @ E 19 Ave,-123.075837,49.253818
990,Northbound Knight St @ E 17 Ave,-123.075773,49.255554
991,Northbound Clark Dr @ E 11 Ave,-123.077343,49.260268
992,Northbound Clark Dr @ E Broadway,-123.077367,49.262754
993,Northbound Clark Dr @ E 6th Ave,-123.077316,49.264845
994,Northbound Clark Dr @ E 3rd Ave,-123.077256,49.268147
995,Westbound Terminal Ave @ Begg St,-123.087153,49.270771
996,Westbound Terminal Ave @ Thornton St,-123.093108,49.271779
997,Northbound Clark Dr @ E 1st Ave,-123.077215,49.269991
998,Northbound Clark Dr @ Grant St,-123.077197,49.271749
999,Northbound Clark Dr @ William St,-123.077153,49.274264
1000,Westbound Venables St @ Clark Dr,-123.077921,49.276842
1001,Westbound Venables St @ Vernon Dr,-123.079737,49.276868
1002,Westbound Venables St @ Raymur Ave,-123.083149,49.276876
1003,Westbound Prior St @ Hawks Ave,-123.087839,49.27661
1004,Westbound Prior St @ Heatley Ave,-123.09021,49.276651
1005,Westbound Prior St @ Jackson Ave,-123.094157,49.276725
1006,Northbound Gore Ave @ E Georgia St,-123.097008,49.278838
1007,Westbound E Pender St @ Gore Ave,-123.097706,49.280427
1008,Southbound Macdonald St @ W 4th Ave,-123.168411,49.268064
1009,Eastbound W Pender St @ Nicola St,-123.128771,49.289898
1010,Eastbound W Pender St @ Broughton St,-123.127117,49.289364
1011,Eastbound W Pender St @ Jervis St,-123.125208,49.288846
1012,Eastbound W Pender St @ Bute St,-123.123062,49.288213
1013,Eastbound W Hastings St @ Granville St,-123.11425,49.285445
1014,Eastbound Hastings St @ Ingleton Ave,-123.018168,49.280991
1015,Eastbound Hastings St @ MacDonald Ave,-123.015771,49.280966
1016,Eastbound Hastings St @ Madison Ave,-123.008143,49.280948
1017,Eastbound Hastings St @ Willingdon Ave,-123.005171,49.280927
1018,Southbound Willingdon Ave @ Pender St,-123.003234,49.280274
1019,Southbound Willingdon Ave @ Frances St,-123.003254,49.278815
1020,Southbound Willingdon Ave @ Union St,-123.003279,49.277102
1021,Southbound Willingdon Ave @ Parker St,-123.00331,49.275223
1022,Southbound Willingdon Ave @ William St,-123.003294,49.273455
1023,Brentwood Station @ Bay 7,-123.003347,49.266007
1024,Southbound Willingdon Ave @ Dawson St,-123.003368,49.264033
1025,Eastbound Canada Way @ Willingdon Ave,-123.003569,49.254507
1026,Eastbound Canada Way @ Beta Ave,-122.997559,49.254571
1027,Eastbound Canada Way @ Wayburne Dr,-122.992775,49.254305
1028,Southbound Canada Way @ Hardwick St,-122.989142,49.252217
1029,Eastbound Canada Way @ 4800 Block,-122.985898,49.249929
1030,Westbound Canada Way @ Douglas Rd,-122.981263,49.249555
1031,Westbound Canada Way @ 4800 Block,-122.985846,49.250067
1032,Northbound Canada Way @ Hardwick St,-122.988923,49.252334
1033,Westbound Canada Way @ Royal Oak Ave,-122.989318,49.253824
1034,Westbound Canada Way @ Wayburne Dr,-122.995127,49.254779
1035,Westbound Canada Way @ Beta Ave,-122.9987,49.254765
1036,Westbound Canada Way @ Willingdon Ave,-123.002423,49.254741
1037,Northbound Willingdon Ave @ Juneau St,-123.003062,49.263385
1038,Northbound Willingdon Ave @ Midlawn Dr,-123.003117,49.271387
1039,Northbound Willingdon Ave @ William St,-123.003095,49.2741
1040,Northbound Willingdon Ave @ Parker St,-123.003113,49.275944
1041,Northbound Willingdon Ave @ Georgia St,-123.003062,49.278616
1042,Westbound Hastings St @ Madison Ave,-123.009258,49.281127
1043,Westbound Hastings St @ Gilmore Ave,-123.014877,49.281147
1044,Westbound Hastings St @ Ingleton Ave,-123.01911,49.281179
1045,Westbound Hastings St @ Esmond Ave,-123.021845,49.281222
1046,Kootenay Loop @ Bay 6,-123.026407,49.281212
1047,Westbound W Pender St @ Thurlow St,-123.120865,49.287731
1048,Westbound W Pender St @ Bute St,-123.123694,49.288565
1049,Westbound W Pender St @ Broughton St,-123.12775,49.289741
1050,Westbound W Georgia St @ Cardero St,-123.130883,49.290935
1051,Westbound W Georgia St @ Denman St,-123.134018,49.292951
1052,Westbound W Georgia St @ Gilford St,-123.13563,49.294006
1053,Westbound Stanley Park Dr @ Pipeline Rd,-123.136104,49.297003
1054,Southbound Wesbrook Mall @ Agronomy Rd,-123.243748,49.264
1055,Southbound Wesbrook Mall @ Thunderbird Blvd,-123.240994,49.260754
1056,Southbound Wesbrook Mall @ Hampton Place,-123.237949,49.257295
1057,Eastbound W 16 Ave @ Wesbrook Mall,-123.235156,49.256014
1058,Eastbound W 16 Ave @ Pacific Spirit Park,-123.221642,49.258318
1059,Eastbound W 16 Ave @ Blanca St,-123.214903,49.258259
1060,Eastbound W 16 Ave @ Tolmie St,-123.21185,49.25819
1061,Eastbound W 16 Ave @ Trimble St,-123.205776,49.258107
1062,Eastbound W 16 Ave @ Camosun St,-123.197494,49.257986
1063,Eastbound W 16 Ave @ Crown St,-123.193063,49.257917
1064,Eastbound W 16 Ave @ Highbury St,-123.187544,49.257833
1065,Eastbound W King Edward Ave @ Dunbar St,-123.184491,49.249918
1066,Eastbound W King Edward Ave @ Blenheim St,-123.178128,49.249892
1067,Eastbound W King Edward Ave @ Quesnel Dr,-123.172403,49.250075
1068,Eastbound W King Edward Ave @ Puget Dr,-123.167306,49.247954
1069,Eastbound W King Edward Ave @ Brakenridge St,-123.162016,49.248553
1070,Eastbound W King Edward Ave @ Valley Dr,-123.158783,49.249818
1071,Eastbound W King Edward Ave @ Yew St,-123.155187,49.251217
1072,Eastbound W King Edward Ave @ Arbutus St,-123.153365,49.251448
1073,Eastbound W King Edward Ave @ Maple Cres,-123.151127,49.250503
1074,Eastbound W King Edward Ave @ Cypress St,-123.148494,49.249462
1075,Eastbound W King Edward Ave @ Marguerite St,-123.144254,49.249352
1076,Eastbound W King Edward Ave @ Granville St,-123.138678,49.249267
1077,Eastbound W King Edward Ave @ Hudson St,-123.133894,49.249192
1078,Eastbound W King Edward Ave @ Oak St,-123.127001,49.24909
1079,Eastbound W King Edward Ave @ Willow St,-123.121932,49.248988
1080,King Edward Station @ Bay 3,-123.114707,49.248866
1081,Eastbound E King Edward Ave @ Main St,-123.100559,49.248697
1082,Eastbound E King Edward Ave @ Prince Edward St,-123.096185,49.248638
1083,Eastbound E King Edward Ave @ St. George St,-123.093688,49.248609
1084,Eastbound E King Edward Ave @ Fraser St,-123.08963,49.24856
1085,Eastbound E King Edward Ave @ St. Catherines St,-123.085285,49.248521
1086,Eastbound E King Edward Ave @ Glen Dr,-123.081441,49.248473
1087,Eastbound E King Edward Ave @ Knight St,-123.075675,49.248429
1088,Northbound Nanaimo St @ Kingsway,-123.057651,49.242099
1089,Northbound Nanaimo St @ Brock St,-123.056503,49.244157
1090,Eastbound E 22 Ave @ Slocan St,-123.049111,49.250567
1091,Eastbound E 22 Ave @ Boyd Diversion,-123.043474,49.250553
1092,Eastbound E 22 Ave @ Lillooet St,-123.038654,49.250535
1093,Eastbound E 22 Ave @ Rupert St,-123.033251,49.250529
1094,Eastbound E 22 Ave @ Cassiar St,-123.030547,49.250536
1095,Eastbound E 22 Ave @ Kootenay St,-123.025808,49.250584
1096,Eastbound Kincaid St @ Boundary Rd,-123.023043,49.24878
1097,Eastbound Kincaid St @ Smith Ave,-123.019355,49.248763
1098,Eastbound Kincaid St @ MacDonald Ave,-123.01485,49.248871
1099,Eastbound Sanderson Way @ Mathissi Place,-123.005459,49.247462
1100,Northbound Willingdon Ave @ Goard Way,-123.004148,49.251498
1101,Northbound Willingdon Ave @ Canada Way,-123.004109,49.254192
1102,Southbound Willingdon Ave @ Canada Way,-123.004529,49.254039
1103,Southbound Willingdon Ave @ Goard Way,-123.004474,49.251436
1104,Southbound Willingdon Ave @ Sanderson Way,-123.004458,49.247982
1105,Westbound Sanderson Way @ Gilmore Way,-123.008823,49.248583
1106,Westbound Kincaid St @ Gilmore Way,-123.011149,49.249351
1107,Westbound Kincaid St @ Smith Ave,-123.020199,49.24887
1108,Westbound Kincaid St @ Boundary Rd,-123.023167,49.248883
1109,Westbound E 22 Ave @ Boundary Rd,-123.024281,49.250709
1110,Westbound E 22 Ave @ Anzio Dr,-123.028964,49.250701
1111,Westbound E 22 Ave @ Rupert St,-123.034851,49.250678
1112,Westbound E 22 Ave @ Windermere St,-123.036911,49.250669
1113,Westbound E 22 Ave @ Renfrew St,-123.043612,49.250692
1114,Nanaimo Station @ Bay 2,-123.055976,49.248591
1115,Southbound Nanaimo St @ E 28 Ave,-123.056785,49.24547
1116,Southbound Nanaimo St @ Brock St,-123.056787,49.243673
1117,Westbound E King Edward Ave @ Kingsway,-123.073107,49.24854
1118,Westbound E King Edward Ave @ Knight St,-123.076586,49.248608
1119,Westbound E King Edward Ave @ Inverness St,-123.080402,49.248594
1120,Westbound E King Edward Ave @ Windsor St,-123.084376,49.248642
1121,Westbound E King Edward Ave @ Fraser St,-123.090591,49.248724
1122,Westbound E King Edward Ave @ St. George St,-123.094411,49.248752
1123,Westbound E King Edward Ave @ Prince Edward St,-123.097125,49.248783
1124,Westbound E King Edward Ave @ Main St,-123.101632,49.248868
1125,Westbound W King Edward Ave @ Ontario St,-123.105388,49.248922
1126,Westbound W King Edward Ave @ Columbia St,-123.110516,49.249023
1127,King Edward Station @ Bay 1,-123.116003,49.249121
1128,Westbound W King Edward Ave @ Heather St,-123.120844,49.249205
1129,Westbound W King Edward Ave @ Laurel St,-123.125107,49.249302
1130,Westbound W King Edward Ave @ Oak St,-123.128078,49.249375
1131,Westbound W King Edward Ave @ Selkirk St,-123.132497,49.249452
1132,Westbound W King Edward Ave @ Granville St,-123.139586,49.24956
1133,Westbound W King Edward Ave @ Marguerite St,-123.145097,49.249651
1134,Westbound W King Edward Ave @ Pine Cres,-123.14792,49.249695
1135,Westbound W King Edward Ave @ Maple Cres,-123.151677,49.251211
1136,Westbound W King Edward Ave @ Arbutus St,-123.153726,49.251741
1137,Westbound W King Edward Ave @ Yew St,-123.156163,49.251149
1138,Westbound W King Edward Ave @ Valley Dr,-123.159848,49.249723
1139,Westbound W King Edward Ave @ Trafalgar St,-123.165826,49.248213
1140,Westbound W King Edward Ave @ Balaclava St,-123.176132,49.250163
1141,Westbound W King Edward Ave @ Blenheim St,-123.179077,49.250183
1142,Westbound W 16 Ave @ Alma St,-123.18653,49.258091
1143,Westbound W 16 Ave @ Wallace St,-123.191535,49.258162
1144,Westbound W 16 Ave @ Camosun St,-123.197604,49.258254
1145,Westbound W 16 Ave @ Discovery St,-123.203675,49.258337
1146,Westbound W 16 Ave @ Sasamat St,-123.20978,49.258432
1147,Westbound W 16 Ave @ Blanca St,-123.21457,49.258508
1148,Westbound W 16 Ave @ Pacific Spirit Park,-123.222569,49.258662
1149,Northbound Wesbrook Mall @ 2900 Block,-123.238774,49.258778
1150,29th Avenue Station @ Bay 2,-123.045328,49.244186
1151,Southbound Rupert St @ School Ave,-123.04321,49.234833
1152,Southbound Rupert St @ E 41 Ave,-123.043201,49.232545
1153,Southbound Rupert St @ E 43 Ave,-123.043216,49.230767
1154,Southbound Rupert St @ E 45 Ave,-123.043214,49.228961
1155,Southbound Rupert St @ Kerr St,-123.041563,49.227481
1156,Southbound Kerr St @ E 49 Ave,-123.041185,49.224314
1157,Southbound Kerr St @ E 52 Ave,-123.041297,49.221906
1158,Southbound Kerr St @ E 54 Ave,-123.041405,49.219855
1159,Southbound Kerr St @ E 56 Ave,-123.041467,49.218403
1160,Southbound Kerr St @ E 59 Ave,-123.041587,49.216248
1161,Eastbound Rosemont Dr @ Kerr St,-123.040483,49.21544
1162,Eastbound Rosemont Dr @ 3200 Block,-123.036746,49.215571
1163,Southbound Butler St @ Rosemont Dr,-123.034529,49.216166
1164,Eastbound Maquinna Dr @ Stikine Place,-123.031682,49.215458
1165,Southbound Champlain Cres @ Langford Ave,-123.02994,49.214195
1166,Southbound Champlain Cres @ Marquette Cres,-123.029816,49.212376
1167,Northbound Matheson Cres @ Champlain Cres,-123.026965,49.21096
1168,Northbound Matheson Cres @ Limewood Place,-123.025326,49.211972
1169,Northbound Matheson Cres @ Raintree Court,-123.025462,49.21425
1170,Northbound Matheson Cres @ Rumble Ave,-123.025453,49.215154
1171,Northbound Matheson Cres @ Borham Cres,-123.025012,49.21648
1172,Eastbound Arbor Ave @ Matheson Cres,-123.024627,49.217418
1173,Northbound Boundary Rd @ Arbor Ave,-123.023539,49.217909
1174,Northbound Boundary Rd @ Hurst Ave,-123.023547,49.220212
1175,Westbound E 49 Ave @ Boundary Rd,-123.024529,49.222065
1176,Westbound E 49 Ave @ Arlington St,-123.028307,49.223442
1177,Northbound Tyne St @ E 49 Ave,-123.032151,49.225083
1178,Northbound Tyne St @ E 47 Ave,-123.032071,49.226688
1179,Northbound Tyne St @ E 45 Ave,-123.031961,49.228978
1180,Northbound Joyce St @ E 45 Ave,-123.037333,49.229581
1181,Northbound Joyce St @ Marmion Ave,-123.03734,49.231836
1182,Northbound Joyce St @ Kingsway,-123.03552,49.234391
1183,Northbound Joyce St @ Euclid Ave,-123.033326,49.236629
1184,Southbound Joyce St @ Euclid Ave,-123.033907,49.236266
1185,Southbound Joyce St @ Cherry St,-123.034898,49.235265
1186,Southbound Joyce St @ E 41 Ave,-123.037497,49.232718
1187,Eastbound E 45 Ave @ Doman St,-123.036047,49.229218
1188,Southbound Tyne St @ E 46 Ave,-123.032177,49.228174
1189,Southbound Tyne St @ E 47 Ave,-123.032301,49.226166
1190,Eastbound E 49 Ave @ Tyne St,-123.03149,49.22453
1191,Eastbound E 49 Ave @ Arlington St,-123.027926,49.223027
1192,Southbound Frontenac St @ Hennepin Ave,-123.026506,49.221872
1193,Southbound Frontenac St @ Hurst Ave,-123.026594,49.220252
1194,Eastbound Hurst Ave @ Boundary Rd,-123.024161,49.22009
1195,Westbound Arbor Ave @ Boundary Rd,-123.024331,49.217523
1196,Southbound Matheson Cres @ Borham Cres,-123.025247,49.216164
1197,Southbound Matheson Cres @ Chickadee Place,-123.025161,49.212728
1198,Southbound Matheson Cres @ Raintree Court,-123.025642,49.214374
1199,Westbound Champlain Cres @ Matheson Cres,-123.027827,49.210765
1200,Northbound Champlain Cres @ Langford Ave,-123.029741,49.214103
1201,Westbound Maquinna Dr @ Stikine Place,-123.031944,49.215603
1202,Westbound Rosemont Dr @ Butler St,-123.035466,49.216141
1203,Westbound Rosemont Dr @ 3200 Block,-123.037361,49.215611
1204,Westbound Rosemont Dr @ Kerr St,-123.041111,49.215575
1205,Northbound Kerr St @ E 58 Ave,-123.041311,49.217555
1206,Northbound Kerr St @ E 51 Ave,-123.041021,49.223331
1207,Northbound Kerr St @ E 49 Ave,-123.040907,49.22509
1208,Northbound Rupert St @ Kerr St,-123.041348,49.227532
1209,Northbound Rupert St @ E 45 Ave,-123.043009,49.229625
1210,Northbound Rupert St @ E 43 Ave,-123.042993,49.231367
1211,Northbound Rupert St @ E 41 Ave,-123.042996,49.233276
1212,Joyce Station @ Bay 2,-123.032702,49.238709
1213,Westbound Wellington Ave @ Joyce St,-123.030526,49.240302
1214,Westbound Wellington Ave @ McHardy St,-123.033186,49.241397
1215,Northbound Rupert St @ Wellington Ave,-123.035635,49.242748
1216,Northbound Rupert St @ E 29 Ave,-123.033756,49.244846
1217,Northbound Rupert St @ E 27 Ave,-123.033689,49.246536
1218,Northbound Rupert St @ E 25 Ave,-123.033674,49.248137
1219,Northbound Rupert St @ E 22 Ave,-123.033666,49.250951
1220,Northbound Rupert St @ Seaforth Dr,-123.033663,49.253435
1221,Northbound Rupert St @ E 17 Ave,-123.033652,49.255039
1222,Northbound Rupert St @ Worthington Dr,-123.033644,49.25681
1223,Northbound Rupert St @ Grandview Hwy,-123.033603,49.258529
1224,Northbound Rupert St @ E Broadway,-123.033587,49.262245
1225,Northbound Rupert St @ E 7th Ave,-123.033609,49.264088
1226,Northbound Rupert St @ E 5th Ave,-123.033605,49.265981
1227,Northbound Rupert St @ E 3rd Ave,-123.033576,49.267805
1228,Northbound Rupert St @ Graveley St,-123.033606,49.270822
1229,Northbound Rupert St @ Kitchener St,-123.033591,49.272547
1230,Northbound Rupert St @ William St,-123.03354,49.274384
1231,Northbound Rupert St @ Parker St,-123.03352,49.27613
1232,Eastbound Adanac St @ Rupert St,-123.03308,49.277386
1233,Eastbound Adanac St @ Skeena St,-123.029097,49.277384
1234,Eastbound Adanac St @ Kootenay St,-123.024867,49.277369
1235,Northbound Boundary Rd @ Georgia St,-123.023311,49.278725
1236,Kootenay Loop @ Bay 3,-123.026254,49.281408
1237,Southbound Boundary Rd @ E Pender St,-123.023768,49.279904
1238,Southbound Boundary Rd @ E Georgia St,-123.023773,49.277916
1239,Westbound Adanac St @ Skeena St,-123.028787,49.277492
1240,Southbound Rupert St @ Adanac St,-123.033686,49.277105
1241,Southbound Rupert St @ Parker St,-123.033703,49.275459
1242,Southbound Rupert St @ Charles St,-123.033718,49.272956
1243,Southbound Rupert St @ Grant St,-123.033737,49.27109
1244,Southbound Rupert St @ E 1st Ave,-123.033883,49.269052
1245,Southbound Rupert St @ E 3rd Ave,-123.033871,49.267232
1246,Southbound Rupert St @ E 5th Ave,-123.03388,49.265956
1247,Southbound Rupert St @ E 7th Ave,-123.033894,49.263542
1248,Southbound Rupert St @ E Broadway,-123.03393,49.262185
1249,Southbound Rupert St @ Grandview Hwy,-123.033953,49.257755
1250,Southbound Rupert St @ E 16 Ave,-123.03393,49.255276
1251,Southbound Rupert St @ E 18 Ave,-123.033945,49.253698
1252,Southbound Rupert St @ E 20 Ave,-123.033936,49.252011
1253,Southbound Rupert St @ E 22 Ave,-123.033942,49.25033
1254,Southbound Rupert St @ E 24 Ave,-123.033956,49.248502
1255,Southbound Rupert St @ E 26 Ave,-123.033962,49.246798
1256,Southbound Rupert St @ E 28 Ave,-123.033981,49.245072
1257,Southbound Rupert St @ Price St,-123.034741,49.243917
1258,Eastbound Wellington Ave @ Rupert St,-123.035603,49.242237
1259,Eastbound Wellington Ave @ McHardy St,-123.032729,49.241059
1260,Southbound Joyce St @ Wellington Ave,-123.030473,49.2398
1261,Joyce Station @ Bay 1 Unload Only,-123.032425,49.238592
1262,Eastbound Vanness Ave @ Melbourne St,-123.027853,49.236321
1263,Northbound Boundary Rd @ Vanness Ave,-123.023292,49.235076
1264,Eastbound Burke St @ Boundary Rd,-123.022912,49.236949
1265,Northbound Smith Ave @ Burke St,-123.019798,49.237291
1266,Northbound Smith Ave @ Brandon St,-123.019776,49.23903
1267,Northbound Smith Ave @ Price St,-123.019753,49.240426
1268,Northbound Smith Ave @ Moscrop St,-123.01973,49.243373
1269,Northbound Smith Ave @ Fir St,-123.019724,49.24545
1270,Northbound Smith Ave @ Spruce St,-123.019726,49.247336
1271,Northbound Ingleton Ave @ Sunset St,-123.017354,49.249639
1272,Northbound Smith Ave @ Avondale St,-123.019698,49.25222
1273,Northbound Boundary Rd @ Dominion St,-123.023409,49.256757
1274,Northbound Boundary Rd @ Grandview Hwy,-123.023406,49.258575
1275,Northbound Boundary Rd @ Lougheed Hwy,-123.023373,49.26604
1276,Northbound Boundary Rd @ 2nd Ave,-123.023347,49.268791
1277,Northbound Boundary Rd @ 1st Ave,-123.023355,49.269895
1278,Northbound Boundary Rd @ Kitchener St,-123.02333,49.272518
1279,Northbound Boundary Rd @ William St,-123.023314,49.274253
1280,Northbound Boundary Rd @ Venables St,-123.023311,49.276981
1281,Northbound Cassiar Connector @ 100 Block,-123.031278,49.283253
1282,Southbound Boundary Rd @ Douglas Rd,-123.02375,49.27654
1283,Southbound Boundary Rd @ Napier St,-123.023771,49.274644
1284,Southbound Boundary Rd @ Kitchener St,-123.023795,49.271739
1285,Southbound Boundary Rd @ E 1st Ave,-123.023801,49.26913
1286,Southbound Boundary Rd @ Henning Dr,-123.023842,49.263322
1287,Southbound Boundary Rd @ Regent St,-123.023869,49.259136
1288,Southbound Boundary Rd @ Grandview Hwy,-123.023879,49.257666
1289,Eastbound Laurel St @ Boundary Rd,-123.022894,49.254148
1290,Southbound Smith Ave @ Laurel St,-123.019847,49.253862
1291,Southbound Smith Ave @ Avondale St,-123.019844,49.25269
1292,Southbound Smith Ave @ Nithsdale St,-123.019879,49.251237
1293,Southbound Smith Ave @ Sunset St,-123.019899,49.25
1294,Southbound Ingleton Ave @ Sunset St,-123.017521,49.249331
1295,Southbound Smith Ave @ Kincaid St,-123.019893,49.24847
1296,Southbound Smith Ave @ Spruce St,-123.019897,49.24677
1297,Southbound Boundary Rd @ Burke St,-123.023676,49.236626
1298,Westbound Vanness Ave @ Boundary Rd,-123.024194,49.234733
1299,Westbound Vanness Ave @ Melbourne St,-123.028401,49.236726
1300,Joyce Station @ Bay 4,-123.031047,49.237907
1301,Southbound Matheson Cres @ Champlain Cres,-123.027535,49.210359
