,name,Longitude,Latitude
441,Northbound Slocan St @ Euclid Ave,-123.050495,49.243511
442,Westbound E 22 Ave @ Slocan St,-123.050472,49.250756
443,Northbound Alma St @ W Broadway,-123.185714,49.264644
444,Northbound Alma St @ W 7th Ave,-123.185659,49.266385
445,Southbound Nanaimo St @ Dundas St,-123.05668,49.284388
446,Southbound Nanaimo St @ E Hastings St,-123.056725,49.280782
447,Southbound Nanaimo St @ Adanac St,-123.056711,49.277149
448,Southbound Nanaimo St @ William St,-123.056724,49.27362
449,Southbound Nanaimo St @ E 1st Ave,-123.05673,49.269138
450,Southbound Nanaimo St @ E 3rd Ave,-123.056736,49.267411
451,Southbound Nanaimo St @ E 5th Ave,-123.056743,49.265535
452,Westbound E Broadway @ Nanaimo St,-123.057336,49.26234
453,Southbound Nanaimo St @ E Broadway,-123.056764,49.261831
454,Southbound Nanaimo St @ E 17 Ave,-123.056762,49.254756
455,Southbound Nanaimo St @ E 20 Ave,-123.056768,49.252026
456,Southbound Nanaimo St @ E 22 Ave,-123.056774,49.250268
457,Nanaimo Station @ Bay 3,-123.055476,49.248412
458,Westbound E Pender St @ Main St,-123.100688,49.280463
459,Eastbound E 22 Ave @ Nanaimo St,-123.055999,49.250547
460,Southbound Slocan St @ E 29 Ave,-123.050004,49.24424
461,Southbound Slocan St @ Norquay St,-123.052022,49.242186
462,Westbound Kingsway @ Slocan St,-123.054367,49.240309
463,Westbound Kingsway @ Nanaimo St,-123.0585,49.242199
464,Southbound Victoria Dr @ Kingsway,-123.0653,49.244809
465,Southbound Victoria Dr @ E 31 Ave,-123.065373,49.24251
466,Southbound Victoria Dr @ E 33 Ave,-123.065469,49.239661
467,Southbound Victoria Dr @ E 36 Ave,-123.065531,49.237254
468,Westbound E 41 Ave @ Victoria Dr,-123.06615,49.232771
469,Westbound E 41 Ave @ Commercial St,-123.069244,49.232719
470,Westbound E 41 Ave @ Knight St,-123.077938,49.232845
471,Westbound E 41 Ave @ Inverness St,-123.080303,49.232846
472,Westbound E 41 Ave @ Windsor St,-123.085282,49.23291
473,Westbound E 41 Ave @ St. Catherines St,-123.087318,49.232938
474,Westbound E 41 Ave @ Chester St,-123.089838,49.232994
475,Westbound E 41 Ave @ Fraser St,-123.091171,49.233019
476,Westbound E 41 Ave @ St. George St,-123.094859,49.233046
477,Westbound E 41 Ave @ Prince Edward St,-123.097712,49.233094
478,Westbound E 41st Ave @ Main St,-123.101267,49.233193
479,Northbound Nanaimo St @ E 22 Ave,-123.056489,49.251051
480,Northbound Nanaimo St @ E 20 Ave,-123.056482,49.252691
481,Northbound Nanaimo St @ E 17 Ave,-123.056484,49.255356
482,Northbound Nanaimo St @ S Grandview Hwy,-123.056473,49.257382
483,Northbound Nanaimo St @ E 11 Ave,-123.056471,49.260339
484,Northbound Nanaimo St @ E Broadway,-123.056433,49.262477
485,Northbound Nanaimo St @ E 6th Ave,-123.056462,49.265123
486,Northbound Nanaimo St @ E 4th Ave,-123.056457,49.266968
487,Northbound Nanaimo St @ E 1st Ave,-123.05646,49.269899
488,Northbound Nanaimo St @ Charles St,-123.056442,49.273616
489,Northbound Nanaimo St @ Adanac St,-123.056428,49.277801
490,Westbound E Hastings St @ Nanaimo St,-123.057254,49.281242
491,Westbound E Hastings St @ Templeton Dr,-123.060231,49.28126
492,Westbound E Hastings St @ Victoria Dr,-123.066124,49.281297
493,Northbound Nanaimo St @ E Hastings St,-123.056378,49.281413
494,Dunbar Loop @ Bay 1,-123.185469,49.234424
495,Marpole Loop @ Bay 1,-123.133802,49.202789
496,Eastbound SW Marine Dr @ Oak St,-123.130671,49.204348
497,Northbound Oak Cloverleaf @ SW Marine Dr,-123.128497,49.205921
498,Northbound Oak St @ W 70 Ave,-123.13011,49.208777
499,Northbound Oak St @ W 67 Ave,-123.130033,49.211074
500,Northbound Oak St @ Park Dr,-123.129909,49.214711
501,Northbound Oak St @ W 59 Ave,-123.129005,49.217412
502,Northbound Oak St @ W 57 Ave,-123.128433,49.219518
503,Northbound Oak St @ W 54 Ave,-123.128353,49.221798
504,Northbound Oak St @ W 49 Ave,-123.128159,49.226867
505,Northbound Oak St @ W 46 Ave,-123.128098,49.229544
506,Northbound Oak St @ W 43 Ave,-123.128003,49.232346
507,Northbound Oak St @ W 41 Ave,-123.127934,49.23366
508,Westbound SW Marine Dr @ Montcalm St,-123.137246,49.204167
509,Westbound SW Marine Dr @ Granville St,-123.139869,49.205047
510,Northbound Granville St @ W 71 Ave,-123.1404,49.207431
511,Northbound Granville St @ W 70 Ave,-123.14035,49.208885
512,Northbound Granville St @ W 67 Ave,-123.140317,49.211168
513,Northbound Granville St @ W 64 Ave,-123.140212,49.213646
514,Northbound Granville St @ W 62 Ave,-123.140165,49.215299
515,Northbound Granville St @ W 57 Ave,-123.14,49.219694
516,Northbound Granville St @ W 55 Ave,-123.139943,49.221123
517,Northbound Granville St @ W 53 Ave,-123.139886,49.222949
518,Northbound Granville St @ W 49 Ave,-123.139703,49.227422
519,Northbound Granville St @ W 46 Ave,-123.139609,49.229985
520,Northbound Granville St @ W 43 Ave,-123.139507,49.232803
521,Eastbound Kingsway @ Main St,-123.100514,49.263824
522,Eastbound E Broadway @ Kingsway,-123.098055,49.262719
523,Eastbound E Broadway @ Prince Edward St,-123.095524,49.262454
524,Eastbound E Broadway @ St. George St,-123.092514,49.262402
525,Southbound Fraser St @ E Broadway,-123.089232,49.262021
526,Southbound Fraser St @ E 11 Ave,-123.089275,49.26032
527,Southbound Fraser St @ E 13 Ave,-123.089284,49.258479
528,Southbound Fraser St @ E 16 Ave,-123.090058,49.25611
529,Southbound Fraser St @ E 19 Ave,-123.090123,49.25348
530,Southbound Fraser St @ E 21 Ave,-123.090186,49.25162
531,Southbound Fraser St @ E 23 Ave,-123.090246,49.249808
532,Southbound Fraser St @ E King Edward Ave,-123.090273,49.248306
533,Southbound Fraser St @ E 27 Ave,-123.090308,49.246305
534,Southbound Fraser St @ E 29 Ave,-123.090388,49.244247
535,Southbound Fraser St @ E 33 Ave,-123.090476,49.239976
536,Southbound Fraser St @ E 35 Ave,-123.090514,49.238045
537,Southbound Fraser St @ E 37 Ave,-123.090613,49.236049
538,Southbound Fraser St @ E 39 Ave,-123.090651,49.234521
539,Southbound Fraser St @ E 41 Ave,-123.090705,49.232478
540,Southbound Fraser St @ E 43 Ave,-123.090713,49.230719
541,Southbound Fraser St @ E 45 Ave,-123.090762,49.228897
542,Southbound Fraser St @ E 47 Ave,-123.090813,49.227099
543,Southbound Fraser St @ E 49 Ave,-123.090918,49.225133
544,Southbound Fraser St @ E 51 Ave,-123.090958,49.223292
545,Southbound Fraser St @ E 53 Ave,-123.091,49.22148
546,Southbound Fraser St @ E 55 Ave,-123.091056,49.219642
547,Southbound Fraser St @ E 57 Ave,-123.091092,49.217937
548,Southbound Fraser St @ E 59 Ave,-123.091124,49.216234
549,Southbound Fraser St @ E 61 Ave,-123.091155,49.214571
550,Southbound Fraser St @ E 63 Ave,-123.091181,49.212749
551,Southbound Fraser St @ E 65 Ave,-123.091218,49.211508
552,Eastbound W 41 Ave @ Oak St,-123.126888,49.2338
553,Southbound Oak St @ W 41 Ave,-123.128231,49.233541
554,Southbound Oak St @ W 43 Ave,-123.128278,49.231779
555,Southbound Oak St @ W 46 Ave,-123.128376,49.229046
556,Southbound Oak St @ W 49 Ave,-123.128478,49.22616
557,Southbound Oak St @ W 54 Ave,-123.128635,49.221231
558,Southbound Oak St @ W 57 Ave,-123.128765,49.218926
559,Southbound Oak St @ W 59 Ave,-123.129581,49.216857
560,Southbound Oak St @ Park Dr,-123.130177,49.214689
561,Southbound Oak St @ W 67 Ave,-123.130325,49.21048
562,Southbound Oak St @ W 70 Ave,-123.130386,49.208654
563,Westbound SW Marine Dr @ Oak St,-123.131063,49.20453
564,Northbound Fraser St @ E 65 Ave,-123.090933,49.212147
565,Northbound Fraser St @ E 62 Ave,-123.090903,49.214241
566,Northbound Fraser St @ E 60 Ave,-123.090881,49.215947
567,Northbound Fraser St @ E 54 Ave,-123.090756,49.22126
568,Northbound Fraser St @ E 52 Ave,-123.090707,49.223033
569,Northbound Fraser St @ E 49 Ave,-123.090643,49.225766
570,Northbound Fraser St @ E 47 Ave,-123.090596,49.227632
571,Northbound Fraser St @ E 45 Ave,-123.090556,49.229442
572,Northbound Fraser St @ E 43 Ave,-123.0905,49.231265
573,Northbound Fraser St @ E 41 Ave,-123.090406,49.233627
574,Northbound Fraser St @ E 39 Ave,-123.090364,49.235102
575,Northbound Fraser St @ E 37 Ave,-123.090324,49.236772
576,Northbound Fraser St @ E 35 Ave,-123.090274,49.23862
577,Northbound Fraser St @ E 33 Ave,-123.09022,49.240627
578,Northbound Fraser St @ E 28 Ave,-123.090107,49.245869
579,Northbound Fraser St @ E King Edward Ave,-123.089998,49.248973
580,Northbound Fraser St @ E 22 Ave,-123.089924,49.251282
581,Northbound Fraser St @ E 17 Ave,-123.089737,49.255774
582,Northbound Fraser St @ E 14 Ave,-123.089096,49.258292
583,Northbound Fraser St @ E 12 Ave,-123.089055,49.260077
584,Northbound Fraser St @ E 10 Ave,-123.08903,49.261837
585,Westbound E Broadway @ St. George St,-123.093535,49.262598
586,Westbound E Broadway @ Prince Edward St,-123.096513,49.262835
587,Westbound E Broadway @ Scotia St,-123.098697,49.262926
588,Westbound W Hastings St @ Richards St,-123.112367,49.284435
589,Southbound Granville St @ W 41 Ave,-123.139775,49.233799
590,Southbound Granville St @ W 43 Ave,-123.139799,49.232098
591,Southbound Granville St @ W 47 Ave,-123.139921,49.228469
592,Southbound Granville St @ W 49 Ave,-123.139991,49.226415
593,Southbound Granville St @ W 52 Ave,-123.140097,49.223822
594,Southbound Granville St @ W 54 Ave,-123.140195,49.221382
595,Southbound Granville St @ W 57 Ave,-123.140294,49.218967
596,Southbound Granville St @ W 59 Ave,-123.140361,49.217067
597,Southbound Granville St @ W 61 Ave,-123.140408,49.215526
598,Southbound Granville St @ W 63 Ave,-123.140485,49.213531
599,Southbound Granville St @ W 65 Ave,-123.140547,49.211828
600,Southbound Granville St @ W 68 Ave,-123.140672,49.209597
601,Southbound Granville St @ W 70 Ave,-123.140711,49.20811
602,Southbound Granville St @ SW Marine Dr,-123.140764,49.205733
603,Eastbound W Broadway @ Fir St,-123.140516,49.263525
604,Eastbound W Broadway @ Willow St,-123.121293,49.26323
605,Eastbound E Broadway @ Ontario St,-123.104471,49.262911
606,Eastbound E Broadway @ Kingsway St,-123.099816,49.262778
607,Eastbound E Broadway @ St. Catherines St,-123.084744,49.262351
608,Eastbound E Broadway @ Glen Dr,-123.080869,49.262322
609,Eastbound E Broadway @ Clark Dr,-123.076797,49.262269
610,Eastbound E Broadway @ Woodland Dr,-123.073194,49.262258
611,Eastbound E Broadway @ Victoria Dr,-123.065398,49.262171
612,Eastbound E Broadway @ Lakewood Dr,-123.061609,49.262171
613,Eastbound E Broadway @ Garden Dr,-123.057623,49.26213
614,Eastbound E Broadway @ Nanaimo St,-123.055558,49.261889
615,Eastbound E Broadway @ Penticton St,-123.051333,49.261916
616,Eastbound E Broadway @ Slocan St,-123.049151,49.261917
617,Eastbound E Broadway @ Kaslo St,-123.046541,49.261906
618,Eastbound E Broadway @ Renfrew St,-123.043749,49.261812
619,Eastbound E Broadway @ Nootka St,-123.039755,49.261793
620,Eastbound E Broadway @ Lillooet St,-123.037407,49.261818
621,Eastbound E Broadway @ Rupert St,-123.033192,49.261781
622,Eastbound Lougheed Hwy @ Skeena St,-123.027828,49.263759
623,Lougheed Hwy @ Boundary Loop,-123.024843,49.265467
624,Westbound Lougheed Hwy @ Skeena St,-123.028889,49.263328
625,Westbound E Broadway @ Cassiar St,-123.031548,49.262053
626,Westbound E Broadway @ Rupert St,-123.034312,49.262009
627,Westbound E Broadway @ Windermere St,-123.037125,49.261989
628,Westbound E Broadway @ Renfrew St,-123.044962,49.262097
629,Westbound E Broadway @ Slocan St,-123.050045,49.262111
630,Westbound E Broadway @ Penticton St,-123.051889,49.262111
631,Westbound E Broadway @ Kamloops St,-123.055187,49.262127
632,Westbound E Broadway @ Lakewood Dr,-123.062394,49.262356
633,Westbound E Broadway @ Semlin Dr,-123.064374,49.262384
634,Commercial-Broadway Station @ Bay 5,-123.06875,49.262416
635,Westbound E Broadway @ Woodland Dr,-123.074067,49.262447
636,Westbound E Broadway @ McLean Dr,-123.07607,49.262487
637,Westbound E Broadway @ Clark Dr,-123.078554,49.262499
638,Westbound E Broadway @ Glen Dr,-123.080761,49.262497
639,Westbound E Broadway @ Windsor St,-123.083724,49.262532
640,Westbound E Broadway @ Prince Albert St,-123.087643,49.262579
641,Westbound W Broadway @ Ontario St,-123.105291,49.263101
642,Westbound W Broadway @ Columbia St,-123.109868,49.263212
643,Westbound W Broadway @ Ash St,-123.118098,49.26336
644,Westbound W Broadway @ Heather St,-123.120227,49.263401
645,Westbound W Broadway @ Willow St,-123.122318,49.263433
646,Westbound W 10 Ave @ Fir St,-123.14034,49.262724
647,Eastbound W Hastings St @ Seymour St,-123.112551,49.284334
648,Eastbound W Hastings St @ Homer St,-123.110546,49.283054
649,Eastbound W Hastings St @ Abbott St,-123.10758,49.281983
650,Eastbound E Hastings St @ Main St,-123.099034,49.281225
651,Eastbound E Hastings St @ Gore Ave,-123.096763,49.281207
652,Eastbound E Hastings St @ Jackson Ave,-123.092955,49.281112
653,Eastbound E Hastings St @ Princess Ave,-123.090971,49.281081
654,Eastbound E Hastings St @ Hawks Ave,-123.086654,49.281005
655,Eastbound E Hastings St @ Campbell Ave,-123.084231,49.280957
656,Eastbound E Hastings St @ Glen Dr,-123.08086,49.280904
657,Eastbound E Hastings St @ Clark Dr,-123.076457,49.281195
658,Eastbound E Hastings St @ Commercial Dr,-123.069698,49.28111
659,Eastbound E Hastings St @ Victoria Dr,-123.064979,49.28108
660,Eastbound E Hastings St @ Lakewood Dr,-123.061265,49.281063
661,Eastbound E Hastings St @ Templeton Dr,-123.059289,49.281098
662,Eastbound E Hastings St @ Nanaimo St,-123.055828,49.281059
663,Eastbound E Hastings St @ Kamloops St,-123.054098,49.281035
664,Eastbound E Hastings St @ Slocan St,-123.048668,49.281041
665,Eastbound E Hastings St @ Kaslo St,-123.046243,49.281035
666,Eastbound E Hastings St @ Renfrew St,-123.043299,49.281012
667,Eastbound E Hastings St @ Lillooet St,-123.038301,49.281041
668,Eastbound E Hastings St @ Windermere St,-123.035464,49.281027
669,Eastbound E Hastings St @ Cassiar St,-123.029969,49.281014
670,Kootenay Loop @ Bay 5,-123.026363,49.281385
671,Westbound E Hastings St @ Skeena St,-123.028984,49.281215
672,Westbound E Hastings St @ Cassiar St,-123.032823,49.281267
673,Westbound E Hastings St @ Windermere St,-123.036936,49.281219
674,Westbound E Hastings St @ Renfrew St,-123.044631,49.281229
675,Westbound E Hastings St @ Kaslo St,-123.047423,49.281226
676,Westbound E Hastings St @ Penticton St,-123.052402,49.281228
677,Commercial-Broadway Station @ Bay 2,-123.069913,49.261929
678,Southbound Victoria Diversion @ Commercial St,-123.067594,49.253864
679,Southbound Victoria Dr @ Victoria Diversion,-123.066107,49.252727
680,Southbound Victoria Dr @ E 22 Ave,-123.065127,49.249893
681,Southbound Victoria Dr @ E 26 Ave,-123.065204,49.247318
682,Eastbound W Georgia St @ Denman St,-123.133397,49.292217
683,Eastbound W Georgia St @ Broughton St,-123.127919,49.288694
684,Eastbound W Georgia St @ Bute St,-123.124885,49.286717
685,Eastbound W Georgia St @ Granville St,-123.118529,49.28264
686,Westbound W Hastings St @ Granville St,-123.113584,49.285242
687,Oakridge-41st Ave Station @ Bay 1,-123.116479,49.233099
688,Southbound Cambie St @ W 45 Ave,-123.116588,49.229514
689,Langara-49th Station @ Bay 4,-123.116731,49.225846
690,Southbound Cambie St @ W 54 Ave,-123.116906,49.221502
691,Southbound Cambie St @ W 57 Ave,-123.117011,49.218787
692,Southbound Cambie St @ W 59 Ave,-123.117102,49.216483
693,Southbound Cambie St @ W 62 Ave,-123.117204,49.213825
694,Northbound Cambie St @ W 64 Ave,-123.116832,49.212634
695,Northbound Cambie St @ W 61 Ave,-123.116683,49.215412
696,Northbound Cambie St @ W 59 Ave,-123.116608,49.217289
697,Northbound Cambie St @ W 57 Ave,-123.116528,49.219328
698,Northbound Cambie St @ W 54 Ave,-123.116425,49.22204
699,Langara-49th Station @ Bay 1,-123.116241,49.226473
700,Northbound Cambie St @ W 42 Ave,-123.115999,49.232875
701,Northbound Seymour St @ Davie St,-123.124629,49.276811
702,Northbound Seymour St @ Nelson St,-123.121579,49.278835
703,Southbound Granville St @ W 45 Ave,-123.139857,49.230342
704,Westbound W 64 Ave @ Adera St,-123.144003,49.213261
705,Northbound Angus Dr @ W 64 Ave,-123.148376,49.21358
706,Northbound Angus Dr @ W 61 Ave,-123.148305,49.215648
707,Northbound West Blvd @ W 60 Ave,-123.14921,49.217447
708,Northbound West Blvd @ W 57 Ave,-123.150612,49.219817
709,Northbound West Blvd @ W 54 Ave,-123.151884,49.221951
710,Northbound West Blvd @ W 51 Ave,-123.15354,49.224765
711,Northbound Arbutus St @ W 51 Ave,-123.155125,49.225393
712,Northbound West Blvd @ W 49 Ave,-123.155196,49.227498
713,Northbound West Blvd @ W 46 Ave,-123.155632,49.230145
714,Northbound West Blvd @ W 45 Ave,-123.155603,49.231163
715,Northbound West Blvd @ W 43 Ave,-123.155537,49.232961
716,Northbound West Blvd @ W 41 Ave,-123.155429,49.2349
717,Northbound West Blvd @ W 39 Ave,-123.155392,49.236779
718,Northbound West Blvd @ W 37 Ave,-123.155335,49.238609
719,Northbound Arbutus St @ Quilchena Cres,-123.153894,49.241393
720,Northbound Arbutus St @ W 33 Ave,-123.153359,49.242436
721,Northbound Arbutus St @ Valley Dr,-123.153186,49.245478
722,Northbound Arbutus St @ Nanton Ave,-123.153085,49.247961
723,Northbound Arbutus St @ W King Edward Ave,-123.152909,49.251937
724,Northbound Arbutus St @ W 20 Ave,-123.15286,49.254791
725,Northbound Arbutus St @ W 15 Ave,-123.152972,49.258543
726,Southbound Renfrew St @ E Hastings St,-123.044219,49.280776
727,Southbound Renfrew St @ E Georgia St,-123.044227,49.277967
728,Southbound Renfrew St @ Venables St,-123.044245,49.276141
729,Southbound Renfrew St @ William St,-123.044287,49.273888
730,Southbound Renfrew St @ Kitchener St,-123.04431,49.271997
731,Southbound Renfrew St @ E 1st Ave,-123.044397,49.269159
732,Southbound Renfrew St @ E 4th Ave,-123.044405,49.266425
733,Southbound Renfrew St @ E 5th Ave,-123.044419,49.265468
734,Southbound Renfrew St @ E 8th Ave,-123.044459,49.262644
735,Southbound Renfrew St @ E Broadway,-123.04446,49.261461
736,Southbound Renfrew St @ Grandview Hwy,-123.044471,49.257863
737,Southbound Renfrew St @ E 15 Ave,-123.044447,49.255993
738,Southbound Renfrew St @ E 17 Ave,-123.044433,49.254177
739,Southbound Renfrew St @ E 20 Ave,-123.044456,49.252041
740,Southbound Boyd Diversion @ E 22 Ave,-123.044011,49.250326
741,Southbound Nootka St @ E 25 Ave,-123.041717,49.247621
742,Southbound Nootka St @ E 27 Ave,-123.041725,49.245935
743,Westbound E 29 Ave @ Nootka St,-123.042759,49.244625
744,29th Avenue Station @ Bay 3,-123.044757,49.244134
745,Southbound Earles St @ E 29 Ave,-123.042637,49.244188
746,Southbound Earles St @ Vanness Ave,-123.043935,49.242853
747,Southbound Earles St @ Euclid Ave,-123.045765,49.240939
748,Southbound Earles St @ Horley St,-123.047123,49.239532
749,Northbound Earles St @ Kingsway,-123.048391,49.238002
750,Westbound Kingsway @ Earles St,-123.049127,49.237873
751,Southbound Clarendon St @ E 38 Ave,-123.05558,49.235635
752,Southbound Clarendon St @ E 40 Ave,-123.055616,49.233499
753,Westbound E 41 Ave @ Clarendon St,-123.055955,49.232902
754,Westbound E 41 Ave @ Nanaimo St,-123.059252,49.232926
755,Westbound E 41 Ave @ Gladstone St,-123.062675,49.232961
756,Eastbound E 41 Ave @ Victoria Dr,-123.065972,49.232565
757,Eastbound Kingsway @ Wales St,-123.051416,49.238656
758,Northbound Earles St @ Horley St,-123.046457,49.23999
759,Northbound Earles St @ Euclid Ave,-123.045131,49.241376
760,Northbound Earles St @ Kings Ave,-123.043266,49.243327
761,Northbound Nootka St @ E 26 Ave,-123.041531,49.247362
762,Northbound Boyd Diversion @ Nootka St,-123.042078,49.249584
763,Northbound Boyd Diversion @ E 22 Ave,-123.043622,49.250252
764,Northbound Renfrew St @ E 21 Ave,-123.044204,49.251833
765,Northbound Renfrew St @ E 17 Ave,-123.044228,49.254646
766,Northbound Renfrew St @ E 16 Ave,-123.044185,49.255753
767,Northbound Renfrew St @ Grandview Hwy,-123.044132,49.257532
768,Renfrew Station @ Bay 3,-123.0441,49.259529
769,Northbound Renfrew St @ E Broadway,-123.044105,49.262253
770,Northbound Renfrew St @ E 7th Ave,-123.04414,49.264174
771,Northbound Renfrew St @ E 5th Ave,-123.044136,49.266066
772,Northbound Renfrew St @ E 3rd Ave,-123.044107,49.26794
773,Northbound Renfrew St @ E 1st Ave,-123.044037,49.269832
774,Northbound Renfrew St @ Grant St,-123.044039,49.271682
775,Northbound Renfrew St @ Charles St,-123.044011,49.273636
776,Northbound Renfrew St @ Venables St,-123.043972,49.276287
777,Northbound Renfrew St @ E Georgia St,-123.043931,49.278605
778,Northbound Renfrew St @ E Pender St,-123.043939,49.280484
779,Southbound Arbutus St @ W 12 Ave,-123.153185,49.260673
780,Southbound Arbutus St @ W 14 Ave,-123.153203,49.258823
781,Southbound Arbutus St @ W 16 Ave,-123.153045,49.256894
782,Southbound Arbutus St @ W 19 Ave,-123.153065,49.255057
783,Southbound Arbutus St @ W 21 Ave,-123.153131,49.253174
784,Southbound Arbutus St @ W King Edward Ave,-123.153214,49.251137
785,Southbound Arbutus St @ Valley Dr,-123.153466,49.244919
786,Southbound Arbutus St @ W 32 Ave,-123.15359,49.242695
787,Southbound Arbutus St @ W 35 Ave,-123.155467,49.239992
788,Southbound West Blvd @ W 37 Ave,-123.155552,49.23803
789,Southbound West Blvd @ W 39 Ave,-123.155609,49.236097
790,Southbound West Blvd @ W 41 Ave,-123.155677,49.234303
791,Southbound West Blvd @ W 43 Ave,-123.155746,49.232443
792,Southbound Arbutus St @ W 49 Ave,-123.155273,49.226773
793,Eastbound W 51 Ave @ Arbutus St,-123.154675,49.224918
794,Southbound West Blvd @ W 53 Ave,-123.1524,49.222481
795,Southbound West Blvd @ W 57 Ave,-123.150433,49.219164
796,Southbound West Blvd @ W 60 Ave,-123.149023,49.216794
797,Southbound Angus Dr @ W 63 Ave,-123.148557,49.2139
798,Eastbound W 64 Ave @ East Blvd,-123.146293,49.213182
799,Northbound Adera St @ W 64 Ave,-123.143433,49.213522
800,Marpole Loop @ Bay 2,-123.132871,49.20325
801,Eastbound E 41 Ave @ Victoria Dr,-123.06505,49.232713
802,Eastbound E 41 Ave @ Gladstone St,-123.06167,49.232817
803,Eastbound E 41 Ave @ Nanaimo St,-123.058373,49.232788
804,Eastbound E 41 Ave @ Clarendon St,-123.054813,49.232754
805,Eastbound E 41 Ave @ Wales St,-123.051214,49.232722
806,Eastbound E 41 Ave @ Earles St,-123.04831,49.232715
807,Eastbound E 41 Ave @ Killarney St,-123.045427,49.232892
808,Eastbound E 41 Ave @ Rupert St,-123.042556,49.23288
809,Eastbound E 41 Ave @ Kerr St,-123.039828,49.232892
810,Eastbound E 41 Ave @ School Ave,-123.036985,49.233197
811,Westbound Keefer St @ Columbia St,-123.102946,49.279267
812,Eastbound Kingsway @ E Broadway,-123.099412,49.262551
813,Eastbound Kingsway @ E 12 Ave,-123.097102,49.260192
814,Eastbound Kingsway @ E 13 Ave,-123.095429,49.258948
815,Eastbound Kingsway @ Carolina St,-123.092371,49.257418
816,Eastbound Kingsway @ Fraser St,-123.089018,49.256214
817,Eastbound Kingsway @ St. Catherines St,-123.085052,49.254367
818,Eastbound Kingsway @ Glen Dr,-123.081356,49.252628
819,Eastbound Kingsway @ Clark Dr,-123.077633,49.250834
820,Eastbound Kingsway @ Knight St,-123.075484,49.249736
821,Eastbound Kingsway @ Dumfries St,-123.072988,49.24866
822,Eastbound Kingsway @ Perry St,-123.070924,49.247719
823,Eastbound Kingsway @ Miller St,-123.06866,49.246687
824,Eastbound Kingsway @ Earles St,-123.048397,49.23728
825,Eastbound Kingsway @ Killarney St,-123.045333,49.236159
826,Eastbound Kingsway @ Rupert St,-123.041963,49.235786
827,Eastbound Kingsway @ McKinnon St,-123.037515,49.234792
828,Eastbound Kingsway @ Joyce St,-123.03553,49.233834
829,Eastbound Kingsway @ Wessex St,-123.033767,49.232943
830,Eastbound Kingsway @ Tyne St,-123.031656,49.231987
831,Eastbound Kingsway @ Melbourne St,-123.028846,49.231961
832,Eastbound Kingsway @ Lincoln St,-123.026055,49.232088
833,Eastbound Kingsway @ Boundary Rd,-123.022286,49.232257
834,Eastbound Kingsway @ Smith Ave,-123.018383,49.232578
835,Eastbound Kingsway @ Inman Ave,-123.015229,49.232758
836,Eastbound Kingsway @ Patterson Ave,-123.012252,49.232443
837,Eastbound Kingsway @ Olive Ave,-123.00953,49.231667
838,Eastbound Kingsway @ Wilson Ave,-123.007485,49.230995
839,Southbound Willingdon Ave @ Kemp St,-123.005715,49.229565
840,Eastbound Central Blvd @ Willingdon Ave,-123.006974,49.227271
841,Metrotown Station @ Bay 2,-123.002888,49.226085
842,Northbound Willingdon Ave @ Central Blvd,-123.007012,49.228005
843,Westbound Kingsway @ Willingdon Ave,-123.00553,49.230542
844,Westbound Kingsway @ Wilson Ave,-123.008159,49.231423
845,Westbound Kingsway @ Barker Ave,-123.010599,49.232216
846,Westbound Kingsway @ Inman Ave,-123.016178,49.232908
847,Westbound Kingsway @ Smith Ave,-123.019689,49.23266
848,Westbound Kingsway @ Boundary Rd,-123.022197,49.232527
849,Westbound Kingsway @ Boundary Rd,-123.024096,49.232402
850,Westbound Kingsway @ Lincoln St,-123.026273,49.232284
851,Westbound Kingsway @ Melbourne St,-123.029643,49.232118
852,Westbound Kingsway @ Wessex St,-123.033761,49.233186
853,Westbound Kingsway @ Joyce St,-123.036193,49.234462
854,Southbound Joyce St @ Kingsway,-123.036343,49.233838
855,Westbound E 41 Ave @ School Ave,-123.03794,49.233084
856,Westbound E 41 Ave @ Kerr St,-123.040741,49.233031
857,Westbound E 41 Ave @ Rupert St,-123.043713,49.233057
858,Westbound E 41 Ave @ Killarney St,-123.046378,49.23303
859,Westbound E 41 Ave @ Earles St,-123.049155,49.232858
860,Westbound Kingsway @ McKinnon St,-123.038053,49.235237
861,Westbound Kingsway @ Spencer St,-123.041047,49.235933
862,Westbound Kingsway @ Rupert St,-123.04296,49.236114
863,Westbound Kingsway @ Fairmont St,-123.046942,49.236931
864,Westbound Kingsway @ Victoria Dr,-123.065671,49.245543
865,Westbound Kingsway @ Miller St,-123.06911,49.247137
866,Westbound Kingsway @ Knight St,-123.076585,49.25051
867,Westbound Kingsway @ Inverness St,-123.080257,49.252366
868,Westbound Kingsway @ Windsor St,-123.084079,49.254147
869,Westbound Kingsway @ Fraser St,-123.090227,49.257027
870,Westbound Kingsway @ St. George St,-123.093585,49.25817
871,Westbound Kingsway @ E 12 Ave,-123.096663,49.260171
872,Westbound Harrison Dr @ Victoria Dr,-123.065781,49.210673
873,Northbound Victoria Dr @ Fraserview Dr,-123.065964,49.212765
874,Northbound Victoria Dr @ E 61 Ave,-123.065913,49.214832
875,Northbound Victoria Dr @ Brigadoon Ave,-123.065874,49.21691
876,Northbound Victoria Dr @ Upland Dr,-123.065832,49.218398
877,Northbound Victoria Dr @ E 54 Ave,-123.065738,49.220662
878,Northbound Victoria Dr @ E 51 Ave,-123.065653,49.223425
