name,listing_url,neighbourhood,latitude,longitude,price,room_type,review_scores_rating,point
Heart of downtown  Vancouver,https://www.airbnb.com/rooms/6602481,"Vancouver, British Columbia, Canada",49.27806,-123.13061,160.0,Entire home/apt,4.65,POINT (-123.13061 49.27806)
Cozy & compact modern bachelor suite,https://www.airbnb.com/rooms/6611269,"Vancouver, British Columbia, Canada",49.25472,-123.03387,65.0,Entire home/apt,4.83,POINT (-123.03387 49.25472)
Modern Downtown Townhome (Loft) 1 bedroom and den,https://www.airbnb.com/rooms/6643391,"Vancouver, British Columbia, Canada",49.27551,-123.12431,175.0,Entire home/apt,4.58,POINT (-123.12431 49.27551)
Edge of Kitsilano/close to UBC,https://www.airbnb.com/rooms/6645469,"Vancouver, British Columbia, Canada",49.26049,-123.17747,209.0,Entire home/apt,4.95,POINT (-123.17747 49.26049)
"Heart of Downtown, Amazing View in Coal Harbour!",https://www.airbnb.com/rooms/6660457,"Vancouver, British Columbia, Canada",49.28695,-123.12654,80.0,Private room,4.84,POINT (-123.12654 49.28695)
Joe's apartment in Mount Pleasant,https://www.airbnb.com/rooms/6679736,"Vancouver, British Columbia, Canada",49.2581,-123.10179,100.0,Entire home/apt,4.53,POINT (-123.10179 49.2581)
Beautiful Bright Room In Kitsilano Heritage Home,https://www.airbnb.com/rooms/6692629,,49.2668,-123.15955,160.0,Private room,5.0,POINT (-123.15955 49.2668)
Modern Micro Suite near Hip Main St,https://www.airbnb.com/rooms/6732143,"Vancouver, British Columbia, Canada",49.2482,-123.09623,90.0,Entire home/apt,4.86,POINT (-123.09623 49.2482)
3 bedroom ground floor single house,https://www.airbnb.com/rooms/6751044,"Burnaby, British Columbia, Canada",49.22142,-123.00609,404.0,Entire home/apt,3.95,POINT (-123.00609 49.22142)
2 bedroom ground floor single house,https://www.airbnb.com/rooms/6751334,"Vancouver, British Columbia, Canada",49.22687,-123.00695,365.0,Entire home/apt,4.13,POINT (-123.00695 49.22687)
"Fresh-look, 3-bedroom suite",https://www.airbnb.com/rooms/6765180,"Vancouver, British Columbia, Canada",49.24197,-123.10083,130.0,Entire home/apt,4.0,POINT (-123.10083 49.24197)
"Bright room, Amazing View, Heart of Downtown",https://www.airbnb.com/rooms/6808688,"Vancouver, British Columbia, Canada",49.28945,-123.12525,95.0,Private room,4.79,POINT (-123.12525 49.28945)
Roomy 2BR apt near Downtown,https://www.airbnb.com/rooms/6812180,"Vancouver, British Columbia, Canada",49.27853,-123.09265,235.0,Entire home/apt,4.91,POINT (-123.09265 49.27853)
Spacious Downtown Oasis with Views,https://www.airbnb.com/rooms/6836507,"Vancouver, British Columbia, Canada",49.27878,-123.11624,250.0,Entire home/apt,0.0,POINT (-123.11624 49.27878)
Heritage Home with Surreal Setting,https://www.airbnb.com/rooms/6863617,"Vancouver, British Columbia, Canada",49.27954,-123.0919,146.0,Private room,4.9,POINT (-123.0919 49.27954)
Bright 2BDR 2 level Private Laneway Home,https://www.airbnb.com/rooms/6867548,"Vancouver, British Columbia, Canada",49.23443,-123.10683,325.0,Entire home/apt,4.9,POINT (-123.10683 49.23443)
Spacious 2-bed Private Suite,https://www.airbnb.com/rooms/6871805,"Vancouver, British Columbia, Canada",49.2439,-123.08738,115.0,Entire home/apt,4.85,POINT (-123.08738 49.2439)
Collingwood Cottage near Dunbar,https://www.airbnb.com/rooms/6897283,"Vancouver, British Columbia, Canada",49.2539,-123.17975,185.0,Private room,4.94,POINT (-123.17975 49.2539)
1BR Great Location in Vancouver,https://www.airbnb.com/rooms/6927400,,49.27809,-123.13456,456.0,Entire home/apt,4.57,POINT (-123.13456 49.27809)
Cozy Loft in the heart of Vancouver,https://www.airbnb.com/rooms/6939529,"Vancouver, British Columbia, Canada",49.22347,-123.14169,150.0,Entire home/apt,4.75,POINT (-123.14169 49.22347)
"Clean, central location, extended stay discounted",https://www.airbnb.com/rooms/6940439,"Burnaby, British Columbia, Canada",49.26862,-123.00645,59.0,Private room,4.71,POINT (-123.00645 49.26862)
"Tastefully modern, central location",https://www.airbnb.com/rooms/6975013,"Vancouver, British Columbia, Canada",49.26484,-123.09867,157.0,Entire home/apt,4.77,POINT (-123.09867 49.26484)
Are you looking for the perfect family spot?,https://www.airbnb.com/rooms/6977279,"Vancouver, British Columbia, Canada",49.217,-123.09479,198.0,Entire home/apt,4.75,POINT (-123.09479 49.217)
"WestEndZen, Shared Garden Suite.",https://www.airbnb.com/rooms/6993905,"Vancouver, British Columbia, Canada",49.28373,-123.13267,180.0,Private room,4.89,POINT (-123.13267 49.28373)
4BR Vancouver Special @ Langara,https://www.airbnb.com/rooms/7022315,"Vancouver, British Columbia, Canada",49.22261,-123.10396,275.0,Entire home/apt,4.76,POINT (-123.10396 49.22261)
LUXURY POOL OASIS in the Centre of it All!,https://www.airbnb.com/rooms/7025378,"Vancouver, British Columbia, Canada",49.22609,-123.16761,150.0,Entire home/apt,4.97,POINT (-123.16761 49.22609)
Boutique Laneway Home,https://www.airbnb.com/rooms/7027063,,49.24631,-123.08651,120.0,Entire home/apt,5.0,POINT (-123.08651 49.24631)
"CLEAN,COZY,CONVIENIENT HOME!",https://www.airbnb.com/rooms/7027332,"Burnaby, British Columbia, Canada",49.2466,-123.01679,97.0,Entire home/apt,4.66,POINT (-123.01679 49.2466)
1 bedroom suit for rent,https://www.airbnb.com/rooms/7032078,"Vancouver, British Columbia, Canada",49.28122,-123.02748,120.0,Entire home/apt,4.86,POINT (-123.02748 49.28122)
2 bedroom apartment/suit for rent,https://www.airbnb.com/rooms/7034128,"Vancouver, British Columbia, Canada",49.28053,-123.02698,220.0,Entire home/apt,4.88,POINT (-123.02698 49.28053)
Furnished 1 bed suite in Vancouver!,https://www.airbnb.com/rooms/7054627,"Vancouver, British Columbia, Canada",49.2308,-123.07286,83.0,Entire home/apt,4.89,POINT (-123.07286 49.2308)
Loft in Yaletown,https://www.airbnb.com/rooms/7071924,,49.27832,-123.12194,255.0,Entire home/apt,4.33,POINT (-123.12194 49.27832)
Kensington Basement Suite,https://www.airbnb.com/rooms/7091335,"Vancouver, British Columbia, Canada",49.23738,-123.06686,70.0,Entire home/apt,4.5,POINT (-123.06686 49.23738)
Private Room In House,https://www.airbnb.com/rooms/7094995,"Vancouver, British Columbia, Canada",49.2693,-123.15204,90.0,Private room,4.84,POINT (-123.15204 49.2693)
City Townhouse with Private Rooftop Deck and Parking,https://www.airbnb.com/rooms/7109101,"Vancouver, British Columbia, Canada",49.27799,-123.10527,139.0,Entire home/apt,4.95,POINT (-123.10527 49.27799)
Granville Island/False Creek/pastoral view,https://www.airbnb.com/rooms/7112627,"Vancouver, British Columbia, Canada",49.26746,-123.12785,297.0,Entire home/apt,5.0,POINT (-123.12785 49.26746)
Cambie Village Cozy & Convenient One Bedroom,https://www.airbnb.com/rooms/7148892,"Vancouver, British Columbia, Canada",49.25558,-123.11997,116.0,Entire home/apt,4.92,POINT (-123.11997 49.25558)
LARGE CENTRAL MODERN FURNISHED LOFT,https://www.airbnb.com/rooms/7162553,"Vancouver, British Columbia, Canada",49.26686,-123.09706,195.0,Entire home/apt,4.32,POINT (-123.09706 49.26686)
Cottage Collingwood 1-Bedroom Suite at Bsmt level,https://www.airbnb.com/rooms/7206626,"Vancouver, British Columbia, Canada",49.2559,-123.18094,145.0,Entire home/apt,4.77,POINT (-123.18094 49.2559)
Vancouver heights character home,https://www.airbnb.com/rooms/7248669,"Vancouver, British Columbia, Canada",49.28426,-123.02832,529.0,Entire home/apt,4.96,POINT (-123.02832 49.28426)
Luxury 1 Bedroom Condo Yaletown,https://www.airbnb.com/rooms/7327653,"Vancouver, British Columbia, Canada",49.27749,-123.12297,250.0,Entire home/apt,5.0,POINT (-123.12297 49.27749)
"Character Romy""s suite",https://www.airbnb.com/rooms/7365327,"Vancouver bc, British Columbia, Canada",49.26276,-123.14645,404.0,Entire home/apt,4.89,POINT (-123.14645 49.26276)
Bright & Modern Kitsilano Executive Townhome,https://www.airbnb.com/rooms/7398459,"Vancouver, British Columbia, Canada",49.26463,-123.1633,200.0,Entire home/apt,4.67,POINT (-123.1633 49.26463)
Little House - Kitsilano Point Grey,https://www.airbnb.com/rooms/7432239,"Vancouver, British Columbia, Canada",49.26405,-123.18769,200.0,Entire home/apt,4.96,POINT (-123.18769 49.26405)
Modern house off trendy Main Street. - NOW WITH AC,https://www.airbnb.com/rooms/7438069,"Vancouver, British Columbia, Canada",49.2524,-123.10314,508.0,Entire home/apt,4.88,POINT (-123.10314 49.2524)
5 min to UBC - Private Ensuite in New Home!,https://www.airbnb.com/rooms/7481879,"Vancouver, British Columbia, Canada",49.26103,-123.1857,119.0,Private room,4.52,POINT (-123.1857 49.26103)
Private Ensuite in Scenic Kits - 5 min to UBC!,https://www.airbnb.com/rooms/7494656,"Vancouver, British Columbia, Canada",49.26258,-123.18716,117.0,Private room,4.71,POINT (-123.18716 49.26258)
Room Close to Downtown/VGH/BCCH II,https://www.airbnb.com/rooms/7518690,,49.25031,-123.1205,171.0,Private room,4.87,POINT (-123.1205 49.25031)
Tree Tops loft in Mount Pleasant,https://www.airbnb.com/rooms/7548858,"Vancouver, British Columbia, Canada",49.26595,-123.09794,245.0,Entire home/apt,4.89,POINT (-123.09794 49.26595)
DELUXE COZY ROOM NEAR YVR CANADA LINE,https://www.airbnb.com/rooms/7553367,"Richmond, British Columbia, Canada",49.19422,-123.11027,125.0,Private room,4.74,POINT (-123.11027 49.19422)
Sunny Kits loft in character home,https://www.airbnb.com/rooms/7574951,"Vancouver, British Columbia, Canada",49.2661,-123.1833,99.0,Entire home/apt,4.93,POINT (-123.1833 49.2661)
Luxurious Master Bedroom in Kits,https://www.airbnb.com/rooms/7635114,"Vancouver, British Columbia, Canada",49.26108,-123.18723,147.0,Private room,4.67,POINT (-123.18723 49.26108)
Vintage Loft in Converted Warehouse,https://www.airbnb.com/rooms/7639521,"Vancouver, British Columbia, Canada",49.28185,-123.10456,248.0,Entire home/apt,4.95,POINT (-123.10456 49.28185)
"3Bd house, great location, big comfy beds",https://www.airbnb.com/rooms/7674840,"Vancouver, British Columbia, Canada",49.27576,-123.06508,225.0,Entire home/apt,4.6,POINT (-123.06508 49.27576)
Spacious Garden Suite in Character Home,https://www.airbnb.com/rooms/7679929,"Vancouver, British Columbia, Canada",49.26023,-123.08671,175.0,Entire home/apt,4.83,POINT (-123.08671 49.26023)
Japanese Style One Bedroom Suite,https://www.airbnb.com/rooms/7696149,"Vancouver, British Columbia, Canada",49.22239,-123.03277,198.0,Entire home/apt,4.88,POINT (-123.03277 49.22239)
Luxury Downtown+Free Parking+Gym+Pool+Sauna+HotTub,https://www.airbnb.com/rooms/7701543,"Vancouver, British Columbia, Canada",49.28043,-123.10787,104.0,Private room,4.78,POINT (-123.10787 49.28043)
Townhouse w/ private ROOFTOP PATIO (and parking),https://www.airbnb.com/rooms/7716459,"Vancouver, British Columbia, Canada",49.28062,-123.10494,200.0,Entire home/apt,4.86,POINT (-123.10494 49.28062)
"Bella's Heritage House, City Hall",https://www.airbnb.com/rooms/7741348,"Vancouver, British Columbia, Canada",49.25979,-123.11194,70.0,Private room,4.84,POINT (-123.11194 49.25979)
"Bright, Playful and Eclectic Mt Pleasant Loft",https://www.airbnb.com/rooms/7747325,"Vancouver, British Columbia, Canada",49.26634,-123.09807,89.0,Entire home/apt,,POINT (-123.09807 49.26634)
Spacious 1 bed/2 bath apt downtown,https://www.airbnb.com/rooms/7749728,"Vancouver, British Columbia, Canada",49.27667,-123.12752,150.0,Entire home/apt,5.0,POINT (-123.12752 49.27667)
View Penthouse by the beach in Kits,https://www.airbnb.com/rooms/7787115,"Vancouver, British Columbia, Canada",49.26984,-123.17918,722.0,Entire home/apt,4.86,POINT (-123.17918 49.26984)
BEACHFRONT with view of mountains.,https://www.airbnb.com/rooms/7787575,"Vancouver, British Columbia, Canada",49.27359,-123.15632,1000.0,Private room,4.44,POINT (-123.15632 49.27359)
New Private Room Near Skytrain (1),https://www.airbnb.com/rooms/7788230,"Vancouver, British Columbia, Canada",49.21311,-123.11348,38.0,Private room,4.67,POINT (-123.11348 49.21311)
Bright and cozy Railtown Sanctuary,https://www.airbnb.com/rooms/7804061,"Vancouver, British Columbia, Canada",49.28253,-123.0918,134.0,Entire home/apt,4.87,POINT (-123.0918 49.28253)
One Bedroom Apartment,https://www.airbnb.com/rooms/7812180,"Vancouver, British Columbia, Canada",49.26443,-123.09925,198.0,Entire home/apt,4.63,POINT (-123.09925 49.26443)
Spacious Artist Loft next to Granville Is.,https://www.airbnb.com/rooms/7819691,"Vancouver, British Columbia, Canada",49.26559,-123.14014,229.0,Entire home/apt,4.82,POINT (-123.14014 49.26559)
6 times Vancouver SuperHost bb,https://www.airbnb.com/rooms/7822189,"Vancouver, British Columbia, Canada",49.25211,-123.03292,43.0,Private room,4.82,POINT (-123.03292 49.25211)
6 time Vancouver SuperHost A,https://www.airbnb.com/rooms/7822875,"Vancouver, British Columbia, Canada",49.25101,-123.03313,45.0,Private room,4.77,POINT (-123.03313 49.25101)
Family home near Main St.,https://www.airbnb.com/rooms/7827146,"Vancouver, British Columbia, Canada",49.24672,-123.09614,350.0,Entire home/apt,5.0,POINT (-123.09614 49.24672)
Bright Apartment in Downtown City Centre,https://www.airbnb.com/rooms/7827790,"Vancouver, British Columbia, Canada",49.27656,-123.13123,75.0,Entire home/apt,5.0,POINT (-123.13123 49.27656)
Private room/bathroom -- Family home,https://www.airbnb.com/rooms/7837464,"Vancouver, British Columbia, Canada",49.24248,-123.16879,125.0,Private room,4.84,POINT (-123.16879 49.24248)
Open Concept Gastown Studio,https://www.airbnb.com/rooms/7838721,"Vancouver, British Columbia, Canada",49.27991,-123.1054,155.0,Entire home/apt,4.67,POINT (-123.1054 49.27991)
New Private Room Near Skytrain (2),https://www.airbnb.com/rooms/7858563,"Vancouver, British Columbia, Canada",49.21306,-123.11307,38.0,Private room,4.63,POINT (-123.11307 49.21306)
Private Room+Bath near skytrain(3),https://www.airbnb.com/rooms/7858932,"Vancouver, British Columbia, Canada",49.21295,-123.11193,54.0,Private room,4.82,POINT (-123.11193 49.21295)
Private Room+Bath near skytrain(4),https://www.airbnb.com/rooms/7860202,"Vancouver, British Columbia, Canada",49.21231,-123.11193,54.0,Private room,4.59,POINT (-123.11193 49.21231)
New Room+ Bath Near Skytrain (5),https://www.airbnb.com/rooms/7860338,"Vancouver, British Columbia, Canada",49.21121,-123.11208,43.0,Private room,4.74,POINT (-123.11208 49.21121)
New Private 2 BR+Bath near Skytrain,https://www.airbnb.com/rooms/7860380,,49.21285,-123.11361,148.0,Entire home/apt,4.82,POINT (-123.11361 49.21285)
2 Bedroom Penthouse,https://www.airbnb.com/rooms/7917938,"Vancouver, British Columbia, Canada",49.27783,-123.11536,170.0,Entire home/apt,5.0,POINT (-123.11536 49.27783)
"Nice apartment, middle of Vancouver",https://www.airbnb.com/rooms/7931005,,49.26339,-123.08925,110.0,Entire home/apt,4.73,POINT (-123.08925 49.26339)
One Bdrm Heart of Downtown!,https://www.airbnb.com/rooms/7934230,"Vancouver, British Columbia, Canada",49.27669,-123.12913,125.0,Entire home/apt,4.45,POINT (-123.12913 49.27669)
Live the Penthouse Life!,https://www.airbnb.com/rooms/7936342,"Vancouver, British Columbia, Canada",49.27862,-123.09962,160.0,Entire home/apt,4.93,POINT (-123.09962 49.27862)
Gorgeous new townhouse with 2 King Size beds,https://www.airbnb.com/rooms/7986252,"Vancouver, British Columbia, Canada",49.23191,-123.09369,250.0,Entire home/apt,5.0,POINT (-123.09369 49.23191)
M1 - Comfy Chic 2 Bedroom Yaletown Condo,https://www.airbnb.com/rooms/7989551,"Vancouver, British Columbia, Canada",49.27483,-123.11601,175.0,Entire home/apt,4.97,POINT (-123.11601 49.27483)
Historic Cedar Cottage Hideaway,https://www.airbnb.com/rooms/7997635,"Vancouver, British Columbia, Canada",49.24963,-123.07277,85.0,Private room,4.65,POINT (-123.07277 49.24963)
Private suite in Collingwood area,https://www.airbnb.com/rooms/8014842,"Vancouver, British Columbia, Canada",49.23062,-123.03803,72.0,Entire home/apt,4.83,POINT (-123.03803 49.23062)
Bright cozy home by beach and DT,https://www.airbnb.com/rooms/8017360,"Vancouver, British Columbia, Canada",49.28311,-123.13196,70.0,Entire home/apt,,POINT (-123.13196 49.28311)
Spectacular views close to all!,https://www.airbnb.com/rooms/8047959,"Vancouver, British Columbia, Canada",49.27604,-123.0988,193.0,Private room,4.88,POINT (-123.0988 49.27604)
Beach Front Home with Large Patios in Kitsilano!!!,https://www.airbnb.com/rooms/8107160,"Vancouver, British Columbia, Canada",49.27465,-123.15155,398.0,Entire home/apt,4.5,POINT (-123.15155 49.27465)
Downtown Yaletown 2bed 2bath,https://www.airbnb.com/rooms/8118622,"Vancouver, British Columbia, Canada",49.27805,-123.12536,800.0,Entire home/apt,4.26,POINT (-123.12536 49.27805)
Kitsilano Home/Near Beach/30 Days+,https://www.airbnb.com/rooms/8171107,"Vancouver, British Columbia, Canada",49.267456,-123.153473,194.0,Entire home/apt,4.89,POINT (-123.153473 49.267456)
Beautiful 2 bedroom home in Vancouver,https://www.airbnb.com/rooms/8210512,"Vancouver, British Columbia, Canada",49.25368,-123.09956,150.0,Entire home/apt,4.25,POINT (-123.09956 49.25368)
Beautiful Kits Heritage Home,https://www.airbnb.com/rooms/8210879,"Vancouver, British Columbia, Canada",49.2688,-123.18376,225.0,Entire home/apt,4.0,POINT (-123.18376 49.2688)
Carmo Place - Your Cozy Suite,https://www.airbnb.com/rooms/8252104,"Vancouver, British Columbia, Canada",49.26377,-123.05951,120.0,Entire home/apt,4.98,POINT (-123.05951 49.26377)
Heart of Downtown Vancouver,https://www.airbnb.com/rooms/8254293,"Vancouver, British Columbia, Canada",49.28091,-123.11861,180.0,Entire home/apt,4.8,POINT (-123.11861 49.28091)
Sunset Beach Downtown Town Home,https://www.airbnb.com/rooms/8255521,,49.28067,-123.13746,365.0,Entire home/apt,,POINT (-123.13746 49.28067)
Garden Suite near University of BC,https://www.airbnb.com/rooms/8294931,,49.258995,-123.202766,129.0,Entire home/apt,5.0,POINT (-123.202766 49.258995)
Hogan’s Alley Apartment,https://www.airbnb.com/rooms/8356680,"Vancouver, British Columbia, Canada",49.27662,-123.096,180.0,Entire home/apt,4.88,POINT (-123.096 49.27662)
2 Bdrm Yaletown Apt - Ocean View,https://www.airbnb.com/rooms/8371276,"Vancouver, British Columbia, Canada",49.2732,-123.12485,255.0,Entire home/apt,4.88,POINT (-123.12485 49.2732)
East Vancouver Character house,https://www.airbnb.com/rooms/8423376,"Vancouver, British Columbia, Canada",49.26464,-123.0651,125.0,Entire home/apt,4.8,POINT (-123.0651 49.26464)
Home sweet home,https://www.airbnb.com/rooms/8429321,"Vancouver, British Columbia, Canada",49.25904,-123.12737,175.0,Entire home/apt,4.96,POINT (-123.12737 49.25904)
Large 1 bedroom with balcony and free parking,https://www.airbnb.com/rooms/8434517,"Vancouver, British Columbia, Canada",49.26132,-123.08084,141.0,Entire home/apt,4.75,POINT (-123.08084 49.26132)
Modern downtown one-bedroom condo,https://www.airbnb.com/rooms/8470134,"Vancouver, British Columbia, Canada",49.2785,-123.10929,135.0,Entire home/apt,4.96,POINT (-123.10929 49.2785)
Stylish Executive Condo (License 21-156380),https://www.airbnb.com/rooms/8541289,"Vancouver, British Columbia, Canada",49.27895,-123.12466,250.0,Entire home/apt,4.44,POINT (-123.12466 49.27895)
"Bright boutique studio, Mt Pleasant",https://www.airbnb.com/rooms/8616836,"Vancouver, British Columbia, Canada",49.24796,-123.09164,68.0,Entire home/apt,5.0,POINT (-123.09164 49.24796)
"West Kits Seaside,  modern executive garden suite",https://www.airbnb.com/rooms/8629414,"Vancouver, British Columbia, Canada",49.27237,-123.18102,300.0,Entire home/apt,5.0,POINT (-123.18102 49.27237)
Room with amazing view to the Northshore mountains,https://www.airbnb.com/rooms/8648704,,49.27743402385919,-123.10021639329813,92.0,Private room,4.83,POINT (-123.10021639329813 49.27743402385919)
Vancouver Green Garden Oasis,https://www.airbnb.com/rooms/8672239,"Vancouver, British Columbia, Canada",49.22846,-123.09686,199.0,Entire home/apt,4.89,POINT (-123.09686 49.22846)
Bright room near Mount Pleasant W/ Self Check-in,https://www.airbnb.com/rooms/8685139,"Vancouver, British Columbia, Canada",49.25203,-123.08339,94.0,Private room,4.78,POINT (-123.08339 49.25203)
Spacious retreat in the heart of Kitsilano,https://www.airbnb.com/rooms/8697713,"Vancouver, British Columbia, Canada",49.2678,-123.16855,79.0,Private room,5.0,POINT (-123.16855 49.2678)
Quiet Bedroom in Super Location,https://www.airbnb.com/rooms/8721425,"Vancouver, British Columbia, Canada",49.24984,-123.11016,55.0,Private room,4.78,POINT (-123.11016 49.24984)
WATERFRONT KITS BEACH HOUSE - MONTHLY RENTAL,https://www.airbnb.com/rooms/8736944,,49.27545,-123.15314,297.0,Entire home/apt,4.83,POINT (-123.15314 49.27545)
Mt Pleasant - Large 2 Bedroom Suite BL# 22-156400,https://www.airbnb.com/rooms/8743634,"Vancouver, British Columbia, Canada",49.25945,-123.09143,206.0,Entire home/apt,4.82,POINT (-123.09143 49.25945)
Beautiful Home with Private Rooms-2,https://www.airbnb.com/rooms/8777498,,49.25568,-123.11845,85.0,Private room,5.0,POINT (-123.11845 49.25568)
Female only! Warm and Briight,https://www.airbnb.com/rooms/8846026,"Burnaby, British Columbia, Canada",49.2764,-123.01219,72.0,Private room,4.76,POINT (-123.01219 49.2764)
Mount Pleasant Makespace,https://www.airbnb.com/rooms/8868498,"Vancouver, British Columbia, Canada",49.26304,-123.09238,229.0,Entire home/apt,4.92,POINT (-123.09238 49.26304)
Trendy apt in trendy neighborhood,https://www.airbnb.com/rooms/8900687,"Vancouver, British Columbia, Canada",49.28033,-123.1008,100.0,Entire home/apt,4.75,POINT (-123.1008 49.28033)
"►Great Location - Modern, Quiet, Clean & Healthy",https://www.airbnb.com/rooms/8929055,"Vancouver, British Columbia, Canada",49.28679,-123.13305,200.0,Entire home/apt,4.92,POINT (-123.13305 49.28679)
Quiet Garden Retreat on Main Street,https://www.airbnb.com/rooms/8935357,,49.21915,-123.10273,105.0,Entire home/apt,4.95,POINT (-123.10273 49.21915)
STUDIO English Bay. Great Location! Free Parking!,https://www.airbnb.com/rooms/8941830,"Vancouver, British Columbia, Canada",49.2804,-123.13603,122.0,Entire home/apt,4.49,POINT (-123.13603 49.2804)
New furnished room in Spain house !(Female only),https://www.airbnb.com/rooms/9016662,"Vancouver, British Columbia, Canada",49.27371,-123.05007,68.0,Private room,,POINT (-123.05007 49.27371)
Downtown Living -  2 Bedroom with Parking (E2),https://www.airbnb.com/rooms/9046022,"Vancouver, British Columbia, Canada",49.28295,-123.12323,150.0,Entire home/apt,4.94,POINT (-123.12323 49.28295)
4 Bedroom House in central Vancouver,https://www.airbnb.com/rooms/9074376,"Vancouver, British Columbia, Canada",49.24794,-123.08124,225.0,Entire home/apt,4.5,POINT (-123.08124 49.24794)
The Entire 3 Bedroom House Minutes from Downtown,https://www.airbnb.com/rooms/9198515,"Vancouver, British Columbia, Canada",49.26023,-123.09239,475.0,Entire home/apt,4.93,POINT (-123.09239 49.26023)
high rise studio apartment near skytrain,https://www.airbnb.com/rooms/9201061,,49.21929,-123.07629,27.0,Shared room,2.0,POINT (-123.07629 49.21929)
Beach Apartment-Kitsilano Beach - 30 day+ !,https://www.airbnb.com/rooms/9237061,"Vancouver, British Columbia, Canada",49.27098,-123.16064,78.0,Entire home/apt,4.25,POINT (-123.16064 49.27098)
Private Comfort & Amazing Views - Infant upstairs!,https://www.airbnb.com/rooms/9259030,"Vancouver, British Columbia, Canada",49.28959,-123.05161,50.0,Entire home/apt,4.7,POINT (-123.05161 49.28959)
Kitsilano 1 bedroom 1.5 bath near the beach.,https://www.airbnb.com/rooms/9315705,,49.26672,-123.16668,197.0,Entire home/apt,5.0,POINT (-123.16668 49.26672)
Private Home,https://www.airbnb.com/rooms/9318501,"Vancouver, British Columbia, Canada",49.24738,-123.10184,400.0,Entire home/apt,4.88,POINT (-123.10184 49.24738)
Female only - long term until December,https://www.airbnb.com/rooms/9319614,"Vancouver, British Columbia, Canada",49.25716,-123.0724,59.0,Private room,4.71,POINT (-123.0724 49.25716)
Comfortable and spacious camper van,https://www.airbnb.com/rooms/9450480,,49.27377204471732,-123.14985647153252,61.0,Entire home/apt,5.0,POINT (-123.14985647153252 49.27377204471732)
Bright Urban Retreat,https://www.airbnb.com/rooms/9490187,"Vancouver, British Columbia, Canada",49.28143,-123.1256,143.0,Entire home/apt,5.0,POINT (-123.1256 49.28143)
"Modern, new laneway house.",https://www.airbnb.com/rooms/9515931,"Vancouver, British Columbia, Canada",49.26346,-123.0526,145.0,Entire home/apt,4.89,POINT (-123.0526 49.26346)
2 Bedrm Main near Commercial Drive,https://www.airbnb.com/rooms/9533778,"Vancouver, British Columbia, Canada",49.28003,-123.06204,120.0,Entire home/apt,4.72,POINT (-123.06204 49.28003)
Modern urban flat with a walk score of 10/10!,https://www.airbnb.com/rooms/9592923,"Vancouver, British Columbia, Canada",49.26587,-123.0999,250.0,Entire home/apt,4.8,POINT (-123.0999 49.26587)
Amazing 1 bedroom apartment with parking,https://www.airbnb.com/rooms/9615787,"Vancouver, British Columbia, Canada",49.27752,-123.11993,175.0,Entire home/apt,4.76,POINT (-123.11993 49.27752)
Stunning views in heart of Gastown,https://www.airbnb.com/rooms/9636681,"Vancouver, British Columbia, Canada",49.28377,-123.1061,149.0,Entire home/apt,5.0,POINT (-123.1061 49.28377)
Bright & Cozy Condo - Heart of Kits,https://www.airbnb.com/rooms/9684392,"Vancouver, British Columbia, Canada",49.2674015270243,-123.15509165318552,150.0,Entire home/apt,,POINT (-123.15509165318552 49.2674015270243)
Gastown/Railtown Loft in Vancouver,https://www.airbnb.com/rooms/9700554,"Vancouver, British Columbia, Canada",49.28389,-123.0991,130.0,Entire home/apt,4.94,POINT (-123.0991 49.28389)
"Kitsilano 2 bedrooms, 2.5 baths near the beach.",https://www.airbnb.com/rooms/9867831,"Vancouver, British Columbia, Canada",49.26682,-123.16654,355.0,Entire home/apt,5.0,POINT (-123.16654 49.26682)
Hotel Room Double Bed + Shared Bathrooms,https://www.airbnb.com/rooms/9901027,"Vancouver, British Columbia, Canada",49.28198,-123.1112,230.0,Private room,4.81,POINT (-123.1112 49.28198)
Sweet Suite Cambie Village,https://www.airbnb.com/rooms/9901028,"Vancouver, British Columbia, Canada",49.25614,-123.11331,110.0,Entire home/apt,4.94,POINT (-123.11331 49.25614)
"Bright, Lovely, Spacious, Central",https://www.airbnb.com/rooms/9979381,"Vancouver, British Columbia, Canada",49.2564,-123.09368,169.0,Entire home/apt,4.8,POINT (-123.09368 49.2564)
Large Ocean-view Sub- penthouse.,https://www.airbnb.com/rooms/10151493,"Vancouver, British Columbia, Canada",49.27924,-123.10711,355.0,Entire home/apt,4.92,POINT (-123.10711 49.27924)
Downtown Davie 1 bed condo 720sq/ft,https://www.airbnb.com/rooms/10154874,,49.27782,-123.12991,215.0,Entire home/apt,4.85,POINT (-123.12991 49.27782)
Zen Den Kitsilano Beach Paradise,https://www.airbnb.com/rooms/10231101,"Vancouver, British Columbia, Canada",49.27269,-123.15382,130.0,Entire home/apt,4.56,POINT (-123.15382 49.27269)
"Central Location, Comfort Suite.",https://www.airbnb.com/rooms/10341792,"Burnaby, British Columbia, Canada",49.28847,-123.01739,84.0,Entire home/apt,4.37,POINT (-123.01739 49.28847)
4 Bedroom Home in Central location,https://www.airbnb.com/rooms/10343786,"Burnaby, British Columbia, Canada",49.28743,-123.01634,250.0,Entire home/apt,4.62,POINT (-123.01634 49.28743)
