name,listing_url,neighbourhood,latitude,longitude,price,room_type,review_scores_rating,point
LUXURIOUS condo in Heart of Downtown Vancouver,https://www.airbnb.com/rooms/639207363096142908,"Vancouver, British Columbia, Canada",49.28402,-123.12667,318.0,Entire home/apt,5.0,POINT (-123.12667 49.28402)
Independent access 2 Bedrooms basement unit,https://www.airbnb.com/rooms/639391587977090965,,49.2319752,-123.0568416,181.0,Entire home/apt,4.5,POINT (-123.0568416 49.2319752)
Amazing one of a kind 2 level loft in Gastown,https://www.airbnb.com/rooms/639747648226058108,"Vancouver, British Columbia, Canada",49.283146,-123.102837,450.0,Entire home/apt,4.67,POINT (-123.102837 49.283146)
Family Friendly Apartment in the Heart of Kits,https://www.airbnb.com/rooms/639748595372537005,"Vancouver, British Columbia, Canada",49.26463,-123.14688,185.0,Entire home/apt,3.92,POINT (-123.14688 49.26463)
J-1-1 Private room 4 min walk to skytrainVancouver,https://www.airbnb.com/rooms/639840232384809044,,49.24125,-123.02981,108.0,Private room,5.0,POINT (-123.02981 49.24125)
West Side Jericho - Stunning 5br home w/ocean view,https://www.airbnb.com/rooms/639845461550894225,,49.26449,-123.19329,1499.0,Entire home/apt,,POINT (-123.19329 49.26449)
Sanctuary 3 bdrm+3 bath townhouse + roof top deck,https://www.airbnb.com/rooms/639927443825084449,"Vancouver, British Columbia, Canada",49.28047191007802,-123.1094056098556,656.0,Entire home/apt,5.0,POINT (-123.1094056098556 49.28047191007802)
3 Bedroom Guest Suite In Heart Of North Burnaby,https://www.airbnb.com/rooms/639981729964883306,"Burnaby, British Columbia, Canada",49.27424,-123.00897,205.0,Entire home/apt,4.69,POINT (-123.00897 49.27424)
Beautiful Brand New Condo W/ Mountain View,https://www.airbnb.com/rooms/639992404347441555,,49.2122,-123.09034,232.0,Entire home/apt,4.58,POINT (-123.09034 49.2122)
Lovely 1-BR Top Floor Condo with Balcony & View,https://www.airbnb.com/rooms/640109057336635656,,49.2377,-123.05747,129.0,Entire home/apt,4.25,POINT (-123.05747 49.2377)
Luxury Panoramic 2 Bed Condo - Downtown Vancouver,https://www.airbnb.com/rooms/640154516395738718,"Vancouver, British Columbia, Canada",49.2814,-123.11834,220.0,Entire home/apt,,POINT (-123.11834 49.2814)
Lovely 2 bedroom condo with free parking in Kits,https://www.airbnb.com/rooms/640158212471982044,"Vancouver, British Columbia, Canada",49.26663,-123.14628,145.0,Entire home/apt,,POINT (-123.14628 49.26663)
Large West Coast 1-Bd Garden Suite Vancouver.,https://www.airbnb.com/rooms/640175272296394289,,49.25424,-123.07215,105.0,Entire home/apt,5.0,POINT (-123.07215 49.25424)
New LuxuRY 4 BEDRoom House Vancouver,https://www.airbnb.com/rooms/640194126314091471,"Vancouver, British Columbia, Canada",49.22356,-123.08062,358.0,Private room,4.75,POINT (-123.08062 49.22356)
Stunning 2 Bed 2 Bath Waterfront Condo w/ Parking!,https://www.airbnb.com/rooms/640247042278369172,,49.27544,-123.13514,550.0,Entire home/apt,5.0,POINT (-123.13514 49.27544)
Modern luxury 1 bedrom + den condo in Yaletown,https://www.airbnb.com/rooms/640471776476857550,"Vancouver, British Columbia, Canada",49.277103,-123.128587,118.0,Entire home/apt,5.0,POINT (-123.128587 49.277103)
Sasamat Gardens - A one bedroom garden level oasis,https://www.airbnb.com/rooms/640520572631500147,,49.26147560565484,-123.21070394960404,263.0,Entire home/apt,5.0,POINT (-123.21070394960404 49.26147560565484)
🏬Modern Apt 🏙Near Downtown 🚘Parking ❄️AC🏋️‍GYM,https://www.airbnb.com/rooms/640593750402489550,"Vancouver, British Columbia, Canada",49.26941,-123.10017,169.0,Entire home/apt,4.0,POINT (-123.10017 49.26941)
1BR Top Floor Apartment Suite (Mount Pleasant),https://www.airbnb.com/rooms/640602354753419549,"Vancouver, British Columbia, Canada",49.24833,-123.09171,180.0,Entire home/apt,4.83,POINT (-123.09171 49.24833)
"private room, 5 min walk from metrotown",https://www.airbnb.com/rooms/640618193611841507,,49.22396,-123.00916,83.0,Private room,3.0,POINT (-123.00916 49.22396)
Fantastic 2018 420Sea Ray boat life,https://www.airbnb.com/rooms/640807604096303705,,49.27271,-123.1367,637.0,Entire home/apt,4.17,POINT (-123.1367 49.27271)
"Newly Built, Modern 1 BR Suite **Public Transit",https://www.airbnb.com/rooms/640860185867108635,"Vancouver, British Columbia, Canada",49.24154,-123.06732,158.0,Entire home/apt,4.63,POINT (-123.06732 49.24154)
Adorable 1 bedroom basement suit in point grey,https://www.airbnb.com/rooms/640910973120901667,,49.23367,-123.17451,163.0,Entire home/apt,5.0,POINT (-123.17451 49.23367)
Luxury 2 beds Apartment/ in the heart of downtown,https://www.airbnb.com/rooms/641252486705150500,,49.27750653160327,-123.12783931208446,343.0,Entire home/apt,4.67,POINT (-123.12783931208446 49.27750653160327)
Comfortable 2-bedroom suite in prime location,https://www.airbnb.com/rooms/641286360676071042,,49.24514143691957,-123.10224321702684,250.0,Entire home/apt,5.0,POINT (-123.10224321702684 49.24514143691957)
Top Floor Unit On the Granville Strip/Downtown,https://www.airbnb.com/rooms/641361715417372683,,49.27657,-123.126,264.0,Entire home/apt,4.84,POINT (-123.126 49.27657)
Modern Studio (Jr. 1 Bedroom) in Chinatown,https://www.airbnb.com/rooms/641392179594828515,"Vancouver, British Columbia, Canada",49.2796505,-123.1001372,179.0,Entire home/apt,5.0,POINT (-123.1001372 49.2796505)
"Newly Built, Modern 2 BR Suite **Public Transit",https://www.airbnb.com/rooms/641531098417373367,"Vancouver, British Columbia, Canada",49.24412,-123.06865,205.0,Entire home/apt,4.86,POINT (-123.06865 49.24412)
🌴Stylish Suite w/Oceanview Patio - Coal Harbour 🌴,https://www.airbnb.com/rooms/641935676868138681,,49.28692,-123.12281,231.0,Entire home/apt,4.75,POINT (-123.12281 49.28692)
Modern Custom Built 2-Storey 2BR Guest House,https://www.airbnb.com/rooms/641982635205184775,"Vancouver, British Columbia, Canada",49.22254970613606,-123.03927731887252,162.0,Entire home/apt,4.63,POINT (-123.03927731887252 49.22254970613606)
Charming stylish house with beautiful backyard,https://www.airbnb.com/rooms/642006705469754937,,49.2407,-123.07155,300.0,Entire home/apt,5.0,POINT (-123.07155 49.2407)
Lovely Olympic Village 1-Br + Free Parking + AC,https://www.airbnb.com/rooms/642020784192497505,"Vancouver, British Columbia, Canada",49.26946,-123.10095,285.0,Entire home/apt,5.0,POINT (-123.10095 49.26946)
Character Home Near Park with Indoor Fireplace,https://www.airbnb.com/rooms/642072319883610944,"Vancouver, British Columbia, Canada",49.23399,-123.1047,211.0,Entire home/apt,4.86,POINT (-123.1047 49.23399)
Luxury Condo in Vancouver's Shangri-La + Parking,https://www.airbnb.com/rooms/642093491066075534,,49.2855514,-123.1238497,450.0,Entire home/apt,,POINT (-123.1238497 49.2855514)
Quiet Garden Suite close to lively Main Street,https://www.airbnb.com/rooms/642264341571696956,"Vancouver, British Columbia, Canada",49.24516,-123.09705,222.0,Entire home/apt,4.88,POINT (-123.09705 49.24516)
Luxury Condo in the Heart of Vancouver with patio,https://www.airbnb.com/rooms/642270777321779733,,49.28004,-123.10649,364.0,Entire home/apt,4.91,POINT (-123.10649 49.28004)
Legend Location 1bdr&1bath,https://www.airbnb.com/rooms/642714753546179871,,49.28853,-123.12496,103.0,Entire home/apt,,POINT (-123.12496 49.28853)
Lovely modern 2 bedroom in the heart of Strathcona,https://www.airbnb.com/rooms/642830911504735152,,49.28125,-123.08335,285.0,Entire home/apt,5.0,POINT (-123.08335 49.28125)
Clean and Modern one bedroom room with ensuite .,https://www.airbnb.com/rooms/642836717808236469,,49.28308,-123.13228,125.0,Private room,,POINT (-123.13228 49.28308)
Yacht Tour,https://www.airbnb.com/rooms/642845654059828366,,49.27182,-123.14016,2000.0,Entire home/apt,,POINT (-123.14016 49.27182)
2BR Laneway House/Up to 6 guests/ Great location,https://www.airbnb.com/rooms/642969025079878119,"Vancouver, British Columbia, Canada",49.2167769782208,-123.0983996963685,145.0,Entire home/apt,5.0,POINT (-123.0983996963685 49.2167769782208)
Private 2 bedrooms suite in a flourish yard,https://www.airbnb.com/rooms/643049747557576463,"Vancouver, British Columbia, Canada",49.2372901,-123.1911822,120.0,Entire home/apt,,POINT (-123.1911822 49.2372901)
Astonishing Coal Harbor 1-Bedroom Condo With View,https://www.airbnb.com/rooms/643072191171773935,"Vancouver, British Columbia, Canada",49.28809643361038,-123.1233687967007,295.0,Entire home/apt,4.55,POINT (-123.1233687967007 49.28809643361038)
Space to share (not a room),https://www.airbnb.com/rooms/643084005402678749,,49.27483,-123.13287,124.0,Shared room,4.58,POINT (-123.13287 49.27483)
Stunning Central 1 Bedroom Apartment in Vancouver!,https://www.airbnb.com/rooms/643104304509511308,,49.26935,-123.10616,219.0,Entire home/apt,,POINT (-123.10616 49.26935)
"Large & very bright 2-bed, 2-bath condo w/ parking",https://www.airbnb.com/rooms/643428720356607196,"Vancouver, British Columbia, Canada",49.28012971369756,-123.1084866821766,536.0,Entire home/apt,4.87,POINT (-123.1084866821766 49.28012971369756)
Marvelous 2 Bed Condo in Yaletown Panoramic Views!,https://www.airbnb.com/rooms/643454713255857011,,49.2793,-123.12079,342.0,Entire home/apt,,POINT (-123.12079 49.2793)
"2 Bedroom w/ balcony, rooftop & gym",https://www.airbnb.com/rooms/643505283848116146,"Vancouver, British Columbia, Canada",49.2874483,-123.1405313,320.0,Entire home/apt,5.0,POINT (-123.1405313 49.2874483)
Upper level guest suite hosted by Karen,https://www.airbnb.com/rooms/643595234540931119,"Vancouver, British Columbia, Canada",49.27129,-123.04974,123.0,Entire home/apt,5.0,POINT (-123.04974 49.27129)
"Prime Location, Fast Wifi, A/C, Parking, Gym",https://www.airbnb.com/rooms/643629595006449595,"Vancouver, British Columbia, Canada",49.2703259,-123.1012376,222.0,Entire home/apt,5.0,POINT (-123.1012376 49.2703259)
Stylish and Central 2 bed 2 bath w/AC in DT Van,https://www.airbnb.com/rooms/643719201957974595,,49.28234761216627,-123.12433237895225,118.0,Entire home/apt,,POINT (-123.12433237895225 49.28234761216627)
Peaceful 2 bedroom Home in MacKenzie Heights,https://www.airbnb.com/rooms/644057870728017000,,49.24472,-123.16914,249.0,Entire home/apt,5.0,POINT (-123.16914 49.24472)
Comfy 2 bedroom basement suite ideal to explore.,https://www.airbnb.com/rooms/644082345567307075,"Vancouver, British Columbia, Canada",49.26537,-123.0416,138.0,Entire home/apt,4.17,POINT (-123.0416 49.26537)
The Charming Yellow Lovenest - with Hot Tub,https://www.airbnb.com/rooms/644125610949156087,"Vancouver, British Columbia, Canada",49.2340869,-123.1748362,170.0,Entire home/apt,5.0,POINT (-123.1748362 49.2340869)
Amazing Location Vancouver 3br Home - Queen E Park,https://www.airbnb.com/rooms/644136018408015324,"Vancouver, British Columbia, Canada",49.24592,-123.09526,462.0,Entire home/apt,4.35,POINT (-123.09526 49.24592)
温西豪宅配备独立卫生间的宽敞独立套房,https://www.airbnb.com/rooms/644157505216274147,,49.23174810489064,-123.13254044273786,121.0,Private room,5.0,POINT (-123.13254044273786 49.23174810489064)
温西豪宅配备按摩浴缸的欢乐舒适别墅,https://www.airbnb.com/rooms/644161046470476635,"Vancouver, British Columbia, Canada",49.23326650160033,-123.1305838209207,138.0,Private room,4.89,POINT (-123.1305838209207 49.23326650160033)
*Prime Location* 1 bedroom condo*2 beds*,https://www.airbnb.com/rooms/644261151333756415,"Vancouver, British Columbia, Canada",49.27813980881528,-123.10569362602132,186.0,Entire home/apt,4.89,POINT (-123.10569362602132 49.27813980881528)
Parkview Junior 2 Bedroom Suite in City Center,https://www.airbnb.com/rooms/644333833739115417,"Burnaby, British Columbia, Canada",49.22500657043934,-123.00575729703284,214.0,Entire home/apt,5.0,POINT (-123.00575729703284 49.22500657043934)
Fully furnished cosy 1 bedroom,https://www.airbnb.com/rooms/644390721714287946,"Vancouver, British Columbia, Canada",49.2664,-123.09501,130.0,Entire home/apt,,POINT (-123.09501 49.2664)
Cozy private room in East Vancouver,https://www.airbnb.com/rooms/644498839223761591,,49.25204,-123.07269,80.0,Private room,4.67,POINT (-123.07269 49.25204)
Brand new cozy 2 Bedroom basement suite,https://www.airbnb.com/rooms/644537187492046591,,49.2130759,-123.1188481,168.0,Entire home/apt,4.83,POINT (-123.1188481 49.2130759)
Private backyard- With Kitchen，Near DT，Skytrain,https://www.airbnb.com/rooms/644758361377027489,"Vancouver, British Columbia, Canada",49.26384040599328,-123.077807456233,295.0,Entire home/apt,4.0,POINT (-123.077807456233 49.26384040599328)
Modern 3 bedroom townhome with backyard!,https://www.airbnb.com/rooms/644760412952034588,,49.2566377,-123.0928989,295.0,Entire home/apt,,POINT (-123.0928989 49.2566377)
Awesome Central Ground Level Unit in Vancouver!,https://www.airbnb.com/rooms/644786096095620180,,49.25154,-123.0343,179.0,Entire home/apt,4.88,POINT (-123.0343 49.25154)
Lovely 1-bedroom for rent downtown vancouver,https://www.airbnb.com/rooms/644832400238584702,,49.27716,-123.11052,125.0,Entire home/apt,5.0,POINT (-123.11052 49.27716)
"Heart of historic Mt Pleasant, top floor bedroom",https://www.airbnb.com/rooms/644842174214405413,,49.261345672606886,-123.1042257589636,62.0,Private room,,POINT (-123.1042257589636 49.261345672606886)
"Panoramic view, brand new Condo in Metrotown",https://www.airbnb.com/rooms/644865180758056981,,49.224550130686055,-123.00681270317992,212.0,Entire home/apt,5.0,POINT (-123.00681270317992 49.224550130686055)
Seymour St 2 bedroom apartment with high rise view,https://www.airbnb.com/rooms/645001874244469436,"Vancouver, British Columbia, Canada",49.27373,-123.12692,478.0,Entire home/apt,4.26,POINT (-123.12692 49.27373)
Lovely 1bedroom loft in Gastown w/secured parking,https://www.airbnb.com/rooms/645169552374466361,"Vancouver, British Columbia, Canada",49.28119650641253,-123.1032496944474,135.0,Entire home/apt,,POINT (-123.1032496944474 49.28119650641253)
Adorable 2-Bedroom Basement in Vancouver,https://www.airbnb.com/rooms/645234175241131511,,49.21554,-123.07098,270.0,Entire home/apt,4.5,POINT (-123.07098 49.21554)
Downtown High-rise View Apartment ¹⁴,https://www.airbnb.com/rooms/645380488250317455,"Vancouver, British Columbia, Canada",49.27551,-123.12681,520.0,Entire home/apt,4.65,POINT (-123.12681 49.27551)
5 Bed 1.5 Bath Home in Marpole w/ Garage Parking,https://www.airbnb.com/rooms/645606688394426607,"Vancouver, British Columbia, Canada",49.2134,-123.14292,285.0,Entire home/apt,4.75,POINT (-123.14292 49.2134)
Quiet and lovely home,https://www.airbnb.com/rooms/645959609431738719,"Vancouver, British Columbia, Canada",49.25399,-123.17905,100.0,Private room,4.42,POINT (-123.17905 49.25399)
❤️150MB WiFi❄️AC👚Laundry☕Nespresso🚅Skytrain🍀ECO,https://www.airbnb.com/rooms/646279643013687387,"Vancouver, British Columbia, Canada",49.28194,-123.12335,222.0,Entire home/apt,4.5,POINT (-123.12335 49.28194)
Luxury Point Grey Estate with Pool & Tennis court,https://www.airbnb.com/rooms/646480052557828957,,49.27312,-123.21773,20000.0,Entire home/apt,,POINT (-123.21773 49.27312)
Spacious 2 bdrm apartment in the heart of downtown,https://www.airbnb.com/rooms/646493357727548428,"Vancouver, British Columbia, Canada",49.27723921092318,-123.1259379438121,300.0,Entire home/apt,5.0,POINT (-123.1259379438121 49.27723921092318)
1BDR - 3 blocks from Kitsilano beach w/parking,https://www.airbnb.com/rooms/646553615976355959,"Vancouver, British Columbia, Canada",49.27152,-123.15559,350.0,Entire home/apt,4.83,POINT (-123.15559 49.27152)
Gorgeous Water Views 1 Bedroom +den Yaletown Condo,https://www.airbnb.com/rooms/646600046097231118,"Vancouver, British Columbia, Canada",49.27293,-123.1263,195.0,Entire home/apt,5.0,POINT (-123.1263 49.27293)
Luxury 1 BR Condo Near Commercial Drive,https://www.airbnb.com/rooms/646678872055754037,,49.27185,-123.05508,219.0,Entire home/apt,5.0,POINT (-123.05508 49.27185)
High-rise city view Studio (23),https://www.airbnb.com/rooms/647044762705372171,,49.26294,-123.09804,155.0,Entire home/apt,5.0,POINT (-123.09804 49.26294)
Spacious One Bed Downtown Pied-à-terre,https://www.airbnb.com/rooms/647144670297338099,,49.27945,-123.10739,135.0,Entire home/apt,5.0,POINT (-123.10739 49.27945)
Bright One Bedroom Home near Park & Transit⭐️,https://www.airbnb.com/rooms/647160230901267431,,49.25406834785561,-123.05079307378313,131.0,Entire home/apt,5.0,POINT (-123.05079307378313 49.25406834785561)
Cheerful 2-bdrm home/individual entrance/near YVR,https://www.airbnb.com/rooms/647346237531525974,,49.18906,-123.09877,186.0,Entire home/apt,4.5,POINT (-123.09877 49.18906)
Zodiac Luxury New 1bd 1ba Apt@Van West,https://www.airbnb.com/rooms/647349100159449082,,49.219,-123.14711,239.0,Entire home/apt,4.8,POINT (-123.14711 49.219)
Zodiac Luxury New 1bd 1ba Apt@Van West(Monthly),https://www.airbnb.com/rooms/647404438885443851,,49.21871,-123.14916,228.0,Entire home/apt,,POINT (-123.14916 49.21871)
Bachelor Suite Top Floor (Mount Pleasant),https://www.airbnb.com/rooms/647475920501692241,,49.24966,-123.09006,150.0,Entire home/apt,4.87,POINT (-123.09006 49.24966)
Yaletown 2Br/2Ba with Spectaclur water n city view,https://www.airbnb.com/rooms/647779560724665240,"Vancouver, British Columbia, Canada",49.27336619971254,-123.12442653016356,428.0,Entire home/apt,,POINT (-123.12442653016356 49.27336619971254)
Beautiful ground level suite in character home,https://www.airbnb.com/rooms/647903884003868958,"Vancouver, British Columbia, Canada",49.260344236412905,-123.11101243211124,279.0,Entire home/apt,4.88,POINT (-123.11101243211124 49.260344236412905)
Sweet home,https://www.airbnb.com/rooms/648458125746471298,"Vancouver, British Columbia, Canada",49.25229,-123.1806,110.0,Private room,4.55,POINT (-123.1806 49.25229)
Lovely one bedroom condo with pool and hot tub,https://www.airbnb.com/rooms/648466304573985910,,49.27873,-123.10641,102.0,Entire home/apt,5.0,POINT (-123.10641 49.27873)
"Cozy Private Suite in Vancouver, Transit at door",https://www.airbnb.com/rooms/648528012520524034,"Vancouver, British Columbia, Canada",49.2215009,-123.066223,234.0,Entire home/apt,4.89,POINT (-123.066223 49.2215009)
Vancouver West Two Bedroom,https://www.airbnb.com/rooms/648571715106497356,,49.23933,-123.18849,243.0,Entire home/apt,4.63,POINT (-123.18849 49.23933)
Private basement bedroom in West Side of Vancouver,https://www.airbnb.com/rooms/648655367951170235,"Vancouver, British Columbia, Canada",49.227177315107376,-123.13031708675535,98.0,Private room,4.93,POINT (-123.13031708675535 49.227177315107376)
Mountain-cozy townhouse in the heart of Vancouver,https://www.airbnb.com/rooms/648697303734071693,"Vancouver, British Columbia, Canada",49.27664,-123.10189,365.0,Entire home/apt,,POINT (-123.10189 49.27664)
温馨小屋,https://www.airbnb.com/rooms/648733601162478131,"Vancouver, British Columbia, Canada",49.2096,-123.06847,129.0,Entire home/apt,4.54,POINT (-123.06847 49.2096)
Million Dollar Luxury Waterfront 2 Bedroom Apt,https://www.airbnb.com/rooms/648757209408329470,"Vancouver, British Columbia, Canada",49.27815767450963,-123.10682223939952,350.0,Entire home/apt,4.73,POINT (-123.10682223939952 49.27815767450963)
"Luxury apartment with 4K projector, EV, and AC",https://www.airbnb.com/rooms/648759271619420995,"Vancouver, British Columbia, Canada",49.27773074496896,-123.10762169816066,628.0,Entire home/apt,4.8,POINT (-123.10762169816066 49.27773074496896)
Private suite & yard at heart of vibrant Main St,https://www.airbnb.com/rooms/648832207289419998,"Vancouver, British Columbia, Canada",49.25520703485374,-123.0999559708914,230.0,Entire home/apt,5.0,POINT (-123.0999559708914 49.25520703485374)
Conveniently located 1bdr suite. Sleeps up to 5ppl,https://www.airbnb.com/rooms/649397103386742873,"Vancouver, British Columbia, Canada",49.23705226600816,-123.188096689261,96.0,Entire home/apt,5.0,POINT (-123.188096689261 49.23705226600816)
2 bedroom available in a great neighbourhood!,https://www.airbnb.com/rooms/649433822440310224,,49.2153634,-123.1060518,220.0,Private room,4.5,POINT (-123.1060518 49.2153634)
Outstanding split level 2 Bedroom Penthouse,https://www.airbnb.com/rooms/649454849258304930,,49.28023,-123.12476,500.0,Entire home/apt,,POINT (-123.12476 49.28023)
"Gorgeous new house, 5 bedrooms 3.5 baths",https://www.airbnb.com/rooms/649489458676837545,"Vancouver, British Columbia, Canada",49.24761,-123.19695,314.0,Entire home/apt,4.0,POINT (-123.19695 49.24761)
"Sub-penthouse, view condo in central downtown",https://www.airbnb.com/rooms/649554000111587581,"Vancouver, British Columbia, Canada",49.27936,-123.12872,381.0,Entire home/apt,3.5,POINT (-123.12872 49.27936)
Brand new 1 b condo with water views top floor.,https://www.airbnb.com/rooms/649918914706027057,"Vancouver, British Columbia, Canada",49.20538,-123.03916,130.0,Entire home/apt,5.0,POINT (-123.03916 49.20538)
PPRM 1bedroom+1bathroom perfect location in DT,https://www.airbnb.com/rooms/650054825946053094,,49.28413,-123.13633,236.0,Entire home/apt,4.33,POINT (-123.13633 49.28413)
Bright home with garden near Commercial Drive,https://www.airbnb.com/rooms/650201276361222413,"Vancouver, British Columbia, Canada",49.25831248908862,-123.06467257299128,243.0,Entire home/apt,4.89,POINT (-123.06467257299128 49.25831248908862)
Central DT 2 bed/2 bath condo across Rogers Arena,https://www.airbnb.com/rooms/650284505815567597,"Vancouver, British Columbia, Canada",49.2789066,-123.1079972,485.0,Entire home/apt,5.0,POINT (-123.1079972 49.2789066)
🌿Modern & Spacious Outdoor Living with A/C🌿,https://www.airbnb.com/rooms/650311547880386964,,49.26906066399265,-123.10127110235676,277.0,Entire home/apt,5.0,POINT (-123.10127110235676 49.26906066399265)
FULLY RENOVATED MODERN 1BR NEAR DOWNTOWN VANCOUVER,https://www.airbnb.com/rooms/650338343924809028,"Vancouver, British Columbia, Canada",49.26581672638241,-123.0599198398984,200.0,Entire home/apt,4.8,POINT (-123.0599198398984 49.26581672638241)
📍 NEW Modern 1B|Comfort+Style| Centrally Located📍,https://www.airbnb.com/rooms/650606111187975667,,49.27103,-123.05615,198.0,Entire home/apt,4.91,POINT (-123.05615 49.27103)
Downtown King Suite-Surround Views-Pool/Gym/Parkng,https://www.airbnb.com/rooms/650607262159929480,"Vancouver, British Columbia, Canada",49.28013,-123.10564,377.0,Entire home/apt,4.95,POINT (-123.10564 49.28013)
D9 - One of a kind apartment with amazing views!,https://www.airbnb.com/rooms/650645530596109085,,49.280030760769975,-123.116296997568,250.0,Entire home/apt,,POINT (-123.116296997568 49.280030760769975)
Sub-penthouse suite with 270 degree panoramic view,https://www.airbnb.com/rooms/650665796747255889,"Vancouver, British Columbia, Canada",49.2801052,-123.1085108,390.0,Entire home/apt,3.75,POINT (-123.1085108 49.2801052)
2 bedroom apartment in downtown vancouver,https://www.airbnb.com/rooms/650716031008774835,,49.28381208651701,-123.108702084594,160.0,Entire home/apt,,POINT (-123.108702084594 49.28381208651701)
Cheerful 5-bdrms house in Vancouver,https://www.airbnb.com/rooms/650758239748657623,,49.23773563275562,-123.03540007283958,446.0,Entire home/apt,4.33,POINT (-123.03540007283958 49.23773563275562)
Yaletown 1 bedroom condo with A/C and free parking,https://www.airbnb.com/rooms/650801503901050159,,49.2758130005122,-123.11593513302866,287.0,Entire home/apt,4.91,POINT (-123.11593513302866 49.2758130005122)
Sweet home by Point Grey,https://www.airbnb.com/rooms/650873833377196985,"Vancouver, British Columbia, Canada",49.26200397585328,-123.19872939155412,450.0,Entire home/apt,4.83,POINT (-123.19872939155412 49.26200397585328)
Cozy apartment with Ocean Skyline city view,https://www.airbnb.com/rooms/650887389374277606,"Vancouver, British Columbia, Canada",49.2797303,-123.1257729,170.0,Entire home/apt,5.0,POINT (-123.1257729 49.2797303)
Gorgeous Unit Steps from Kitsilano Beach,https://www.airbnb.com/rooms/651605116492330565,,49.27491,-123.1499,235.0,Entire home/apt,4.87,POINT (-123.1499 49.27491)
Beautiful Unit Steps from Kitsilano Beach,https://www.airbnb.com/rooms/651754499874994953,,49.2733,-123.14816,209.0,Entire home/apt,4.86,POINT (-123.14816 49.2733)
Marvellous room in a 2-bdrm with rooftop patio,https://www.airbnb.com/rooms/652055557293647479,"Vancouver, British Columbia, Canada",49.28076,-123.10467,88.0,Private room,5.0,POINT (-123.10467 49.28076)
1-bedroom shared unit Mt. Pleasant Vancouver,https://www.airbnb.com/rooms/652107134102037633,,49.259543114546176,-123.08280968636598,121.0,Private room,4.87,POINT (-123.08280968636598 49.259543114546176)
Home Away From Home - 2 Bedroom Unit With VIEWS!,https://www.airbnb.com/rooms/652349004993309668,"Vancouver, British Columbia, Canada",49.27845297507834,-123.10951809668198,394.0,Entire home/apt,4.75,POINT (-123.10951809668198 49.27845297507834)
Exclusive Downtown Vancouver Apt w/ Pool and Sauna,https://www.airbnb.com/rooms/652485202110961905,,49.2783,-123.1073,440.0,Entire home/apt,,POINT (-123.1073 49.2783)
*NEW*3br/3ba Townhouse - Central/Pool/Gym/4 Patios,https://www.airbnb.com/rooms/652528955746967643,"Vancouver, British Columbia, Canada",49.279388430073546,-123.1088566,681.0,Entire home/apt,4.9,POINT (-123.1088566 49.279388430073546)
Beautiful Downtown with Ocean & Mountain views.,https://www.airbnb.com/rooms/652592119925803241,,49.27773080961952,-123.1063342715409,493.0,Entire home/apt,5.0,POINT (-123.1063342715409 49.27773080961952)
Yaletown Luxurious 1 Bdrm/Office/Solarium+Cntrl AC,https://www.airbnb.com/rooms/653111931586097955,,49.2745482,-123.127821,343.0,Entire home/apt,5.0,POINT (-123.127821 49.2745482)
Water View Condo in Downtown Vancouver (2BR/2Bath),https://www.airbnb.com/rooms/653122603011888299,,49.27986,-123.10787,364.0,Entire home/apt,4.92,POINT (-123.10787 49.27986)
Cozy ground level suite,https://www.airbnb.com/rooms/653158915412227969,,49.23227271000286,-123.10213305871996,200.0,Entire home/apt,3.5,POINT (-123.10213305871996 49.23227271000286)
Private room (shared washroom with another female),https://www.airbnb.com/rooms/653166913726553094,,49.22111,-123.13951,60.0,Private room,5.0,POINT (-123.13951 49.22111)
Gorgeous & bright high-rise condo with a pool!,https://www.airbnb.com/rooms/653211094240771816,"Vancouver, British Columbia, Canada",49.284986888358446,-123.11303052114116,101.0,Entire home/apt,5.0,POINT (-123.11303052114116 49.284986888358446)
Modern 2 bedroom with unforgettable views.,https://www.airbnb.com/rooms/653231046834017130,,49.2814341,-123.1251497,407.0,Entire home/apt,5.0,POINT (-123.1251497 49.2814341)
Metrotown 3BR 2.5Bath suite w/ parking,https://www.airbnb.com/rooms/653287490780391869,"Burnaby, British Columbia, Canada",49.23574456744311,-123.0137862637639,259.0,Entire home/apt,4.83,POINT (-123.0137862637639 49.23574456744311)
Beautiful 1 bedroom overlooking false creek DTvan,https://www.airbnb.com/rooms/653493908624521531,,49.2778443770461,-123.10970146473218,140.0,Entire home/apt,5.0,POINT (-123.10970146473218 49.2778443770461)
*Cool* Summer in DT Vancouver w/ AC+Office+750Mbps,https://www.airbnb.com/rooms/653538882741958935,"Vancouver, British Columbia, Canada",49.290160393983285,-123.1347126654566,159.0,Entire home/apt,,POINT (-123.1347126654566 49.290160393983285)
MODERN CONDO IN THE HEART OF DOWNTOWN VANCOUVER,https://www.airbnb.com/rooms/653630232806277228,,49.275822973722335,-123.12780089773068,254.0,Entire home/apt,4.91,POINT (-123.12780089773068 49.275822973722335)
Furnished Waterfront Apartment -Yaletown Vancouver,https://www.airbnb.com/rooms/653662640415900128,"Vancouver, British Columbia, Canada",49.27301979666584,-123.11913942380372,220.0,Entire home/apt,,POINT (-123.11913942380372 49.27301979666584)
Cozy Guest Suite in Richmond,https://www.airbnb.com/rooms/653680396784287854,,49.19754862357985,-123.10820087428256,150.0,Entire home/apt,4.63,POINT (-123.10820087428256 49.19754862357985)
