,stop_no,stop_name,line_con,Longitude,Latitude
1137,51585,Westbound W King Edward Ave @ Yew St,025,-123.156163,49.251149
1138,51586,Westbound W King Edward Ave @ Valley Dr,025,-123.159848,49.249723
1139,51588,Westbound W King Edward Ave @ Trafalgar St,025,-123.165826,49.248213
1140,51589,Westbound W King Edward Ave @ Balaclava St,025,-123.176132,49.250163
1141,51590,Westbound W King Edward Ave @ Blenheim St,025,-123.179077,49.250183
1142,51592,Westbound W 16 Ave @ Alma St,025; 033,-123.18653,49.258091
1143,51593,Westbound W 16 Ave @ Wallace St,025; 033,-123.191535,49.258162
1144,51594,Westbound W 16 Ave @ Camosun St,025; 033,-123.197604,49.258254
1145,51595,Westbound W 16 Ave @ Discovery St,025; 033,-123.203675,49.258337
1146,51596,Westbound W 16 Ave @ Sasamat St,025; 033,-123.20978,49.258432
1147,51597,Westbound W 16 Ave @ Blanca St,025; 033,-123.21457,49.258508
1148,51598,Westbound W 16 Ave @ Pacific Spirit Park,025; 033,-123.222569,49.258662
1149,51600,Northbound Wesbrook Mall @ 2900 Block,025; 033; 049,-123.238774,49.258778
1150,51603,29th Avenue Station @ Bay 2,029,-123.045328,49.244186
1151,51604,Southbound Rupert St @ School Ave,026,-123.04321,49.234833
1152,51605,Southbound Rupert St @ E 41 Ave,026,-123.043201,49.232545
1153,51606,Southbound Rupert St @ E 43 Ave,026,-123.043216,49.230767
1154,51607,Southbound Rupert St @ E 45 Ave,026,-123.043214,49.228961
1155,51608,Southbound Rupert St @ Kerr St,026,-123.041563,49.227481
1156,51610,Southbound Kerr St @ E 49 Ave,026,-123.041185,49.224314
1157,51611,Southbound Kerr St @ E 52 Ave,026,-123.041297,49.221906
1158,51612,Southbound Kerr St @ E 54 Ave,026,-123.041405,49.219855
1159,51613,Southbound Kerr St @ E 56 Ave,026,-123.041467,49.218403
1160,51614,Southbound Kerr St @ E 59 Ave,026,-123.041587,49.216248
1161,51615,Eastbound Rosemont Dr @ Kerr St,026,-123.040483,49.21544
1162,51616,Eastbound Rosemont Dr @ 3200 Block,026,-123.036746,49.215571
1163,51617,Southbound Butler St @ Rosemont Dr,026,-123.034529,49.216166
1164,51618,Eastbound Maquinna Dr @ Stikine Place,026,-123.031682,49.215458
1165,51619,Southbound Champlain Cres @ Langford Ave,026,-123.02994,49.214195
1166,51620,Southbound Champlain Cres @ Marquette Cres,026,-123.029816,49.212376
1167,51621,Northbound Matheson Cres @ Champlain Cres,026; 031,-123.026965,49.21096
1168,51622,Northbound Matheson Cres @ Limewood Place,026; 031,-123.025326,49.211972
1169,51623,Northbound Matheson Cres @ Raintree Court,026; 031,-123.025462,49.21425
1170,51624,Northbound Matheson Cres @ Rumble Ave,026; 031,-123.025453,49.215154
1171,51625,Northbound Matheson Cres @ Borham Cres,026; 031,-123.025012,49.21648
1172,51626,Eastbound Arbor Ave @ Matheson Cres,026; 031,-123.024627,49.217418
1173,51627,Northbound Boundary Rd @ Arbor Ave,026; 031,-123.023539,49.217909
1174,51628,Northbound Boundary Rd @ Hurst Ave,026; 031,-123.023547,49.220212
1175,51629,Westbound E 49 Ave @ Boundary Rd,026; 049,-123.024529,49.222065
1176,51630,Westbound E 49 Ave @ Arlington St,049,-123.028307,49.223442
1177,51631,Northbound Tyne St @ E 49 Ave,026,-123.032151,49.225083
1178,51632,Northbound Tyne St @ E 47 Ave,026,-123.032071,49.226688
1179,51633,Northbound Tyne St @ E 45 Ave,026,-123.031961,49.228978
1180,51634,Northbound Joyce St @ E 45 Ave,026,-123.037333,49.229581
1181,51635,Northbound Joyce St @ Marmion Ave,026,-123.03734,49.231836
1182,51636,Northbound Joyce St @ Kingsway,R4,-123.03552,49.234391
1183,51638,Northbound Joyce St @ Euclid Ave,026; 027; 041,-123.033326,49.236629
1184,51640,Southbound Joyce St @ Euclid Ave,026; 027; 041,-123.033907,49.236266
1185,51641,Southbound Joyce St @ Cherry St,026; 027; 041,-123.034898,49.235265
1186,51642,Southbound Joyce St @ E 41 Ave,026,-123.037497,49.232718
1187,51644,Eastbound E 45 Ave @ Doman St,026,-123.036047,49.229218
1188,51645,Southbound Tyne St @ E 46 Ave,026,-123.032177,49.228174
1189,51646,Southbound Tyne St @ E 47 Ave,026,-123.032301,49.226166
1190,51647,Eastbound E 49 Ave @ Tyne St,049; 430,-123.03149,49.22453
1191,51648,Eastbound E 49 Ave @ Arlington St,026; 049,-123.027926,49.223027
1192,51649,Southbound Frontenac St @ Hennepin Ave,026,-123.026506,49.221872
1193,51650,Southbound Frontenac St @ Hurst Ave,026,-123.026594,49.220252
1194,51651,Eastbound Hurst Ave @ Boundary Rd,026,-123.024161,49.22009
1195,51652,Westbound Arbor Ave @ Boundary Rd,026; 031,-123.024331,49.217523
1196,51653,Southbound Matheson Cres @ Borham Cres,026; 031,-123.025247,49.216164
1197,51654,Southbound Matheson Cres @ Chickadee Place,026; 031,-123.025161,49.212728
1198,51655,Southbound Matheson Cres @ Raintree Court,026; 031,-123.025642,49.214374
1199,51656,Westbound Champlain Cres @ Matheson Cres,026,-123.027827,49.210765
1200,51658,Northbound Champlain Cres @ Langford Ave,026,-123.029741,49.214103
1201,51659,Westbound Maquinna Dr @ Stikine Place,026,-123.031944,49.215603
1202,51660,Westbound Rosemont Dr @ Butler St,026,-123.035466,49.216141
1203,51661,Westbound Rosemont Dr @ 3200 Block,026,-123.037361,49.215611
1204,51662,Westbound Rosemont Dr @ Kerr St,026,-123.041111,49.215575
1205,51663,Northbound Kerr St @ E 58 Ave,026,-123.041311,49.217555
1206,51665,Northbound Kerr St @ E 51 Ave,026,-123.041021,49.223331
1207,51666,Northbound Kerr St @ E 49 Ave,026,-123.040907,49.22509
1208,51667,Northbound Rupert St @ Kerr St,026,-123.041348,49.227532
1209,51668,Northbound Rupert St @ E 45 Ave,026,-123.043009,49.229625
1210,51669,Northbound Rupert St @ E 43 Ave,026,-123.042993,49.231367
1211,51670,Northbound Rupert St @ E 41 Ave,026,-123.042996,49.233276
1212,51671,Joyce Station @ Bay 2,028,-123.032702,49.238709
1213,51672,Westbound Wellington Ave @ Joyce St,027,-123.030526,49.240302
1214,51673,Westbound Wellington Ave @ McHardy St,027,-123.033186,49.241397
1215,51674,Northbound Rupert St @ Wellington Ave,027,-123.035635,49.242748
1216,51675,Northbound Rupert St @ E 29 Ave,027,-123.033756,49.244846
1217,51676,Northbound Rupert St @ E 27 Ave,027,-123.033689,49.246536
1218,51677,Northbound Rupert St @ E 25 Ave,027,-123.033674,49.248137
1219,51678,Northbound Rupert St @ E 22 Ave,027,-123.033666,49.250951
1220,51679,Northbound Rupert St @ Seaforth Dr,027,-123.033663,49.253435
1221,51680,Northbound Rupert St @ E 17 Ave,027,-123.033652,49.255039
1222,51681,Northbound Rupert St @ Worthington Dr,027,-123.033644,49.25681
1223,51682,Northbound Rupert St @ Grandview Hwy,027,-123.033603,49.258529
1224,51683,Northbound Rupert St @ E Broadway,027,-123.033587,49.262245
1225,51684,Northbound Rupert St @ E 7th Ave,027,-123.033609,49.264088
1226,51685,Northbound Rupert St @ E 5th Ave,027,-123.033605,49.265981
1227,51686,Northbound Rupert St @ E 3rd Ave,027,-123.033576,49.267805
1228,51687,Northbound Rupert St @ Graveley St,027,-123.033606,49.270822
1229,51688,Northbound Rupert St @ Kitchener St,027,-123.033591,49.272547
1230,51689,Northbound Rupert St @ William St,027,-123.03354,49.274384
1231,51690,Northbound Rupert St @ Parker St,027,-123.03352,49.27613
1232,51691,Eastbound Adanac St @ Rupert St,027,-123.03308,49.277386
1233,51692,Eastbound Adanac St @ Skeena St,027,-123.029097,49.277384
1234,51693,Eastbound Adanac St @ Kootenay St,027,-123.024867,49.277369
1235,51694,Northbound Boundary Rd @ Georgia St,027; 028,-123.023311,49.278725
1236,51695,Kootenay Loop @ Bay 3,027,-123.026254,49.281408
1237,51696,Southbound Boundary Rd @ E Pender St,027; 028,-123.023768,49.279904
1238,51697,Southbound Boundary Rd @ E Georgia St,027; 028,-123.023773,49.277916
1239,51698,Westbound Adanac St @ Skeena St,027,-123.028787,49.277492
1240,51699,Southbound Rupert St @ Adanac St,027,-123.033686,49.277105
1241,51700,Southbound Rupert St @ Parker St,027,-123.033703,49.275459
1242,51701,Southbound Rupert St @ Charles St,027,-123.033718,49.272956
1243,51702,Southbound Rupert St @ Grant St,027,-123.033737,49.27109
1244,51703,Southbound Rupert St @ E 1st Ave,027,-123.033883,49.269052
1245,51704,Southbound Rupert St @ E 3rd Ave,027,-123.033871,49.267232
1246,51705,Southbound Rupert St @ E 5th Ave,027,-123.03388,49.265956
1247,51706,Southbound Rupert St @ E 7th Ave,027,-123.033894,49.263542
1248,51707,Southbound Rupert St @ E Broadway,027,-123.03393,49.262185
1249,51710,Southbound Rupert St @ Grandview Hwy,027,-123.033953,49.257755
1250,51711,Southbound Rupert St @ E 16 Ave,027,-123.03393,49.255276
1251,51712,Southbound Rupert St @ E 18 Ave,027,-123.033945,49.253698
1252,51713,Southbound Rupert St @ E 20 Ave,027,-123.033936,49.252011
1253,51714,Southbound Rupert St @ E 22 Ave,027,-123.033942,49.25033
1254,51715,Southbound Rupert St @ E 24 Ave,027,-123.033956,49.248502
1255,51716,Southbound Rupert St @ E 26 Ave,027,-123.033962,49.246798
1256,51717,Southbound Rupert St @ E 28 Ave,027,-123.033981,49.245072
1257,51718,Southbound Rupert St @ Price St,027,-123.034741,49.243917
1258,51719,Eastbound Wellington Ave @ Rupert St,027,-123.035603,49.242237
1259,51720,Eastbound Wellington Ave @ McHardy St,027,-123.032729,49.241059
1260,51721,Southbound Joyce St @ Wellington Ave,027,-123.030473,49.2398
1261,51722,Joyce Station @ Bay 1 Unload Only,026; 027; 028; 041; R4,-123.032425,49.238592
1262,51723,Eastbound Vanness Ave @ Melbourne St,028,-123.027853,49.236321
1263,51724,Northbound Boundary Rd @ Vanness Ave,028,-123.023292,49.235076
1264,51725,Eastbound Burke St @ Boundary Rd,028,-123.022912,49.236949
1265,51726,Northbound Smith Ave @ Burke St,028,-123.019798,49.237291
1266,51727,Northbound Smith Ave @ Brandon St,028,-123.019776,49.23903
1267,51728,Northbound Smith Ave @ Price St,028,-123.019753,49.240426
1268,51729,Northbound Smith Ave @ Moscrop St,028; 129,-123.01973,49.243373
1269,51730,Northbound Smith Ave @ Fir St,028; 129,-123.019724,49.24545
1270,51731,Northbound Smith Ave @ Spruce St,028; 129,-123.019726,49.247336
1271,51732,Northbound Ingleton Ave @ Sunset St,028,-123.017354,49.249639
1272,51733,Northbound Smith Ave @ Avondale St,028,-123.019698,49.25222
1273,51736,Northbound Boundary Rd @ Dominion St,028,-123.023409,49.256757
1274,51737,Northbound Boundary Rd @ Grandview Hwy,028,-123.023406,49.258575
1275,51740,Northbound Boundary Rd @ Lougheed Hwy,028; 099,-123.023373,49.26604
1276,51741,Northbound Boundary Rd @ 2nd Ave,028,-123.023347,49.268791
1277,51742,Northbound Boundary Rd @ 1st Ave,028,-123.023355,49.269895
1278,51743,Northbound Boundary Rd @ Kitchener St,028; R5,-123.02333,49.272518
1279,51744,Northbound Boundary Rd @ William St,028,-123.023314,49.274253
1280,51745,Northbound Boundary Rd @ Venables St,028,-123.023311,49.276981
1281,51746,Northbound Cassiar Connector @ 100 Block,028; 130,-123.031278,49.283253
1282,51762,Southbound Boundary Rd @ Douglas Rd,028,-123.02375,49.27654
1283,51763,Southbound Boundary Rd @ Napier St,028,-123.023771,49.274644
1284,51764,Southbound Boundary Rd @ Kitchener St,028,-123.023795,49.271739
1285,51765,Southbound Boundary Rd @ E 1st Ave,028,-123.023801,49.26913
1286,51768,Southbound Boundary Rd @ Henning Dr,028,-123.023842,49.263322
1287,51769,Southbound Boundary Rd @ Regent St,028,-123.023869,49.259136
1288,51771,Southbound Boundary Rd @ Grandview Hwy,028,-123.023879,49.257666
1289,51773,Eastbound Laurel St @ Boundary Rd,028,-123.022894,49.254148
1290,51774,Southbound Smith Ave @ Laurel St,028,-123.019847,49.253862
1291,51775,Southbound Smith Ave @ Avondale St,028,-123.019844,49.25269
1292,51776,Southbound Smith Ave @ Nithsdale St,028,-123.019879,49.251237
1293,51777,Southbound Smith Ave @ Sunset St,028,-123.019899,49.25
1294,51778,Southbound Ingleton Ave @ Sunset St,028,-123.017521,49.249331
1295,51779,Southbound Smith Ave @ Kincaid St,028; 129,-123.019893,49.24847
1296,51780,Southbound Smith Ave @ Spruce St,028; 129,-123.019897,49.24677
1297,51784,Southbound Boundary Rd @ Burke St,028,-123.023676,49.236626
1298,51785,Westbound Vanness Ave @ Boundary Rd,028,-123.024194,49.234733
1299,51786,Westbound Vanness Ave @ Melbourne St,028,-123.028401,49.236726
1300,51787,Joyce Station @ Bay 4,R4,-123.031047,49.237907
1301,51793,Southbound Matheson Cres @ Champlain Cres,031,-123.027535,49.210359
1302,51794,Westbound SE Marine Dr @ Matheson Cres,031; 100,-123.031482,49.208224
1303,51795,Westbound SE Marine Dr @ Fieldstone Ave,031; 100,-123.03581,49.208441
1304,51796,Westbound SE Marine Dr @ Kerr St,100,-123.042926,49.208162
1305,51797,Westbound SE Marine Dr @ Jellicoe St,100,-123.048165,49.207743
1306,51798,Westbound SE Marine Dr @ Elliott St,100,-123.057208,49.207187
1307,51800,Westbound SE Marine Dr @ Gladstone St,100,-123.062381,49.208533
1308,51803,Northbound Nanaimo St @ Fraserview Dr,029,-123.059294,49.212049
1309,51804,Northbound Muirfield Dr @ Scarboro Ave,029,-123.057069,49.213192
1310,51805,Northbound Muirfield Dr @ Bobolink Ave,029,-123.055961,49.214723
1311,51806,Northbound Muirfield Dr @ Lynbrook Dr,029,-123.055257,49.217274
1312,51807,Eastbound Ashburn St @ Elliott St,029,-123.054997,49.218226
1313,51808,Northbound Elliott St @ E 54 Ave,029,-123.0548,49.220497
1314,51809,Northbound Elliott St @ E 52 Ave,029,-123.054709,49.222238
1315,51810,Northbound Elliott St @ E 49 Ave,029,-123.054616,49.225178
1316,51811,Northbound Elliott St @ E 46 Ave,029,-123.054556,49.228739
1317,51812,Northbound Elliott St @ Waverley Ave,029,-123.054592,49.227113
1318,51813,Northbound Clarendon St @ E 43 Ave,029,-123.055124,49.231191
1319,51814,Northbound Clarendon St @ E 41 Ave,029,-123.055335,49.23319
1320,51815,Northbound Clarendon St @ E 39 Ave,029,-123.055396,49.235129
1321,51816,Northbound Clarendon St @ E 37 Ave,029,-123.055365,49.237621
1322,51818,29th Avenue Station @ Bay 1,026; 029; 033,-123.045608,49.244269
1323,51819,Southbound Clarendon St @ E 41 Ave,029,-123.055437,49.232504
1324,51821,Southbound Elliott St @ E 45 Ave,029,-123.054924,49.229145
1325,51822,Southbound Elliott St @ E 47 Ave,029,-123.054776,49.227337
1326,51824,Southbound Elliott St @ E 49 Ave,029,-123.054884,49.224553
1327,51825,Southbound Elliott St @ E 51 Ave,029,-123.054911,49.222288
1328,51827,Southbound Elliott St @ E 56 Ave,029,-123.055039,49.218817
1329,51828,Southbound Muirfield Dr @ Ashburn St,029,-123.055499,49.217307
1330,51829,Southbound Muirfield Dr @ Hoylake Ave,029,-123.055616,49.215481
1331,51830,Southbound Muirfield Dr @ Bobolink Ave,029,-123.056564,49.214167
1332,51831,Southbound Muirfield Dr @ Scarboro Ave,029,-123.05788,49.212549
1333,51832,Eastbound SE Marine Dr @ Victoria Dr,100,-123.065395,49.209318
1334,51833,Eastbound SE Marine Dr @ Gladstone St,100,-123.061681,49.208087
1335,51834,Eastbound SE Marine Dr @ Nanaimo St,100,-123.059043,49.207215
1336,51835,Eastbound SE Marine Dr @ Elliott St,100,-123.056143,49.207019
1337,51836,Eastbound SE Marine Dr @ Jellicoe St,100,-123.047214,49.207592
1338,51837,Eastbound SE Marine Dr @ Kerr St,100,-123.044803,49.207748
1339,51838,Eastbound SE Marine Dr @ Fieldstone Ave,031; 100,-123.035248,49.208333
1340,51839,Northbound Matheson Cres @ SE Marine Dr,031,-123.030733,49.208301
1341,51842,Burrard Station @ Bay 4,002,-123.12119,49.286899
1342,51843,Burrard Station @ Bay 3,022,-123.121757,49.286391
1343,51844,Eastbound Hastings St @ Alpha,129; 132; 160; N35,-123.00183,49.2809
1344,51845,Eastbound Hastings St @ Beta Ave,129; 160; N35,-122.996968,49.280896
1345,51846,Eastbound Hastings St @ Hythe Ave,129; 160; N35; R5,-122.989776,49.280184
1346,51847,Eastbound Hastings St @ Springer Ave,129; 160; N35,-122.987294,49.280252
1347,51848,Eastbound Hastings St @ Howard Ave,129; 160; N35,-122.983238,49.280242
1348,51874,Westbound Hastings St @ Holdom Ave,160; N35; R5,-122.98142,49.280436
1349,51875,Westbound Hastings St @ Howard Ave,129; 160; N35,-122.984501,49.28043
1350,51876,Westbound Hastings St @ Springer Ave,129; 160; N35,-122.988354,49.280441
1351,51877,Westbound Hastings St @ Hythe Ave,129; 160; N35; R5,-122.991013,49.28024
1352,51878,Westbound Hastings St @ Gamma Ave,129; 132; 160; N35,-122.995896,49.281077
1353,51879,Westbound Hastings St @ Alpha Ave,129; 132; 160; N35,-123.000747,49.281099
1354,51881,Northbound Wesbrook Mall @ Triumf Centre,049,-123.231681,49.247687
1355,51882,Westbound W 16 Ave @ Wesbrook Mall,R4,-123.238457,49.255191
1356,51887,Eastbound SW Marine Dr @ Kullahun Dr,049,-123.204972,49.236996
1357,51888,Eastbound W 41 Ave @ Crown St,041; 049,-123.194154,49.234685
1358,51889,Eastbound W 41 Ave @ Wallace St,041; 049,-123.190529,49.234701
1359,51890,Eastbound W 41 Ave @ Highbury St,041; 049,-123.187956,49.234704
1360,51892,Westbound E 41 Ave @ Wales St,041,-123.05213,49.232871
1361,51893,Dunbar Loop @ Bay 5,041; R4,-123.185966,49.234831
1362,51894,Westbound W 41 Ave @ Olympic St,041; 049,-123.190048,49.234831
1363,51895,Westbound W 41 Ave @ Holland St,041; 049,-123.19284,49.234836
1364,51896,Southbound Crown St @ SW Marine Dr,041,-123.193856,49.234042
1365,51897,Westbound SW Marine Dr @ Camosun St,049,-123.197663,49.235286
1366,51898,Westbound SW Marine Dr @ Kullahun Dr,049,-123.205607,49.237441
1367,51906,Eastbound NW Marine Dr @ Tolmie St,042,-123.211352,49.274742
1368,51910,Eastbound NW Marine Dr @ Discovery St,042,-123.203426,49.271953
1369,51912,Eastbound NW Marine Dr @ Locarno Cres,042,-123.200827,49.268799
1370,51913,Westbound W 4th Ave @ Blanca St,044; 084,-123.215565,49.269195
1371,51916,Westbound Chancellor Blvd @ Hamber Rd,044; 084,-123.239004,49.273342
1372,51917,Westbound Chancellor Blvd @ Allison Rd,044; 084,-123.246195,49.273563
1373,51919,Westbound NW Marine Dr @ Cecil Green Park Rd,068,-123.255442,49.270517
1374,51925,Eastbound NW Marine Dr @ West Mall,068,-123.258526,49.268769
1375,51928,Eastbound Chancellor Blvd @ Western Parkway,044; 084,-123.246837,49.273301
1376,51930,Eastbound Chancellor Blvd @ Hamber Rd,044; 084,-123.237649,49.272894
1377,51934,Westbound NW Marine Dr @ Discovery St,042,-123.203022,49.271904
1378,51935,Northbound NW Marine Dr @ Belmont Ave,042,-123.205593,49.274065
1379,51937,Westbound NW Marine Dr @ Sasamat St,042,-123.209135,49.274502
1380,51938,Westbound NW Marine Dr @ Tolmie St,042,-123.212054,49.275093
1381,51941,Northbound Burrard St @ W 3rd Ave,044,-123.145428,49.269179
1382,51942,Southbound Burrard St @ W 3rd Ave,044,-123.145798,49.268549
1383,51944,Southbound Dunbar St @ W 43 Ave,049,-123.18547,49.232611
1384,51945,Southbound Dunbar St @ SW Marine Dr,049,-123.185505,49.231131
1385,51946,Eastbound SW Marine Dr @ Blenheim St,049,-123.179685,49.23008
1386,51947,Eastbound SW Marine Dr @ Balaclava St,049,-123.175122,49.228712
1387,51948,Westbound SW Marine Dr @ Heather St,010; 017; 100,-123.123941,49.207414
1388,51950,Eastbound W 49 Ave @ McCleery St,049,-123.168448,49.227269
1389,51951,Eastbound W 49 Ave @ Marine Cres,049,-123.164688,49.227223
1390,51952,Eastbound W 49 Ave @ Balsam St,049,-123.160812,49.227171
1391,51953,Eastbound W 49 Ave @ Yew St,049,-123.15842,49.227149
1392,51954,Eastbound W 49 Ave @ Arbutus St,049,-123.15547,49.227103
1393,51955,Eastbound W 49 Ave @ East Blvd,049,-123.153974,49.227085
1394,51957,Eastbound W 49 Ave @ Angus Dr,049,-123.147554,49.22701
1395,51958,Eastbound W 49 Ave @ Marguerite St,049,-123.144546,49.226972
1396,51959,Eastbound W 49 Ave @ Churchill St,049,-123.141217,49.22692
1397,51960,Eastbound W 49 Ave @ Granville St,049,-123.139329,49.226886
1398,51961,Eastbound W 49 Ave @ Hudson St,049,-123.134675,49.226708
1399,51962,Eastbound W 49 Ave @ Montgomery St,049,-123.131458,49.226598
1400,51963,Eastbound W 49 Ave @ Oak St,049,-123.12776,49.22645
1401,51965,Eastbound W 49 Ave @ Heather St,049,-123.123158,49.226275
1402,51966,Eastbound W 49 Ave @ Tisdall St,049,-123.120295,49.226174
1403,51967,Langara-49th Station @ Bay 3,049,-123.11584,49.226003
1404,51968,Eastbound W 49 Ave @ Alberta St,049,-123.112498,49.225896
1405,51969,Eastbound W 49 Ave @ Manitoba St,049,-123.107863,49.22573
1406,51970,Eastbound E 49 Ave @ Quebec St,049,-123.103335,49.225636
1407,51971,Eastbound E 49 Ave @ Main St,049,-123.101045,49.225593
1408,51972,Eastbound E 49 Ave @ Prince Edward St,049,-123.097041,49.225514
1409,51973,Eastbound E 49 Ave @ St. George St,049,-123.093656,49.225455
1410,51975,Eastbound E 49 Ave @ Fraser St,049,-123.090264,49.225406
1411,51976,Eastbound E 49 Ave @ Prince Albert St,049,-123.08761,49.225373
1412,51977,Eastbound E 49 Ave @ Windsor St,049,-123.084766,49.225337
1413,51978,Eastbound E 49 Ave @ Sherbrooke St,049,-123.080946,49.225278
1414,51979,Eastbound E 49 Ave @ Knight St,049; 430,-123.076725,49.225208
1415,51980,Eastbound E 49 Ave @ Dumfries St,049,-123.074083,49.225193
1416,51981,Eastbound E 49 Ave @ Argyle St,049,-123.071276,49.225164
1417,51982,Eastbound E 49 Ave @ Commercial St,049,-123.068504,49.22514
1418,51983,Eastbound E 49 Ave @ Victoria Dr,049; 430,-123.065263,49.225106
1419,51984,Eastbound E 49 Ave @ Gladstone St,049,-123.061875,49.225035
1420,51985,Eastbound E 49 Ave @ Nanaimo St,049,-123.058733,49.224949
1421,51987,Eastbound E 49 Ave @ Elliott St,049; 430,-123.054297,49.224744
1422,51988,Eastbound E 49 Ave @ Vivian St,049,-123.049761,49.22471
1423,51989,Eastbound E 49 Ave @ Killarney St,049,-123.045214,49.224673
1424,51990,Northbound Tyne St @ E 53 Ave,026,-123.032245,49.221556
1425,51991,Northbound Tyne St @ E 50 Ave,026,-123.032195,49.223484
1426,51992,Eastbound E 49 Ave @ Frontenac St,049,-123.025794,49.222096
1427,51993,Eastbound Imperial St @ Boundary Rd,031; 049,-123.022768,49.221875
1428,51994,Eastbound Imperial St @ Mandy Ave,031; 049,-123.017609,49.221886
1429,51998,Northbound Willingdon Ave @ Maywood St,031; 049; 116; 146; 147,-123.010415,49.224864
1430,51999,Metrotown Station @ Bay 3,430,-123.002615,49.226002
1431,52003,Westbound Imperial St @ McKay Ave,049; 116,-123.00948,49.222002
1432,52005,Westbound Imperial St @ Mandy Ave,031; 049,-123.018511,49.22201
1433,52006,Southbound Tyne St @ E 49 Ave,026,-123.032353,49.224305
1434,52007,Southbound Tyne St @ E 52 Ave,026,-123.032422,49.221997
1435,52011,Westbound E 49 Ave @ Kerr St,049; 430,-123.041573,49.224818
1436,52012,Westbound E 49 Ave @ Killarney St,049,-123.045365,49.224808
1437,52015,Westbound E 49 Ave @ Elliott St,049; 430,-123.05517,49.224889
1438,52016,Westbound E 49 Ave @ Nanaimo St,049,-123.05961,49.225118
1439,52017,Westbound E 49 Ave @ Gladstone St,049,-123.06295,49.225187
1440,52018,Westbound E 49 Ave @ Victoria Dr,049; 430,-123.065364,49.225238
1441,52019,Westbound E 49 Ave @ Beatrice St,049,-123.067538,49.225263
1442,52020,Westbound E 49 Ave @ Bruce St,049,-123.070409,49.225286
1443,52021,Westbound E 49 Ave @ Fleming St,049,-123.073579,49.225316
1444,52022,Westbound E 49 Ave @ Knight St,049,-123.077939,49.225388
1445,52023,Westbound E 49 Ave @ Inverness St,049,-123.080565,49.225407
1446,52024,Westbound E 49 Ave @ Elgin St,049,-123.083275,49.225453
1447,52025,Westbound E 49 Ave @ St. Catherines St,049,-123.087115,49.225497
1448,52027,Westbound E 49 Ave @ Fraser St,049,-123.091289,49.225535
1449,52028,Westbound E 49 Ave @ St. George St,049,-123.094471,49.225593
1450,52029,Westbound E 49 Ave @ Prince Edward St,049,-123.098055,49.22566
1451,52030,Westbound E 49 Ave @ Main St,049,-123.102131,49.225733
1452,52032,Westbound W 49 Ave @ Manitoba St,049,-123.109025,49.225913
1453,52033,Westbound W 49 Ave @ Alberta St,049,-123.113387,49.226074
1454,52035,Westbound W 49 Ave @ Tisdall St,049,-123.121438,49.226382
1455,52036,Westbound W 49 Ave @ Laurel St,049,-123.125587,49.226538
1456,52037,Westbound W 49 Ave @ Oak St,049,-123.128988,49.226658
1457,52038,Westbound W 49 Ave @ Montgomery St,049,-123.13243,49.226761
1458,52039,Westbound W 49 Ave @ Hudson St,049,-123.135533,49.22688
1459,52041,Westbound W 49 Ave @ Granville St,049,-123.140335,49.227032
1460,52042,Westbound W 49 Ave @ Adera St,049,-123.144091,49.227081
1461,52043,Westbound W 49 Ave @ Wiltshire St,049,-123.147056,49.227122
1462,52045,Westbound W 49 Ave @ West Blvd,049,-123.155682,49.227224
1463,52047,Westbound W 49 Ave @ Larch St,049,-123.163563,49.227329
1464,52048,Westbound W 49 Ave @ Macdonald St,049,-123.167912,49.227377
1465,52050,Westbound SW Marine Dr @ Carnarvon St,049,-123.17401,49.228416
1466,52051,Westbound SW Marine Dr @ Blenheim St,049,-123.179318,49.230206
1467,52053,Northbound Dunbar St @ SW Marine Dr,049,-123.185323,49.231041
1468,52054,Northbound Dunbar St @ W 43 Ave,049,-123.18528,49.233182
1469,52057,Heather Square @ Bay 1,050,-123.120109,49.266191
1470,52058,Westbound Lameys Mill Rd @ Sitka Square,050,-123.129345,49.266459
1471,52059,Westbound Lameys Mill Rd @ Alder Crossing,050,-123.132521,49.266831
1472,52060,Westbound Lameys Mill Rd @ 1300 Block,050,-123.134423,49.267336
1473,52061,Westbound W 2nd Ave @ Anderson St,050,-123.138092,49.26952
1474,52062,Southbound Fir St @ W 2nd Ave,050,-123.140897,49.269373
1475,52065,Eastbound W 2nd Ave @ Fir St,050,-123.140065,49.269638
1476,52067,Eastbound Lameys Mill Rd @ Fountain Way Court,050,-123.135141,49.267431
1477,52068,Eastbound Lameys Mill Rd @ Alder Crossing,050,-123.131643,49.266544
1478,52069,Eastbound Lameys Mill Rd @ Sitka Square,050,-123.128703,49.26632
1479,52087,Northbound Fir St @ W 4th Ave,050,-123.140709,49.268248
1480,52092,Westbound Lougheed Hwy @ Boundary Loop,099; N9,-123.02541,49.265243
1481,52094,Commercial-Broadway Station @ Bay 4,009; N9,-123.069432,49.262426
1482,52095,Westbound W Broadway @ Macdonald St,099,-123.167544,49.264156
1483,52099,Eastbound W Broadway @ Heather St,099,-123.120173,49.263212
1484,52101,Eastbound E Broadway @ Main St,099,-123.10042,49.262801
1485,52102,Commercial-Broadway Station @ Bay 1,009; 099; N9,-123.068963,49.262213
1486,52103,Eastbound Lougheed Hwy @ Boundary Rd,028,-123.022312,49.265602
1487,52117,Northbound Granville St @ W 71 Ave,100,-123.140464,49.206713
1488,52118,Eastbound W 70 Ave @ French St,100,-123.138831,49.208535
